close_time,nav_mid,nav_liq,cash,btc_qty,exposure
1762905599999,117559.14,117406.61,19113.47,0.95523610,0.837414
1762919999999,117798.92,117646.02,19113.47,0.95523610,0.837745
1762934399999,117610.41,117457.80,19113.47,0.95523610,0.837485
1762948799999,119433.16,119277.73,19113.47,0.95523610,0.839965
1762963199999,116713.30,116562.08,19113.47,0.95523610,0.836236
1762977599999,115876.32,115726.40,19113.47,0.95523610,0.835053
1762991999999,116217.40,116066.95,19113.47,0.95523610,0.835537
1763006399999,116671.94,116520.78,19113.47,0.95523610,0.836178
1763020799999,117957.16,117804.01,19113.47,0.95523610,0.837963
1763035199999,117442.14,117289.79,19113.47,0.95523610,0.837252
1763049599999,115957.83,115807.78,19113.47,0.95523610,0.835169
1763063999999,113378.22,113232.17,19113.47,0.95523610,0.831418
1763078399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763092799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763107199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763121599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763135999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763150399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763164799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763179199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763193599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763207999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763222399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763236799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763251199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763265599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763279999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763294399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763308799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763323199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763337599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763351999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763366399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763380799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763395199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763409599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763423999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763438399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763452799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763467199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763481599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763495999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763510399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763524799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763539199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763553599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763567999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763582399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763596799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763611199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763625599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763639999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763654399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763668799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763683199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763697599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763711999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763726399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763740799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763755199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763769599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763783999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763798399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763812799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763827199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763841599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763855999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763870399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763884799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763899199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763913599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763927999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763942399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763956799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763971199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763985599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1763999999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764014399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764028799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764043199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764057599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764071999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764086399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764100799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764115199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764129599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764143999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764158399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764172799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764187199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764201599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764215999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764230399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764244799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764259199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764273599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764287999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764302399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764316799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764331199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764345599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764359999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764374399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764388799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764403199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764417599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764431999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764446399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764460799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764475199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764489599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764503999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764518399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764532799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764547199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764561599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764575999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764590399999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764604799999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764619199999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764633599999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764647999999,113232.16,113232.16,113232.16,0.00000000,0.000000
1764662399999,113232.16,113232.16,113232.16,0.00000000,0.000000
