peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13861.67,2019-05-12T15:59:59Z,12702.14,2019-05-13T15:59:59Z,8.37,2,8,0.3,1.3
2019-05-14T07:59:59Z,15384.19,2019-06-09T23:59:59Z,12771.25,2019-06-17T23:59:59Z,16.98,160,208,26.7,34.7
2019-06-26T19:59:59Z,22811.5,2019-07-30T03:59:59Z,18210.24,2019-08-06T07:59:59Z,20.17,200,243,33.3,40.5
2019-08-06T07:59:59Z,22993.14,2019-10-24T03:59:59Z,17630.92,2019-10-27T19:59:59Z,23.32,473,495,78.8,82.5
2019-10-27T19:59:59Z,23023.95,2020-07-05T15:59:59Z,16207.97,2020-10-28T03:59:59Z,29.6,1511,2198,251.8,366.3
2020-10-28T03:59:59Z,23041.8,2020-11-03T03:59:59Z,21488.78,2020-11-05T11:59:59Z,6.74,36,50,6.0,8.3
2020-11-06T07:59:59Z,24830.81,2020-11-07T19:59:59Z,23211.07,2020-11-09T11:59:59Z,6.52,9,19,1.5,3.2
2020-11-24T15:59:59Z,30339.79,2020-11-26T11:59:59Z,27644.7,2020-11-30T23:59:59Z,8.88,11,38,1.8,6.3
2020-11-30T23:59:59Z,30419.59,2020-12-02T03:59:59Z,28831.76,2020-12-15T03:59:59Z,5.22,7,85,1.2,14.2
2020-12-21T07:59:59Z,37220.08,2020-12-21T11:59:59Z,35207.54,2020-12-25T11:59:59Z,5.41,1,25,0.2,4.2
2021-01-03T07:59:59Z,53017.42,2021-01-04T11:59:59Z,47422.04,2021-01-06T07:59:59Z,10.55,7,18,1.2,3.0
2021-01-08T11:59:59Z,63326.89,2021-02-07T15:59:59Z,44601.85,2021-03-13T23:59:59Z,29.57,181,387,30.2,64.5
2021-03-14T03:59:59Z,63739.62,2021-03-25T15:59:59Z,55584.37,2021-04-14T11:59:59Z,12.79,69,188,11.5,31.3
2021-04-14T11:59:59Z,63773.77,2021-04-25T23:59:59Z,59727.07,2021-04-26T07:59:59Z,6.35,69,71,11.5,11.8
2021-05-03T07:59:59Z,70751.11,2021-09-29T03:59:59Z,54559.25,2021-10-15T19:59:59Z,22.89,893,993,148.8,165.5
2021-10-20T15:59:59Z,78497.25,2021-10-27T23:59:59Z,70663.53,2021-11-08T23:59:59Z,9.98,44,116,7.3,19.3
2021-11-09T03:59:59Z,79787.89,2023-10-12T15:59:59Z,50295.11,2024-02-14T11:59:59Z,36.96,4215,4964,702.5,827.3
2024-03-04T23:59:59Z,99904.62,2024-07-25T03:59:59Z,65657.63,2024-11-11T23:59:59Z,34.28,853,1512,142.2,252.0
2024-11-13T15:59:59Z,107036.37,2024-11-14T23:59:59Z,101218.69,2024-11-19T19:59:59Z,5.44,8,37,1.3,6.2
2024-12-05T03:59:59Z,118611.42,2024-12-05T23:59:59Z,111751.26,2024-12-17T03:59:59Z,5.78,5,72,0.8,12.0
2024-12-17T03:59:59Z,118799.93,2024-12-30T15:59:59Z,107417.13,2025-01-17T11:59:59Z,9.58,81,188,13.5,31.3
2025-01-20T11:59:59Z,125562.37,2025-04-21T19:59:59Z,81328.28,,35.23,548,,91.3,
