peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13894.34,2019-05-12T15:59:59Z,12732.08,2019-05-13T15:59:59Z,8.37,2,8,0.3,1.3
2019-05-14T07:59:59Z,15420.45,2019-06-09T23:59:59Z,12801.35,2019-06-17T23:59:59Z,16.98,160,208,26.7,34.7
2019-06-26T19:59:59Z,22865.27,2020-07-05T15:59:59Z,15767.86,2020-11-05T23:59:59Z,31.04,2249,2989,374.8,498.2
2020-11-06T07:59:59Z,23679.47,2020-11-07T19:59:59Z,22134.83,2020-11-09T11:59:59Z,6.52,9,19,1.5,3.2
2020-11-24T15:59:59Z,28933.01,2020-11-26T11:59:59Z,26362.89,2020-11-30T23:59:59Z,8.88,11,38,1.8,6.3
2020-11-30T23:59:59Z,29009.11,2020-12-12T15:59:59Z,27017.9,2020-12-16T15:59:59Z,6.86,70,94,11.7,15.7
2020-12-21T07:59:59Z,34704.16,2020-12-21T11:59:59Z,32827.65,2020-12-25T11:59:59Z,5.41,1,25,0.2,4.2
2021-01-03T07:59:59Z,49433.66,2021-01-04T11:59:59Z,44216.5,2021-01-06T07:59:59Z,10.55,7,18,1.2,3.0
2021-01-08T11:59:59Z,59046.25,2021-01-27T15:59:59Z,45754.24,2021-02-08T23:59:59Z,22.51,115,189,19.2,31.5
2021-02-09T07:59:59Z,63271.98,2021-02-10T15:59:59Z,59503.67,2021-02-11T15:59:59Z,5.96,8,14,1.3,2.3
2021-02-21T19:59:59Z,75903.97,2021-03-06T15:59:59Z,66647.57,2021-03-10T19:59:59Z,12.19,77,102,12.8,17.0
2021-03-14T03:59:59Z,81369.14,2021-03-25T15:59:59Z,69218.48,2021-04-27T11:59:59Z,14.93,69,266,11.5,44.3
2021-05-03T07:59:59Z,87254.66,2021-09-29T03:59:59Z,64525.42,2021-10-19T19:59:59Z,26.05,893,1017,148.8,169.5
2021-10-20T15:59:59Z,92836.09,2021-10-27T23:59:59Z,83571.41,2021-11-08T23:59:59Z,9.98,44,116,7.3,19.3
2021-11-09T03:59:59Z,94362.48,2023-10-12T15:59:59Z,61016.05,2024-02-10T23:59:59Z,35.34,4215,4943,702.5,823.8
2024-03-04T23:59:59Z,124566.33,2024-08-07T19:59:59Z,77519.08,2024-11-20T15:59:59Z,37.77,935,1564,155.8,260.7
2024-12-05T03:59:59Z,135004.67,2024-12-30T15:59:59Z,121008.16,2025-01-17T15:59:59Z,10.37,153,261,25.5,43.5
2025-01-20T11:59:59Z,141449.25,2025-04-03T19:59:59Z,103228.02,2025-07-14T03:59:59Z,27.02,440,1048,73.3,174.7
2025-07-14T07:59:59Z,143850.77,2025-09-06T19:59:59Z,121883.3,,15.27,327,,54.5,
