v10_trade_id,v10_entry_ts,v10_exit_ts,v10_entry_price,v10_exit_price,v10_qty,v10_notional,v10_net_pnl,v10_gross_pnl,v10_fees_total,v10_return_pct,v10_bars_held,v10_days_held,v10_mfe_pct,v10_mae_pct,v10_entry_reason,v10_exit_reason,v10_entry_regime,v10_exit_regime,v10_holding_regime_mode,v10_worst_regime,v10_n_buy_fills,v11_trade_id,v11_entry_ts,v11_exit_ts,v11_entry_price,v11_exit_price,v11_qty,v11_notional,v11_net_pnl,v11_gross_pnl,v11_fees_total,v11_return_pct,v11_bars_held,v11_days_held,v11_mfe_pct,v11_mae_pct,v11_entry_reason,v11_exit_reason,v11_entry_regime,v11_exit_regime,v11_holding_regime_mode,v11_worst_regime,v11_n_buy_fills,delta_net_pnl,delta_gross_pnl,delta_return_pct,delta_fees,delta_days_held,delta_bars_held,delta_exit_price,size_ratio,delta_notional,delta_mfe_pct,delta_mae_pct,same_exit_reason,same_entry_regime,exit_effect,size_effect,fee_effect,interaction
V10_harsh_11,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,10244.81,9812.88,2.10597173,21575.27,-940.63,-877.26,63.36,-4.2161,44,7.17,1.9913,5.7767,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,3,V11_harsh_11,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,10244.81,9812.88,2.1020193,21534.78,-938.86,-875.62,63.24,-4.2161,44,7.17,1.9913,5.7767,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,3,1.7699999999999818,1.6399999999999864,0.0,-0.11999999999999744,0.0,0,0.0,0.9981233143316398,-40.4900000000016,0.0,0.0,True,True,0.0,1.71,0.12,-0.06
V10_harsh_12,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,10155.66,9692.5,1.31867125,13391.98,-629.93,-590.67,39.26,-4.5606,25,4.0,1.2342,5.4321,vdo_trend_accel,emergency_dd,CHOP,BULL,CHOP,CHOP,2,V11_harsh_12,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,10155.66,9692.5,1.3161964,13366.84,-628.75,-589.56,39.19,-4.5606,25,4.0,1.2342,5.4321,vdo_trend_accel,emergency_dd,CHOP,BULL,CHOP,CHOP,2,1.17999999999995,1.1100000000000136,0.0,-0.07000000000000028,0.0,0,0.0,0.9981227570531019,-25.139999999999418,0.0,0.0,True,True,0.0,1.15,0.07,-0.04
V10_harsh_13,2019-09-26T00:00:00Z,2019-11-01T04:00:00Z,8262.92,9055.06,2.38857939,19736.64,1859.64,1921.69,62.05,9.5867,218,36.17,25.5004,11.6535,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,SHOCK,4,V11_harsh_13,2019-09-26T00:00:00Z,2019-11-03T08:00:00Z,8262.92,9230.36,2.38409656,19699.6,2273.47,2336.03,62.56,11.7082,231,38.33,25.5004,11.6535,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,SHOCK,4,413.8299999999997,414.34000000000015,2.1214999999999993,0.5100000000000051,2.1599999999999966,13,175.3000000000011,0.9981232874491301,-37.04000000000087,0.0,0.0,True,True,418.72,-3.55,-0.51,-0.83
V10_harsh_15,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,8490.49,7623.8,0.84451282,7170.33,-741.59,-721.18,20.41,-10.2078,28,4.5,1.702,11.6659,vdo_trend_accel,emergency_dd,NEUTRAL,CHOP,NEUTRAL,CHOP,1,V11_harsh_15,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,8490.49,7623.8,0.90382538,7673.92,-793.68,-771.83,21.85,-10.2078,28,4.5,1.702,11.6659,vdo_trend_accel,emergency_dd,NEUTRAL,CHOP,NEUTRAL,CHOP,1,-52.08999999999992,-50.65000000000009,0.0,1.4400000000000013,0.0,0,0.0,1.0702324718667062,503.59000000000015,0.0,0.0,True,True,0.0,-51.41,-1.44,0.76
V10_harsh_16,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,9171.54,9736.17,1.95323551,17914.18,1074.32,1129.72,55.4,6.1563,184,30.5,14.4846,10.1787,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,NEUTRAL,14,V11_harsh_16,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,9171.82,9736.17,2.17157047,19917.24,1193.81,1255.4,61.59,6.1531,184,30.5,14.4811,10.1814,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,NEUTRAL,14,119.49000000000001,125.68000000000006,-0.0031999999999996476,6.190000000000005,0.0,0,0.0,1.1118142164475293,2003.0600000000013,-0.0035000000000007248,0.002700000000000813,True,True,0.0,123.28,-6.19,2.4
V10_harsh_17,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,9829.72,9138.93,2.10893083,20730.2,-1485.73,-1425.72,60.01,-7.0275,47,7.67,4.2756,7.4033,vdo_trend_accel,emergency_dd,BULL,TOPPING,BULL,TOPPING,5,V11_harsh_17,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,9829.72,9138.93,2.26140687,22229.0,-1593.15,-1528.8,64.34,-7.0275,47,7.67,4.2756,7.4033,vdo_trend_accel,emergency_dd,BULL,TOPPING,BULL,TOPPING,5,-107.42000000000007,-103.07999999999993,0.0,4.330000000000005,0.0,0,0.0,1.072300315481761,1498.7999999999993,0.0,0.0,True,True,0.0,-105.33,-4.33,2.24
V10_harsh_18,2020-02-29T00:00:00Z,2020-03-08T12:00:00Z,8702.66,8732.56,2.11415389,18398.77,35.52,90.81,55.29,0.3435,52,8.5,5.5769,4.3856,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,8,V11_harsh_18,2020-02-29T00:00:00Z,2020-03-08T16:00:00Z,8686.64,8392.45,2.26367285,19663.72,-694.45,-636.46,57.99,-3.3867,53,8.67,5.7716,6.1862,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,6,-729.97,-727.27,-3.7302,2.700000000000003,0.16999999999999993,1,-340.10999999999876,1.0687518785223142,1264.9500000000007,0.1947000000000001,1.8006000000000002,True,True,-719.04,4.47,-2.7,-12.7
V10_harsh_19,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,7935.52,7384.73,1.31226623,10413.52,-737.32,-707.17,30.16,-6.9409,8,1.17,0.5605,30.0613,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,2,V11_harsh_19,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,7935.98,7384.73,1.45275957,11529.08,-816.93,-783.55,33.39,-6.9463,8,1.17,0.5546,30.0654,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,2,-79.6099999999999,-76.38,-0.005399999999999849,3.2300000000000004,0.0,0,0.0,1.1071261206585286,1115.5599999999995,-0.005900000000000016,0.004100000000001103,True,True,0.0,-77.38,-3.23,1.0
V10_harsh_20,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,9182.43,8614.11,0.17914939,1645.03,-104.13,-99.35,4.78,-6.1892,54,8.83,9.6333,11.6029,vdo_trend,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,2,V11_harsh_20,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,9182.43,8614.11,0.18474902,1696.44,-107.38,-102.45,4.93,-6.1892,54,8.83,9.6333,11.6029,vdo_trend,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,2,-3.25,-3.1000000000000085,0.0,0.14999999999999947,0.0,0,0.0,1.031251709695264,51.41000000000008,0.0,0.0,True,True,0.0,-3.18,-0.15,0.08
V10_harsh_21,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,9712.18,8709.42,1.57370251,15284.08,-1598.6,-1555.11,43.49,-10.3247,45,7.33,2.4487,11.0115,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,V11_harsh_21,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,9712.18,8709.42,1.62289133,15761.81,-1648.56,-1603.72,44.84,-10.3247,45,7.33,2.4487,11.0115,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,-49.960000000000036,-48.61000000000013,0.0,1.3500000000000014,0.0,0,0.0,1.0312567063244893,477.72999999999956,0.0,0.0,True,True,0.0,-49.32,-1.35,0.71
V10_harsh_22,2020-05-26T08:00:00Z,2020-06-04T08:00:00Z,9121.64,9639.94,1.7719403,16163.01,892.77,942.64,49.87,5.6821,55,9.0,13.7953,4.6225,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,8,V11_harsh_22,2020-05-26T08:00:00Z,2020-06-06T00:00:00Z,9069.6,9611.55,1.81856806,16493.68,959.37,1010.32,50.96,5.9755,65,10.67,14.4483,4.0751,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,6,66.60000000000002,67.68000000000006,0.2934000000000001,1.0900000000000034,1.67,10,-28.390000000001237,1.0204584418372569,330.6700000000001,0.6530000000000005,-0.5473999999999997,True,True,-50.31,24.17,-1.09,93.83
V10_harsh_24,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,9185.83,11060.29,1.68933002,15517.89,3138.57,3189.87,51.3,20.4061,206,34.17,31.9801,3.1875,vdo_trend_accel,trailing_stop,CHOP,BULL,TOPPING,SHOCK,7,V11_harsh_25,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,9181.59,11060.29,1.79430555,16474.58,3341.19,3395.67,54.48,20.4616,206,34.17,32.0409,3.1428,vdo_trend_accel,trailing_stop,CHOP,BULL,TOPPING,SHOCK,7,202.6199999999999,205.80000000000018,0.0555000000000021,3.1799999999999997,0.0,0,0.0,1.0616507785530123,956.6900000000023,0.06080000000000041,-0.044700000000000184,True,True,0.0,196.77,-3.18,9.03
V10_harsh_25,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,11897.63,11519.7,1.50226462,17873.38,-593.7,-540.93,52.77,-3.1765,72,11.83,4.794,6.4939,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,5,V11_harsh_26,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,11897.63,11519.7,1.5571212,18526.05,-615.38,-560.68,54.7,-3.1765,72,11.83,4.794,6.4939,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,5,-21.67999999999995,-19.75,0.0,1.9299999999999997,0.0,0,0.0,1.0365163164437838,652.6699999999983,0.0,0.0,True,True,0.0,-20.73,-1.93,0.98
V10_harsh_26,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,11701.34,10659.61,1.53564421,17969.1,-1624.28,-1572.78,51.51,-8.9027,71,11.67,2.9869,10.6086,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,V11_harsh_27,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,11701.34,10659.61,1.59171968,18625.26,-1683.6,-1630.21,53.39,-8.9027,71,11.67,2.9869,10.6086,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,-59.319999999999936,-57.430000000000064,0.0,1.8800000000000026,0.0,0,0.0,1.0365160191662353,656.1599999999999,0.0,0.0,True,True,0.0,-58.42,-1.88,0.98
V10_harsh_27,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,10250.81,10408.35,1.5913314,16312.43,225.87,275.18,49.31,1.5369,93,15.33,9.0625,3.91,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,V11_harsh_28,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,10251.42,10408.35,1.67102262,17130.35,236.16,287.94,51.78,1.5309,93,15.33,9.056,3.9157,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,10.289999999999992,12.759999999999991,-0.006000000000000005,2.469999999999999,0.0,0,0.0,1.0501409048192083,817.9199999999983,-0.0065000000000008384,0.005700000000000038,True,True,0.0,12.55,-2.47,0.21
V10_harsh_28,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,10734.25,13125.73,1.57904452,16949.85,3745.18,3801.69,56.51,22.2791,199,33.0,29.1146,3.356,vdo_trend,trailing_stop,CHOP,BULL,BULL,CHOP,6,V11_harsh_29,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,10738.3,13125.73,1.59863129,17166.58,3785.16,3842.38,57.22,22.2329,199,33.0,29.0659,3.3925,vdo_trend,trailing_stop,CHOP,BULL,BULL,CHOP,5,39.98000000000002,40.690000000000055,-0.04619999999999891,0.7100000000000009,0.0,0,0.0,1.0127865438337214,216.7300000000032,-0.04870000000000019,0.0365000000000002,True,True,0.0,46.84,-0.71,-6.15
V10_harsh_29,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,13911.86,17593.31,1.46407462,20368.0,5351.28,5420.47,69.19,26.4627,157,26.0,40.0547,5.1525,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,V11_harsh_30,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,13911.86,17593.31,1.51098236,21020.58,5522.73,5594.14,71.41,26.4627,157,26.0,40.0547,5.1525,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,171.44999999999982,173.67000000000007,0.0,2.219999999999999,0.0,0,0.0,1.0320394736842107,652.5800000000017,0.0,0.0,True,True,0.0,172.69,-2.22,0.98
V10_harsh_30,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,18132.8,18305.79,1.41615905,25678.93,206.1,283.5,77.4,0.954,64,10.5,9.6797,5.8612,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,7,V11_harsh_31,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,18152.62,18305.79,1.3914768,25258.96,174.92,251.01,76.1,0.8438,64,10.5,9.5599,5.964,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,7,-31.180000000000007,-32.49000000000001,-0.11019999999999996,-1.3000000000000114,0.0,0,0.0,0.9836453465934912,-419.97000000000116,-0.11979999999999968,0.10280000000000022,True,True,0.0,-4.27,1.3,-28.21
V10_harsh_31,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,18473.04,34337.89,1.36707442,25254.03,21618.01,21726.3,108.29,85.881,182,30.17,127.0876,1.1461,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,3,V11_harsh_32,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,18473.04,34337.89,1.40902765,26029.03,22281.43,22393.04,111.62,85.881,182,30.17,127.0876,1.1461,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,3,663.4200000000019,666.7400000000016,0.0,3.3299999999999983,0.0,0,0.0,1.0306881713532454,775.0,0.0,0.0,True,True,0.0,665.58,-3.33,1.17
V10_harsh_32,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,36371.84,35027.44,0.82900666,30152.5,-1158.08,-1069.29,88.79,-3.6963,40,6.5,10.2501,6.9335,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,V11_harsh_33,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,36386.62,35027.44,0.85015786,30934.37,-1200.19,-1109.12,91.07,-3.7354,40,6.5,10.2054,6.9713,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,-42.11000000000013,-39.82999999999993,-0.03909999999999991,2.279999999999987,0.0,0,0.0,1.0259305198573916,781.869999999999,-0.04470000000000063,0.037799999999999834,True,True,0.0,-28.44,-2.28,-11.39
V10_harsh_33,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,37627.79,51848.84,0.97887776,36833.0,13844.54,13975.92,131.38,37.794,187,31.0,55.079,22.2869,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,12,V11_harsh_34,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,37580.1,51848.84,1.00458907,37752.55,14256.1,14390.86,134.76,37.9689,187,31.0,55.2758,22.1883,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,12,411.5599999999995,414.9400000000005,0.17490000000000094,3.3799999999999955,0.0,0,0.0,1.0249653843021205,919.5500000000029,0.1967999999999961,-0.09859999999999758,True,True,0.0,365.64,-3.38,49.3
V10_harsh_34,2021-03-02T00:00:00Z,2021-03-16T04:00:00Z,51406.53,54218.4,1.04758334,53852.62,2860.48,3026.45,165.98,5.4699,86,14.17,20.3038,9.9336,vdo_trend_accel,trailing_stop,SHOCK,BULL,BULL,SHOCK,8,V11_harsh_35,2021-03-02T00:00:00Z,2021-03-16T00:00:00Z,51406.53,55549.61,1.07939827,55488.12,4382.1,4555.27,173.17,8.0594,85,14.0,20.3038,9.9336,vdo_trend_accel,trailing_stop,SHOCK,BULL,BULL,SHOCK,8,1521.6200000000003,1528.8200000000006,2.5895,7.189999999999998,-0.16999999999999993,-1,1331.2099999999991,1.0303699244345028,1635.5,0.0,0.0,True,True,1394.55,89.46,-7.19,44.8
V10_harsh_35,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,58224.59,60204.4,1.00225561,58355.92,1893.77,2071.81,178.04,3.4003,169,28.0,11.3859,13.3913,vdo_trend_accel,trailing_stop,BULL,BULL,CHOP,CHOP,7,V11_harsh_36,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,58224.59,60204.4,1.05532676,61445.97,1994.04,2181.52,187.47,3.4003,169,28.0,11.3859,13.3913,vdo_trend_accel,trailing_stop,BULL,BULL,CHOP,CHOP,7,100.26999999999998,109.71000000000004,0.0,9.430000000000007,0.0,0,0.0,1.0529517827839918,3090.050000000003,0.0,0.0,True,True,0.0,105.07,-9.43,4.63
V10_harsh_36,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,51116.34,53151.86,1.09356896,55899.24,2138.79,2309.83,171.04,3.9821,60,9.83,15.3867,8.1898,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,V11_harsh_37,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,51116.34,53151.86,1.1514753,58859.2,2252.05,2432.14,180.09,3.9821,60,9.83,15.3867,8.1898,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,113.26000000000022,122.30999999999995,0.0,9.050000000000011,0.0,0,0.0,1.052951703815651,2959.959999999999,0.0,0.0,True,True,0.0,117.87,-9.05,4.44
V10_harsh_37,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,58046.0,48521.41,0.35255689,20464.52,-3383.62,-3327.26,56.36,-16.4087,45,7.33,2.5049,20.7525,vdo_trend_accel,fixed_stop,BULL,SHOCK,CHOP,SHOCK,1,V11_harsh_38,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,58046.0,48521.41,0.37122538,21548.15,-3562.79,-3503.45,59.34,-16.4087,45,7.33,2.5049,20.7525,vdo_trend_accel,fixed_stop,BULL,SHOCK,CHOP,SHOCK,1,-179.17000000000007,-176.1899999999996,0.0,2.980000000000004,0.0,0,0.0,1.0529516450911138,1083.630000000001,0.0,0.0,True,True,0.0,-177.81,-2.98,1.62
V10_harsh_38,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,39661.32,33283.11,0.32515852,12896.22,-2090.16,-2054.58,35.58,-16.0817,21,3.33,7.0354,21.5583,vdo_trend_accel,fixed_stop,SHOCK,NEUTRAL,SHOCK,SHOCK,3,V11_harsh_39,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,39661.32,33283.11,0.34237622,13579.09,-2200.84,-2163.38,37.46,-16.0817,21,3.33,7.0354,21.5583,vdo_trend_accel,fixed_stop,SHOCK,NEUTRAL,SHOCK,SHOCK,3,-110.68000000000029,-108.80000000000018,0.0,1.8800000000000026,0.0,0,0.0,1.0529511748403797,682.8700000000008,0.0,0.0,True,True,0.0,-109.82,-1.88,1.02
