sample_id,cluster_mean_delta_pnl,block8_mean_delta_pnl,iid_mean_delta_pnl
1769,11.528602150537608,164.61336842105246,-187.12263157894722
1770,-583.5804807692309,189.97726315789455,-246.4517894736842
1771,-118.0728723404254,-337.54094736842126,37.254105263157975
1772,277.62885057471266,244.0181052631578,-146.79473684210524
1773,-36.81962962962967,-382.82757894736835,-138.22926315789474
1774,-558.9144761904762,276.4196842105263,-282.6355789473685
1775,-393.04244444444436,-460.91368421052624,109.06757894736846
1776,-48.73043478260873,-872.9676842105263,-511.97978947368415
1777,-15.392446808510568,-622.5123157894736,-815.2033684210527
1778,-338.05638095238095,-487.79178947368416,-145.28726315789476
1779,-178.28090909090906,-18.645473684210472,-814.9493684210526
1780,-270.58746987951804,-356.74968421052625,-972.1942105263157
1781,-140.05845360824745,-491.1749473684209,-602.7074736842104
1782,-509.4429591836735,5.273894736842033,55.44778947368422
1783,-218.7116981132074,262.4477894736843,-489.589052631579
1784,127.46092783505155,262.260842105263,91.51452631578941
1785,7.176632653061298,-169.15294736842108,-102.56463157894724
1786,-745.1077450980396,-33.68715789473681,-723.2701052631579
1787,-190.78064516129024,120.07989473684192,-597.1095789473685
1788,244.25088235294132,223.72578947368433,-233.9358947368421
1789,-36.57130000000001,-322.12726315789484,-77.81705263157895
1790,-697.5161999999999,-675.8270526315789,-235.08842105263147
1791,-596.115,-96.51273684210531,-121.68231578947368
1792,-645.4136559139787,-426.55852631578944,-242.6021052631578
1793,-249.82249999999993,-71.14494736842101,-148.09968421052636
1794,-321.5990109890108,-152.09115789473685,-335.05347368421064
1795,-589.405631067961,-644.3237894736842,55.872210526315854
1796,-462.31148148148145,-165.71378947368416,-552.738947368421
1797,-193.08191919191927,128.14536842105264,-763.2349473684211
1798,-241.83836734693878,-149.9336842105265,-224.9898947368421
1799,-235.76217391304334,-81.51831578947375,-139.06042105263157
1800,-16.321100917431117,-321.3619999999999,-196.69421052631577
1801,-504.21087912087916,-62.540631578947384,-333.8547368421052
1802,-525.063085106383,133.93547368421054,-182.49021052631562
1803,-801.6791549295776,-388.98915789473676,-648.8188421052632
1804,-1057.0046391752578,-61.034526315789506,4.590947368421033
1805,-380.1064705882353,-39.915999999999976,-405.432
1806,-934.8880851063831,-277.2741052631577,-825.717789473684
1807,6.23723404255305,232.85294736842096,-366.7366315789474
1808,-279.44425287356324,97.11757894736846,-808.8836842105263
1809,-1030.7032323232322,-101.69452631578949,-68.20989473684207
1810,-35.34010416666672,-569.3426315789471,-43.881473684210505
1811,-672.4818823529413,59.573578947368276,-312.65136842105255
1812,-480.1309734513273,-873.0242105263159,-179.65063157894738
1813,222.92391752577325,-915.5668421052634,242.126947368421
1814,-1120.917553191489,-222.3502105263158,-261.5674736842106
1815,-1366.3738613861385,-344.9567368421051,34.64231578947359
1816,128.75399999999993,-585.1351578947368,172.5457894736842
1817,-569.3542,-245.49778947368418,-446.488105263158
1818,96.29891566265053,-230.48294736842104,-478.3089473684211
1819,348.16040404040393,-781.7320000000001,-293.48052631578946
1820,-807.540752688172,-173.1225263157894,-234.69947368421043
1821,0.6362499999998783,-175.00389473684214,-102.50505263157909
1822,299.0434939759036,-714.297157894737,-801.6747368421053
1823,-487.8792523364485,82.74042105263156,-260.20936842105255
1824,138.13882978723407,-114.93063157894728,-334.2370526315789
1825,547.7118584070795,254.6932631578949,-37.606421052631525
1826,-532.4062999999999,-466.912947368421,227.91010526315773
1827,314.4936144578313,-1189.1348421052633,-739.2059999999999
1828,-177.8444554455446,-321.0201052631578,-335.8658947368421
1829,-368.021649484536,-310.6345263157894,-383.38673684210517
1830,-439.9871111111112,338.71347368421056,-3.653684210526352
1831,-34.14755555555557,67.21999999999998,-63.1276842105263
1832,-958.528202247191,-748.1525263157894,90.35147368421052
1833,-308.21340206185573,-135.146210526316,-58.803578947368365
1834,428.6439130434782,81.8185263157895,105.94389473684205
1835,-187.24611764705892,-915.7584210526314,38.36526315789473
1836,-26.50228260869556,-46.02336842105259,46.220631578947426
1837,-323.91078947368425,200.84410526315776,266.1044210526315
1838,-343.2843181818183,-146.5597894736842,91.26052631578936
1839,-292.85277777777776,71.7670526315789,-255.69494736842105
1840,-18.77615384615391,31.39094736842103,-15.914631578947477
1841,-809.7738947368418,295.3147368421053,-568.3996842105262
1842,-231.20752380952385,-879.4661052631576,-664.2741052631579
1843,-229.29811111111104,-153.90852631578946,-500.025052631579
1844,-125.46765957446806,93.8815789473685,212.1152631578947
1845,-847.1753846153847,228.40063157894735,-997.0742105263159
1846,-478.14865979381443,203.15526315789458,-46.53378947368415
1847,453.8379611650485,-1153.0253684210527,-493.6893684210528
1848,-13.765399999999985,-274.2122105263158,-416.90052631578965
1849,-97.03235294117647,233.92031578947365,-690.3753684210528
1850,-539.9683695652175,-22.051368421052604,-737.3702105263154
1851,-379.70684782608686,294.24147368421046,212.10273684210514
1852,-296.38139784946236,-339.773894736842,66.79168421052634
1853,-95.0859493670886,348.1975789473684,178.75484210526312
1854,-646.6026136363636,3.731263157894856,-212.4255789473685
1855,-774.5304819277109,49.58410526315788,-66.42663157894746
1856,211.9212371134021,-185.00694736842118,-188.848105263158
1857,-310.8133333333332,-319.98747368421044,-1504.1165263157895
1858,-101.7618390804598,-51.158105263157786,-744.3321052631579
1859,-231.5097727272728,290.68768421052613,-80.84726315789476
1860,-616.3286363636363,-439.829157894737,-414.18031578947364
1861,-684.1119791666666,-920.2594736842103,-586.0707368421052
1862,-466.78343137254905,95.62568421052629,-351.5267368421053
1863,-809.9412359550561,-61.592421052631536,227.8977894736842
1864,-161.7500943396227,-5.649157894736859,457.38168421052626
1865,-79.18541176470589,-201.60210526315785,13.372842105263171
1866,-259.21319148936163,-464.23936842105263,-525.7962105263158
1867,-280.9901234567902,-609.8772631578948,-90.44536842105266
1868,-639.4425773195875,206.8642105263159,153.49621052631574
1869,-621.5238372093023,-39.615368421052544,115.51357894736832
1870,-722.3000000000002,-57.10684210526315,221.51568421052644
1871,10.262083333333294,205.1551578947369,-544.5506315789472
1872,-3.4942105263157965,-334.5659999999999,-1022.6570526315787
1873,-136.45725274725268,164.8193684210526,-340.89515789473677
1874,262.4540776699028,-116.59389473684199,-577.5149473684211
1875,182.6324719101124,160.18684210526314,325.7498947368421
1876,-147.0382222222224,150.48621052631574,109.61294736842103
1877,-181.00430379746822,-263.4495789473684,-591.7599999999999
1878,-478.0282978723406,-287.4695789473683,-798.800105263158
1879,-450.4147422680411,-96.12673684210516,61.20105263157893
1880,-716.135744680851,-628.3767368421052,-21.777789473684162
1881,-515.5306194690266,54.21705263157897,-356.30263157894746
1882,186.11012048192765,-271.2440000000001,-1101.5186315789472
1883,-232.04947368421057,-236.32231578947378,-459.8928421052631
1884,-21.208686868686904,-210.1699999999999,-230.1206315789474
1885,-775.7836000000002,-298.2655789473683,-49.802315789473646
1886,-476.18531249999995,87.52168421052649,-41.3724210526316
1887,-641.2176190476191,-153.29157894736852,-309.1399999999998
1888,-24.231772151898763,171.53821052631577,-34.90389473684217
1889,-614.7659433962265,-557.0714736842103,-355.0884210526316
1890,-289.62179999999995,0.35610526315793406,-17.48052631578947
1891,74.49224489795915,295.86663157894736,-128.2430526315789
1892,-835.2089473684211,405.6993684210525,65.60663157894741
1893,2.411376146789001,-878.3274736842105,-376.17178947368416
1894,343.76091836734685,70.29105263157886,-571.8123157894737
1895,-1.5072999999999614,-89.43536842105259,7.239894736842098
1896,-259.1405050505051,291.5693684210526,-166.3523157894737
1897,-127.03604166666658,-407.9917894736843,-245.6411578947368
1898,-282.9936842105262,181.44031578947366,-532.5964210526316
1899,-152.2061290322579,-420.1095789473684,-393.040105263158
1900,182.03637362637352,-554.507789473684,60.41336842105248
1901,-460.46733333333344,-156.18821052631583,-404.749052631579
1902,-74.54833333333326,-66.12715789473685,-399.1326315789473
1903,-149.90632183908053,200.19631578947374,-531.7653684210527
1904,254.76385416666665,31.201894736841993,-673.9078947368419
1905,79.2779047619049,-1003.8660000000001,30.27726315789465
1906,341.23244897959177,-124.1126315789474,-528.8407368421053
1907,-876.1002325581396,-253.4095789473685,-205.2464210526316
1908,255.33218390804586,196.46757894736834,-267.31126315789476
1909,-451.37057142857134,-88.34073684210517,-453.0331578947368
1910,-448.42494117647044,-589.4082105263158,-160.24400000000003
1911,-502.45042553191496,62.259684210526224,-296.40073684210535
1912,19.473431372549086,341.18357894736823,-650.4374736842107
1913,-516.8406862745098,-269.44610526315796,-494.0305263157894
1914,-233.8904166666667,-667.5889473684209,-46.93431578947358
1915,-277.6319318181818,-228.946947368421,-40.42578947368416
1916,-258.8510476190475,-26.010736842105164,38.09494736842096
1917,-409.5060824742268,-496.2113684210523,-354.8408421052631
1918,-279.01230769230773,233.9683157894735,-223.14326315789475
1919,-300.172429906542,-233.8907368421053,-304.6061052631579
1920,-109.53039215686282,-432.76168421052625,-812.9060000000001
1921,-85.54547826086954,-192.886105263158,-365.5518947368421
1922,-351.65530864197535,-239.10578947368433,232.046842105263
1923,-834.1943820224722,-165.03368421052622,263.2067368421052
1924,-187.5501030927835,-478.0661052631577,257.9550526315789
1925,-7.062417582417639,-704.3206315789474,-61.02821052631573
1926,-451.8104210526316,-433.5295789473683,-641.6867368421053
1927,383.49370786516846,431.48873684210514,-76.74494736842097
1928,-266.2577551020408,-802.5184210526314,-104.37231578947366
1929,-45.74591397849462,-410.10200000000003,-27.694210526315832
1930,-52.948229166666614,155.25210526315792,-386.12894736842105
1931,-621.8388095238096,188.6996842105263,70.20673684210519
1932,-717.4888659793814,498.7967368421051,82.32968421052617
1933,-331.41981308411215,-13.465789473684225,-268.8262105263159
1934,81.33307692307704,-318.79642105263156,224.1641052631579
1935,-338.84313953488373,364.1916842105264,184.7741052631579
1936,-562.2182474226804,-10.275157894736875,-446.9032631578947
1937,38.65906976744181,331.32210526315794,-413.3860000000001
1938,35.93802083333327,260.27926315789466,-256.0501052631579
1939,-480.4512765957447,33.570000000000086,-568.3609473684209
1940,-441.10488095238117,107.39410526315784,-628.303894736842
1941,-154.3184313725491,-135.88410526315795,386.0948421052631
1942,158.6506666666665,85.06705263157887,46.28494736842098
1943,-618.5146874999999,-553.2716842105262,29.39926315789469
1944,-570.1245098039216,310.0382105263156,-20.966421052631578
1945,158.31090909090906,84.59894736842107,-568.1677894736844
1946,339.11430000000007,-91.25273684210516,-49.30189473684209
1947,-761.930224719101,-655.882,-33.91589473684221
1948,247.2349999999999,-1029.734736842105,136.66452631578943
1949,-799.1242857142857,-86.09600000000003,-487.37968421052636
1950,-842.6561956521737,-426.2732631578946,-472.84168421052624
1951,128.9401234567901,-206.9995789473683,-45.45842105263157
1952,-326.70525000000004,133.48494736842107,269.7114736842105
1953,0.11599999999999619,-176.98915789473673,1.7634736842105445
1954,-484.80473118279565,-396.37210526315795,143.74199999999996
1955,-445.74291666666676,-509.9941052631578,-140.45442105263152
1956,-26.71799999999996,-150.4985263157894,-138.2732631578948
1957,178.77978021978006,-305.7410526315791,251.68863157894745
1958,-511.3965333333333,-125.18989473684204,117.3801052631579
1959,31.396078431372587,-250.25347368421063,-816.8966315789474
1960,-771.5529545454546,-876.2271578947366,-245.84305263157896
1961,338.1785294117646,-230.78873684210527,-747.6173684210524
1962,-451.28144578313254,56.044105263157945,52.43063157894735
1963,137.60593749999992,-289.7964210526317,-277.59073684210523
1964,-993.9524742268039,-480.02084210526334,-757.1170526315789
1965,-239.5993684210526,198.412105263158,-143.9206315789473
1966,-375.51162162162166,-46.64115789473683,-5.464947368421087
1967,-105.61640449438207,-513.5985263157893,-226.24589473684216
1968,110.73602040816314,-27.234631578947422,-96.12273684210523
1969,73.60761904761904,170.01694736842123,122.75736842105256
1970,123.72399999999993,-703.9892631578946,-722.3631578947367
1971,-335.7816494845361,-297.7826315789475,355.1831578947367
1972,-123.28009803921543,-396.54599999999994,-278.52442105263157
1973,186.40796116504856,-960.6927368421054,134.28115789473674
1974,-928.2922471910111,-533.4792631578946,-625.7589473684211
1975,-471.9542105263159,460.91042105263153,143.06599999999997
1976,-451.5142592592591,275.89399999999995,-830.6422105263159
1977,284.943,-41.099052631578964,215.0670526315789
1978,285.91853658536587,-385.51147368421056,168.19063157894735
1979,-248.80555555555554,-312.19884210526305,21.534736842105293
1980,-272.37375,-352.16957894736834,-219.26231578947372
1981,-274.3106249999999,51.50273684210532,-1294.9806315789472
1982,-561.9410309278351,-469.46273684210524,262.1866315789473
1983,-80.07599999999996,-1010.3681052631579,-150.67936842105263
1984,-283.61576086956524,262.5706315789473,-323.1763157894736
1985,273.3540860215053,158.6781052631579,36.95147368421056
1986,-277.0624675324676,276.4657894736842,48.56147368421051
1987,229.23676767676773,43.10884210526305,-381.0349473684211
1988,-630.2250000000001,-392.0564210526314,212.22210526315803
1989,-28.749999999999954,-255.00157894736836,264.7036842105262
1990,313.7551685393258,160.6617894736842,103.74442105263154
1991,-99.41785714285723,-741.3218947368423,-286.90705263157895
1992,-776.3871794871795,-58.54000000000013,-105.10463157894738
1993,-520.8222448979593,54.72768421052623,-156.66936842105267
1994,194.5008988764045,-878.8221052631578,-735.2870526315788
1995,-313.39523809523814,-203.33084210526323,-70.47421052631584
1996,-770.2077083333334,62.38526315789482,-192.15042105263143
1997,287.78680851063825,-163.4887368421052,-482.167052631579
1998,265.6655882352942,-301.0184210526315,-1225.1791578947368
1999,85.76726027397257,-202.6501052631578,-425.3776842105263
2000,-696.074105263158,-1121.0357894736842,-190.5756842105264
2001,159.5472043010753,-202.15915789473684,116.68210526315785
2002,-361.5803960396041,-37.80631578947376,73.26136842105257
2003,-462.5576136363636,-434.1898947368421,-595.5528421052634
2004,-197.75921348314606,-137.04799999999994,347.438947368421
2005,-188.59160000000008,-58.41557894736833,-199.04442105263163
2006,262.48731958762886,-164.2052631578948,326.1474736842106
2007,-588.7271844660196,-961.3806315789473,-790.5741052631578
2008,-440.1360000000001,-104.40757894736832,-455.036105263158
2009,87.65600000000005,-220.35768421052654,149.4331578947368
2010,-116.74560439560437,167.77694736842113,68.04452631578937
2011,-791.8107526881721,-620.7536842105263,-308.4291578947368
2012,-184.78196261682245,-147.93652631578954,-483.67231578947366
2013,-1203.6476842105262,-735.3297894736837,78.86757894736836
2014,104.741264367816,64.42200000000007,-1.477263157894755
2015,-191.83459459459456,135.473789473684,-226.17536842105258
2016,-518.5033009708737,-351.4401052631578,107.40136842105264
2017,-28.420754716981094,162.31621052631579,-559.5392631578947
2018,-357.97226190476187,-200.25831578947364,-842.8418947368419
2019,-516.8874000000001,163.36999999999995,-387.77905263157896
2020,-1107.3154347826087,-10.848210526315734,-702.7007368421051
2021,-553.0347169811322,287.9618947368421,-986.2351578947365
2022,47.73584905660388,244.4805263157894,-291.88578947368416
2023,-360.9044047619048,110.65200000000006,-514.2536842105263
2024,-458.0203157894738,-57.883894736842215,256.10494736842105
2025,-413.74758241758235,-87.91399999999996,63.07536842105261
2026,-13.279479166666798,-755.1378947368422,256.8309473684211
2027,-527.2586206896551,-8.78157894736847,52.973368421052655
2028,-470.40010101010114,-135.84810526315775,-595.6269473684212
2029,13.945145631067955,538.3333684210526,-34.33694736842106
2030,-461.32801801801793,219.75168421052638,-392.14431578947375
2031,300.6727380952381,-270.36315789473673,-62.202736842105296
2032,-213.78744186046512,-559.8136842105265,-269.6207368421052
2033,176.4880612244897,-12.003789473684265,87.2736842105264
2034,-352.71166666666664,-603.9705263157896,-453.317894736842
2035,-39.260105263157946,-433.90610526315794,399.49831578947374
2036,-58.043370786516874,341.4752631578945,-373.8305263157897
2037,-45.43494949494956,-150.45242105263162,-223.82547368421046
2038,124.45278350515468,314.6993684210526,56.656105263157926
2039,-1224.778396226415,217.87863157894728,-34.25305263157894
2040,-361.77423913043475,-277.6063157894737,-129.7334736842106
2041,-126.39047169811309,-505.77968421052634,201.88189473684204
2042,-246.73142857142838,108.8397894736841,-542.181894736842
2043,-751.2054736842102,-336.95452631578945,-539.878736842105
2044,-86.15112244897965,-1110.6293684210525,-594.4696842105265
2045,-27.121121495327017,-555.3137894736842,122.96189473684211
2046,-467.69428571428574,-271.14000000000004,-43.89463157894743
2047,267.0404301075268,-156.92473684210506,35.834421052631534
2048,-480.53865853658533,-424.22610526315793,144.46094736842105
2049,-81.87155555555559,16.11747368421054,-136.83389473684215
2050,-651.5195454545453,-416.21115789473674,-558.8886315789475
2051,-44.16340206185566,26.521157894736948,-879.5863157894734
2052,-180.14551724137925,-25.36810526315788,-282.00610526315785
2053,-462.8548421052632,47.60536842105262,-565.6340000000001
2054,153.84940000000014,222.993894736842,298.95294736842106
2055,-301.30615384615385,183.45494736842107,-338.9362105263158
2056,-673.0250602409639,-40.80399999999996,-243.32673684210528
2057,67.89009900990104,-240.45357894736838,-92.65894736842105
2058,-182.69493670886072,-474.01094736842106,-191.50157894736856
2059,-281.91128712871284,-190.17863157894735,-723.2225263157894
2060,-451.26408163265296,-153.77621052631585,-228.03557894736855
2061,-153.12155555555555,-6.874421052631505,22.308631578947367
2062,-116.44252525252529,-637.1076842105263,-156.65757894736842
2063,-950.9421649484538,-29.743368421052697,-120.52757894736853
2064,3.443939393939409,-522.2006315789474,61.24305263157894
2065,-289.31107843137255,199.26526315789462,-323.12778947368423
2066,-227.4265979381443,6.808105263157976,-1083.1225263157894
2067,-478.0282978723405,-92.30410526315792,-105.05578947368423
2068,-677.1112631578948,-29.032210526315783,-474.723052631579
2069,-246.13372340425528,-246.67242105263156,151.46452631578947
2070,-527.0549484536083,348.6093684210525,96.17284210526316
2071,-193.17619565217387,-437.868105263158,-1151.2581052631576
2072,-371.71333333333337,300.026842105263,-1094.9015789473683
2073,-238.21279069767445,318.69052631578955,-405.01410526315794
2074,-808.1812037037037,-167.72926315789476,-128.866947368421
2075,-664.7601086956522,-468.0347368421052,-1301.1264210526315
2076,283.2193902439024,-343.1168421052629,-404.59031578947355
2077,246.93490000000003,142.08800000000002,-553.9072631578949
2078,-212.63053191489365,-1094.4892631578944,-644.4533684210526
2079,-596.9770833333333,79.94031578947379,-709.1324210526316
2080,54.815053763440844,-57.505578947368335,-394.8593684210528
2081,-241.30654761904756,-365.2428421052632,-125.23326315789475
2082,-228.43854166666688,-173.07157894736838,95.88315789473688
2083,111.11551020408159,-248.47526315789463,5.934631578947308
2084,-582.8202469135804,157.48084210526298,-788.5206315789472
2085,-453.6423584905659,214.55231578947365,-468.51705263157885
2086,-457.31589473684215,-416.2506315789473,104.48084210526319
2087,-582.7046666666668,-63.398631578947445,-829.335052631579
2088,-462.5223333333333,-47.21852631578951,-215.18599999999998
2089,-101.3588073394494,-178.65200000000002,30.53978947368421
2090,-34.72019801980203,-218.61157894736837,16.204736842105298
2091,-318.7864,12.064421052631596,24.058315789473664
2092,320.97737864077664,406.7106315789474,-681.5604210526317
2093,-526.0046666666668,-398.29515789473675,-307.0468421052632
2094,-783.5135185185186,-13.511894736842128,-314.5592631578947
2095,-668.3996874999999,-65.95042105263157,94.59547368421055
2096,-236.263076923077,424.95231578947363,-385.66084210526304
2097,-89.67145833333335,19.622631578947395,-195.41073684210522
2098,-66.85706521739138,-294.3632631578947,-238.94157894736836
2099,-213.3940206185567,-750.9112631578945,-2.08947368421059
2100,47.92080808080805,212.294,-248.61031578947373
2101,-829.7615957446808,186.06947368421044,-450.5311578947371
2102,-235.66604166666653,138.7315789473686,-137.49736842105264
2103,-23.886494845360833,-545.852842105263,336.34073684210534
2104,150.49738317757004,-363.70389473684213,-763.0234736842107
2105,-919.0653684210525,-465.64810526315773,-309.3145263157896
2106,-302.87195652173904,320.8503157894736,-19.62484210526323
2107,-412.0927722772278,45.26610526315789,-295.92410526315786
2108,-919.8347916666668,331.6306315789472,132.92673684210527
2109,-415.8292045454545,-89.96010526315798,-25.00463157894748
2110,-21.85804878048779,354.6462105263157,-443.1583157894737
2111,238.96593023255812,129.81473684210525,-148.77178947368415
2112,191.8775247524752,-633.2797894736846,34.2027368421053
2113,-413.0895999999999,176.93357894736843,86.5542105263158
2114,190.44904761904752,-1279.6610526315787,-1.277789473684164
2115,225.3885416666666,-333.80147368421046,-114.48147368421054
2116,-170.8077777777779,-102.64547368421047,51.33326315789479
2117,-324.9672413793104,-604.3951578947368,-238.48199999999997
2118,117.6210999999999,-1169.1294736842106,-70.1978947368421
2119,-289.1061111111111,-218.95705263157913,-485.36747368421055
2120,-236.32617021276604,-658.9029473684213,61.7465263157895
2121,-542.9154022988506,523.1299999999999,-486.65052631578925
2122,-599.4464210526316,-381.23094736842125,-432.11999999999995
2123,-242.03431818181818,134.78652631578947,32.186631578947264
2124,-988.1860396039605,-321.2756842105263,-199.98789473684207
2125,129.48186813186803,-430.14821052631595,-109.74736842105256
2126,-321.50709677419377,-164.68442105263156,-93.37515789473699
2127,215.21169999999992,-402.4493684210527,-381.23789473684207
2128,-106.21166666666667,-787.1465263157897,123.14863157894737
2129,251.215,-701.5575789473685,-948.2665263157894
2130,-327.9928813559321,-653.377894736842,39.41157894736845
2131,-768.2106862745098,354.29705263157905,42.73842105263143
2132,-397.36801886792466,-123.7155789473683,36.25494736842107
2133,-726.1072477064221,-571.7084210526315,181.5650526315788
2134,-201.96935185185183,-544.7460000000002,-712.0408421052631
2135,-572.1775789473684,-446.1009473684211,-114.16831578947367
2136,-5.2750574712644545,-215.83957894736832,-536.5998947368421
2137,-589.0172549019609,-147.29347368421045,-969.6941052631578
2138,-577.7944036697247,-327.96989473684204,-79.59368421052638
2139,-264.32630630630626,-67.93273684210523,-296.45989473684205
2140,-1074.1038392857142,-627.4069473684211,-742.7314736842105
2141,277.9446153846154,-263.34147368421065,-356.6730526315789
2142,415.6075000000001,-355.1268421052633,-873.747263157895
2143,245.7781111111111,-543.8571578947369,227.30726315789454
2144,-287.7431132075472,-47.696000000000076,-1057.6292631578951
2145,37.609175257731856,-147.0576842105263,-597.6786315789474
2146,59.819574468085115,-501.2627368421052,-432.0965263157894
2147,-354.0309195402299,-582.5348421052631,316.07189473684195
2148,-313.92811111111115,161.35021052631586,92.3510526315789
2149,306.28623762376236,218.19315789473683,66.93147368421057
2150,10.347215189873332,225.1877894736841,-39.77231578947363
2151,255.91864077669908,-321.0972631578948,-420.8749473684211
2152,-953.8344943820224,-297.9689473684211,-200.93273684210536
2153,121.88047619047599,-191.81221052631582,-497.40073684210523
2154,-139.60641509433958,35.79578947368429,-300.2173684210526
2155,-429.247415730337,-478.2336842105263,-175.55084210526317
2156,-545.5236274509804,75.35368421052627,-138.55705263157896
2157,276.01879629629633,114.82999999999987,-136.18336842105256
2158,194.94222222222217,267.0093684210527,-549.7321052631579
2159,-629.3874999999999,-180.8777894736841,237.82873684210517
2160,-182.20555555555572,-607.637789473684,-234.1853684210526
2161,28.83301075268819,-277.22726315789475,41.74610526315792
2162,-269.8456756756755,-425.04778947368413,-612.0373684210526
2163,-253.09670329670337,326.4090526315789,-519.4098947368423
2164,209.5057954545454,-40.82378947368422,-427.58915789473673
2165,-38.873047619047625,322.45915789473696,-112.16326315789483
2166,-502.1137037037036,174.90757894736842,-160.82326315789473
2167,110.77836363636365,269.10021052631583,-44.08957894736848
2168,-156.07089887640456,-48.63557894736851,-115.47631578947365
2169,-57.860306122448975,376.2781052631578,248.16052631578938
2170,-580.0918604651164,24.671684210526347,-816.574315789474
2171,-239.17164948453615,-186.18273684210527,163.1535789473683
2172,-239.71019230769227,-131.17063157894742,-161.59926315789474
2173,-292.1888990825688,161.16442105263164,-845.0897894736842
2174,225.99764044943822,25.606842105263194,-92.69389473684217
2175,-347.00236559139796,62.510736842105345,306.95494736842096
2176,-591.5496739130434,163.48305263157891,-750.4525263157893
2177,-182.46528089887641,-108.86736842105257,-133.94157894736838
2178,-114.87505882352934,-423.261894736842,-233.28242105263155
2179,-383.58880000000005,358.40578947368425,-731.9043157894737
2180,-334.0070329670327,-255.70957894736853,-424.26336842105246
2181,-1305.3869696969696,13.507473684210398,-346.23084210526326
2182,-900.725119047619,6.541894736842137,-319.965052631579
2183,-598.602,202.72610526315785,-546.5507368421053
2184,-336.5045192307693,-638.7092631578948,-331.6859999999999
2185,-473.3586734693878,-18.840000000000032,-264.03115789473685
2186,-195.29298850574705,-149.4006315789474,-672.7846315789473
2187,-697.3011702127661,92.20726315789463,-247.95347368421048
2188,-932.4596999999998,14.50663157894727,428.53242105263155
2189,95.71525252525254,-276.91052631578935,112.75621052631581
2190,-392.4526530612244,-730.8851578947368,-419.5088421052633
2191,-509.92217821782185,127.15968421052627,-25.492210526315816
2192,219.97128712871296,192.97326315789456,292.81505263157896
2193,203.15466666666651,-23.560421052631693,197.31105263157883
2194,158.1259259259258,-478.25726315789467,-84.66831578947364
2195,169.20392156862738,-396.7862105263158,-108.81526315789469
2196,-358.2102173913044,-348.1253684210526,-271.09999999999997
2197,-131.80224489795913,-760.9035789473685,-104.45463157894736
2198,70.63232876712324,475.56284210526286,-131.11189473684203
2199,-1013.3644444444444,130.83000000000004,-1055.9803157894737
2200,-963.2044660194175,-38.271894736842114,218.48957894736833
2201,-324.0711818181817,-335.1715789473683,-448.95547368421074
2202,-952.1396551724138,123.81757894736845,68.84168421052625
2203,-326.47734693877544,-250.57873684210514,-216.33842105263147
2204,-199.29079207920788,-113.68536842105264,-892.0373684210526
2205,-130.16757894736847,-237.26610526315784,0.08105263157892825
2206,-78.38940594059413,-23.435368421052445,-16.047263157894786
2207,-297.1288372093023,-555.8151578947368,-85.41578947368433
2208,107.23518518518513,-22.522842105263265,-535.866
2209,217.3283505154639,251.7342105263158,-306.54463157894736
2210,-180.42838709677412,166.71284210526295,27.600210526315756
2211,-330.7051612903226,307.78968421052645,-890.6218947368423
2212,-693.6242,5.061578947368399,139.35242105263163
2213,177.71787234042552,-39.44084210526315,-107.34052631578942
2214,-800.3306122448979,-223.44378947368423,37.9865263157895
2215,-534.0854639175257,247.20252631578938,245.46284210526312
2216,57.856404494382055,-124.84673684210529,-581.2388421052633
2217,-628.4154736842105,-754.4464210526316,-250.56778947368417
2218,258.71152380952384,-1200.7290526315792,22.23042105263163
2219,55.12373831775702,-457.61831578947357,234.9049473684211
2220,-589.5490384615384,20.050736842105245,-146.83842105263156
2221,-381.1734090909091,21.091578947368532,46.49063157894728
2222,-1038.21225,20.116631578947324,-298.72768421052626
2223,-290.8435789473685,-183.66021052631575,-496.31273684210527
2224,359.3276666666667,-277.8995789473684,378.19505263157885
2225,-126.9611956521739,-680.9567368421052,-607.404947368421
2226,50.940606060605965,-177.2986315789474,239.72536842105268
2227,100.61079207920785,-443.4837894736843,-582.4541052631578
2228,-904.1744036697247,190.10410526315786,-237.44589473684206
2229,-417.111875,-613.1957894736842,-180.8463157894737
2230,30.155543478260853,-414.38726315789467,-440.8979999999999
2231,-111.8565,-106.65084210526335,-189.99694736842096
2232,234.92912087912086,-364.62336842105265,-28.193999999999917
2233,-154.1536363636364,-108.63494736842105,-260.17231578947377
2234,-325.4197701149427,-581.1322105263157,-71.57431578947364
2235,-360.6234782608695,-634.1741052631578,-518.3490526315791
2236,-24.108571428571448,-49.41505263157891,10.305052631578924
2237,-203.68767676767672,-141.9914736842107,-361.4114736842105
2238,-162.07926315789467,183.53778947368406,-54.898736842105215
2239,-83.19257425742576,-64.8025263157895,-152.64021052631577
2240,86.77708333333332,110.35936842105266,-493.75010526315776
2241,-493.025,92.3458947368421,-717.4523157894737
2242,-549.5019565217392,484.78536842105274,-734.1365263157895
2243,-223.10184782608687,122.15336842105269,-29.67905263157897
2244,-46.114300000000014,-479.5072631578948,-207.43431578947363
2245,-403.59919540229873,346.46010526315774,-281.7756842105263
2246,-225.58591836734692,206.4219999999999,241.68989473684218
2247,29.279518072289143,-902.7032631578948,-252.92863157894732
2248,-63.762545454545354,-35.698631578947264,16.254526315789562
2249,-61.66510638297878,-690.3654736842102,-67.88431578947359
