trade_id,strategy_id,symbol,scenario,window_id,entry_ts,exit_ts,entry_price,exit_price,side,qty,notional,gross_pnl,net_pnl,fees_total,return_pct,bars_held,days_held,mfe_pct,mae_pct,entry_reason,exit_reason,entry_regime,exit_regime,holding_regime_mode,worst_regime,n_buy_fills,n_sell_fills
V10_harsh_11,V10,BTCUSDT,harsh,FULL,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,10244.81,9812.88,LONG,2.10597173,21575.27,-877.26,-940.63,63.36,-4.2161,44,7.17,1.9913,5.7767,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,3,1
V10_harsh_12,V10,BTCUSDT,harsh,FULL,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,10155.66,9692.5,LONG,1.31867125,13391.98,-590.67,-629.93,39.26,-4.5606,25,4.0,1.2342,5.4321,vdo_trend_accel,emergency_dd,CHOP,BULL,CHOP,CHOP,2,1
V10_harsh_13,V10,BTCUSDT,harsh,FULL,2019-09-26T00:00:00Z,2019-11-01T04:00:00Z,8262.92,9055.06,LONG,2.38857939,19736.64,1921.69,1859.64,62.05,9.5867,218,36.17,25.5004,11.6535,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,SHOCK,4,1
V10_harsh_14,V10,BTCUSDT,harsh,FULL,2019-11-02T00:00:00Z,2019-11-15T16:00:00Z,9276.33,8470.97,LONG,2.08653953,19355.44,-1651.39,-1706.93,55.55,-8.6819,83,13.67,2.5586,9.447,vdo_trend,emergency_dd,BULL,NEUTRAL,BULL,NEUTRAL,4,1
V10_harsh_15,V10,BTCUSDT,harsh,FULL,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,8490.49,7623.8,LONG,0.84451282,7170.33,-721.18,-741.59,20.41,-10.2078,28,4.5,1.702,11.6659,vdo_trend_accel,emergency_dd,NEUTRAL,CHOP,NEUTRAL,CHOP,1,1
V10_harsh_16,V10,BTCUSDT,harsh,FULL,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,9171.54,9736.17,LONG,1.95323551,17914.18,1129.72,1074.32,55.4,6.1563,184,30.5,14.4846,10.1787,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,NEUTRAL,14,1
V10_harsh_17,V10,BTCUSDT,harsh,FULL,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,9829.72,9138.93,LONG,2.10893083,20730.2,-1425.72,-1485.73,60.01,-7.0275,47,7.67,4.2756,7.4033,vdo_trend_accel,emergency_dd,BULL,TOPPING,BULL,TOPPING,5,1
V10_harsh_18,V10,BTCUSDT,harsh,FULL,2020-02-29T00:00:00Z,2020-03-08T12:00:00Z,8702.66,8732.56,LONG,2.11415389,18398.77,90.81,35.52,55.29,0.3435,52,8.5,5.5769,4.3856,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,8,1
V10_harsh_19,V10,BTCUSDT,harsh,FULL,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,7935.52,7384.73,LONG,1.31226623,10413.52,-707.17,-737.32,30.16,-6.9409,8,1.17,0.5605,30.0613,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,2,1
V10_harsh_20,V10,BTCUSDT,harsh,FULL,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,9182.43,8614.11,LONG,0.17914939,1645.03,-99.35,-104.13,4.78,-6.1892,54,8.83,9.6333,11.6029,vdo_trend,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,2,1
V10_harsh_21,V10,BTCUSDT,harsh,FULL,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,9712.18,8709.42,LONG,1.57370251,15284.08,-1555.11,-1598.6,43.49,-10.3247,45,7.33,2.4487,11.0115,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
V10_harsh_22,V10,BTCUSDT,harsh,FULL,2020-05-26T08:00:00Z,2020-06-04T08:00:00Z,9121.64,9639.94,LONG,1.7719403,16163.01,942.64,892.77,49.87,5.6821,55,9.0,13.7953,4.6225,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,8,1
V10_harsh_23,V10,BTCUSDT,harsh,FULL,2020-06-05T00:00:00Z,2020-06-27T20:00:00Z,9632.36,8928.51,LONG,1.78119657,17157.13,-1227.95,-1277.54,49.59,-7.3071,138,22.83,3.7411,8.2987,vdo_trend_accel,emergency_dd,BULL,CHOP,CHOP,CHOP,7,1
V10_harsh_24,V10,BTCUSDT,harsh,FULL,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,9185.83,11060.29,LONG,1.68933002,15517.89,3189.87,3138.57,51.3,20.4061,206,34.17,31.9801,3.1875,vdo_trend_accel,trailing_stop,CHOP,BULL,TOPPING,SHOCK,7,1
V10_harsh_25,V10,BTCUSDT,harsh,FULL,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,11897.63,11519.7,LONG,1.50226462,17873.38,-540.93,-593.7,52.77,-3.1765,72,11.83,4.794,6.4939,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,5,1
V10_harsh_26,V10,BTCUSDT,harsh,FULL,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,11701.34,10659.61,LONG,1.53564421,17969.1,-1572.78,-1624.28,51.51,-8.9027,71,11.67,2.9869,10.6086,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,1
V10_harsh_27,V10,BTCUSDT,harsh,FULL,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,10250.81,10408.35,LONG,1.5913314,16312.43,275.18,225.87,49.31,1.5369,93,15.33,9.0625,3.91,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,1
V10_harsh_28,V10,BTCUSDT,harsh,FULL,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,10734.25,13125.73,LONG,1.57904452,16949.85,3801.69,3745.18,56.51,22.2791,199,33.0,29.1146,3.356,vdo_trend,trailing_stop,CHOP,BULL,BULL,CHOP,6,1
V10_harsh_29,V10,BTCUSDT,harsh,FULL,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,13911.86,17593.31,LONG,1.46407462,20368.0,5420.47,5351.28,69.19,26.4627,157,26.0,40.0547,5.1525,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,1
V10_harsh_30,V10,BTCUSDT,harsh,FULL,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,18132.8,18305.79,LONG,1.41615905,25678.93,283.5,206.1,77.4,0.954,64,10.5,9.6797,5.8612,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,7,1
V10_harsh_31,V10,BTCUSDT,harsh,FULL,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,18473.04,34337.89,LONG,1.36707442,25254.03,21726.3,21618.01,108.29,85.881,182,30.17,127.0876,1.1461,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,3,1
V10_harsh_32,V10,BTCUSDT,harsh,FULL,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,36371.84,35027.44,LONG,0.82900666,30152.5,-1069.29,-1158.08,88.79,-3.6963,40,6.5,10.2501,6.9335,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,1
V10_harsh_33,V10,BTCUSDT,harsh,FULL,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,37627.79,51848.84,LONG,0.97887776,36833.0,13975.92,13844.54,131.38,37.794,187,31.0,55.079,22.2869,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,12,1
V10_harsh_34,V10,BTCUSDT,harsh,FULL,2021-03-02T00:00:00Z,2021-03-16T04:00:00Z,51406.53,54218.4,LONG,1.04758334,53852.62,3026.45,2860.48,165.98,5.4699,86,14.17,20.3038,9.9336,vdo_trend_accel,trailing_stop,SHOCK,BULL,BULL,SHOCK,8,1
V10_harsh_35,V10,BTCUSDT,harsh,FULL,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,58224.59,60204.4,LONG,1.00225561,58355.92,2071.81,1893.77,178.04,3.4003,169,28.0,11.3859,13.3913,vdo_trend_accel,trailing_stop,BULL,BULL,CHOP,CHOP,7,1
V10_harsh_36,V10,BTCUSDT,harsh,FULL,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,51116.34,53151.86,LONG,1.09356896,55899.24,2309.83,2138.79,171.04,3.9821,60,9.83,15.3867,8.1898,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,1
V10_harsh_37,V10,BTCUSDT,harsh,FULL,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,58046.0,48521.41,LONG,0.35255689,20464.52,-3327.26,-3383.62,56.36,-16.4087,45,7.33,2.5049,20.7525,vdo_trend_accel,fixed_stop,BULL,SHOCK,CHOP,SHOCK,1,1
V10_harsh_38,V10,BTCUSDT,harsh,FULL,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,39661.32,33283.11,LONG,0.32515852,12896.22,-2054.58,-2090.16,35.58,-16.0817,21,3.33,7.0354,21.5583,vdo_trend_accel,fixed_stop,SHOCK,NEUTRAL,SHOCK,SHOCK,3,1
V10_harsh_39,V10,BTCUSDT,harsh,FULL,2021-07-31T00:00:00Z,2021-08-19T04:00:00Z,42511.61,44002.93,LONG,0.50583119,21503.7,786.62,720.97,65.64,3.508,116,19.17,13.2491,12.1823,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,NEUTRAL,BEAR,8,1
V10_harsh_40,V10,BTCUSDT,harsh,FULL,2021-08-19T20:00:00Z,2021-08-26T12:00:00Z,47458.07,46789.08,LONG,1.01651097,48241.65,-607.68,-751.38,143.7,-1.4097,41,6.67,6.4097,2.5456,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_harsh_41,V10,BTCUSDT,harsh,FULL,2021-08-27T16:00:00Z,2021-09-08T04:00:00Z,48722.7,46403.96,LONG,1.21426978,59162.5,-2726.83,-2900.1,173.26,-4.7591,70,11.5,8.6147,12.0676,vdo_trend_accel,trailing_stop,BULL,SHOCK,BULL,SHOCK,7,1
V10_harsh_42,V10,BTCUSDT,harsh,FULL,2021-09-11T08:00:00Z,2021-09-20T08:00:00Z,45089.03,44785.19,LONG,0.39985139,18028.91,-94.45,-148.35,53.9,-0.6739,55,9.0,8.3261,4.1001,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,1,1
V10_harsh_43,V10,BTCUSDT,harsh,FULL,2021-09-22T16:00:00Z,2021-09-29T00:00:00Z,43683.41,40984.0,LONG,1.26911676,55439.35,-3342.71,-3503.89,161.18,-6.1795,39,6.33,3.4718,6.8868,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,BULL,NEUTRAL,7,1
V10_harsh_44,V10,BTCUSDT,harsh,FULL,2021-09-30T20:00:00Z,2021-10-22T00:00:00Z,46834.94,62130.97,LONG,1.11818171,52369.97,17182.3,16999.53,182.77,32.6595,128,21.17,43.0556,7.9747,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,SHOCK,9,1
V10_harsh_45,V10,BTCUSDT,harsh,FULL,2021-10-25T04:00:00Z,2021-11-12T12:00:00Z,62640.03,63689.45,LONG,1.09358617,68502.27,1250.38,1043.16,207.23,1.6753,111,18.33,10.1532,7.6948,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_harsh_46,V10,BTCUSDT,harsh,FULL,2021-11-15T08:00:00Z,2021-12-04T00:00:00Z,59641.62,53547.46,LONG,1.14665505,68388.36,-6885.31,-7080.0,194.68,-10.218,113,18.67,11.3347,13.3491,vdo_trend,emergency_dd,BULL,BULL,BULL,SHOCK,7,1
V10_harsh_47,V10,BTCUSDT,harsh,FULL,2021-12-12T00:00:00Z,2021-12-13T16:00:00Z,49476.49,47204.78,LONG,1.02859285,50891.17,-2260.33,-2409.5,149.17,-4.5915,11,1.67,2.6285,7.688,vdo_trend_accel,emergency_dd,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_harsh_48,V10,BTCUSDT,harsh,FULL,2021-12-15T00:00:00Z,2021-12-28T20:00:00Z,48809.54,47641.78,LONG,0.81911519,39980.63,-896.55,-1015.06,118.51,-2.3925,84,13.83,6.7169,6.8707,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_harsh_49,V10,BTCUSDT,harsh,FULL,2021-12-31T16:00:00Z,2022-01-08T20:00:00Z,48053.39,40790.24,LONG,0.38457829,18480.29,-2765.53,-2816.78,51.25,-15.1147,50,8.17,0.1354,15.7167,vdo_trend_accel,fixed_stop,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,1,1
V10_harsh_50,V10,BTCUSDT,harsh,FULL,2023-03-30T08:00:00Z,2023-04-17T08:00:00Z,28415.26,29808.47,LONG,1.99622416,56723.24,2866.23,2691.89,174.34,4.903,109,18.0,9.0963,4.276,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,6,1
V10_harsh_51,V10,BTCUSDT,harsh,FULL,2023-04-18T12:00:00Z,2023-04-20T00:00:00Z,30410.77,28768.31,LONG,1.10038143,33463.45,-1757.14,-1854.82,97.68,-5.4009,10,1.5,0.2441,6.2174,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,2,1
V10_harsh_52,V10,BTCUSDT,harsh,FULL,2023-04-22T20:00:00Z,2023-05-01T16:00:00Z,27733.57,28142.48,LONG,1.75789844,48752.8,791.95,644.61,147.34,1.4744,54,8.83,8.302,2.8512,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_harsh_53,V10,BTCUSDT,harsh,FULL,2023-05-04T08:00:00Z,2023-06-15T16:00:00Z,27685.39,24935.01,LONG,2.1105089,58430.26,-5717.06,-5883.65,166.58,-9.9344,255,42.33,7.7102,10.4221,vdo_trend,emergency_dd,BULL,NEUTRAL,BULL,CHOP,9,1
V10_harsh_54,V10,BTCUSDT,harsh,FULL,2023-06-20T04:00:00Z,2023-07-08T08:00:00Z,28957.73,30163.17,LONG,1.80551919,52283.73,2254.88,2094.77,160.12,4.1628,110,18.17,8.7793,7.9624,vdo_trend_accel,trailing_stop,TOPPING,BULL,BULL,TOPPING,8,1
V10_harsh_55,V10,BTCUSDT,harsh,FULL,2023-07-09T16:00:00Z,2023-07-24T12:00:00Z,30591.14,29240.73,LONG,1.78543123,54618.38,-2329.14,-2489.38,160.24,-4.4144,90,14.83,3.9654,5.6527,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,1
V10_harsh_56,V10,BTCUSDT,harsh,FULL,2023-07-28T16:00:00Z,2023-08-17T16:00:00Z,29394.24,27906.09,LONG,1.7513681,51480.13,-2529.07,-2679.6,150.53,-5.0627,121,20.0,2.8909,5.7638,vdo_trend_accel,emergency_dd,TOPPING,BULL,TOPPING,TOPPING,5,1
V10_harsh_57,V10,BTCUSDT,harsh,FULL,2023-08-18T08:00:00Z,2023-08-31T20:00:00Z,26240.27,26136.63,LONG,1.95018226,51173.31,-125.35,-278.56,153.22,-0.3949,82,13.5,7.2506,3.5833,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_harsh_58,V10,BTCUSDT,harsh,FULL,2023-10-02T04:00:00Z,2023-10-29T04:00:00Z,27847.31,33936.91,LONG,1.69229793,47125.94,10376.1,10219.27,156.84,21.8678,163,27.0,26.6909,4.6994,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,SHOCK,10,1
V10_harsh_59,V10,BTCUSDT,harsh,FULL,2023-11-01T00:00:00Z,2023-11-15T04:00:00Z,35073.97,35346.63,LONG,1.68593658,59132.49,548.38,370.3,178.09,0.7774,86,14.17,8.2633,2.7843,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_harsh_60,V10,BTCUSDT,harsh,FULL,2023-11-15T20:00:00Z,2023-12-11T20:00:00Z,37638.46,40739.22,LONG,1.59879941,60176.35,5047.76,4859.79,187.97,8.2383,157,26.0,18.7615,5.6816,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_harsh_61,V10,BTCUSDT,harsh,FULL,2023-12-13T16:00:00Z,2024-01-13T04:00:00Z,42318.95,42567.34,LONG,1.49380047,63216.06,465.88,275.67,190.2,0.587,184,30.5,15.7153,4.1967,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,1
V10_harsh_62,V10,BTCUSDT,harsh,FULL,2024-01-16T16:00:00Z,2024-01-22T20:00:00Z,43295.71,39780.5,LONG,0.53630147,23219.55,-1850.38,-1917.22,66.83,-8.1191,38,6.17,0.652,8.925,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,1,1
V10_harsh_63,V10,BTCUSDT,harsh,FULL,2024-01-23T16:00:00Z,2024-02-24T00:00:00Z,39707.58,50693.42,LONG,1.53378078,60902.72,16941.22,16733.24,207.98,27.6669,189,31.33,33.438,1.9704,vdo_dip_buy,trailing_stop,CHOP,BULL,BULL,CHOP,5,1
V10_harsh_64,V10,BTCUSDT,harsh,FULL,2024-02-25T04:00:00Z,2024-03-14T20:00:00Z,55238.75,69345.69,LONG,1.28560649,71015.29,18242.5,18002.25,240.25,25.5381,113,18.67,33.5602,7.8519,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,9,1
V10_harsh_65,V10,BTCUSDT,harsh,FULL,2024-03-19T00:00:00Z,2024-04-02T08:00:00Z,67767.75,66389.06,LONG,1.39076813,94249.23,-1776.06,-2055.94,279.87,-2.0344,87,14.33,5.9052,10.3187,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,1
V10_harsh_66,V10,BTCUSDT,harsh,FULL,2024-04-04T16:00:00Z,2024-04-12T20:00:00Z,69567.72,66777.15,LONG,1.30141562,90536.52,-3495.89,-3762.05,266.16,-4.0113,50,8.17,4.6433,6.441,vdo_trend_accel,trailing_stop,BULL,CHOP,CHOP,CHOP,5,1
V10_harsh_67,V10,BTCUSDT,harsh,FULL,2024-04-17T00:00:00Z,2024-04-26T16:00:00Z,63195.2,63439.73,LONG,1.39132423,87925.02,472.11,207.82,264.29,0.3869,59,9.67,6.3884,5.689,vdo_trend_accel,trailing_stop,CHOP,TOPPING,BULL,CHOP,7,1
V10_harsh_68,V10,BTCUSDT,harsh,FULL,2024-04-30T04:00:00Z,2024-05-23T20:00:00Z,62476.28,67132.8,LONG,1.43650573,89747.53,6823.74,6544.46,279.28,7.4533,143,23.67,15.2101,9.4811,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,CHOP,8,1
V10_harsh_69,V10,BTCUSDT,harsh,FULL,2024-05-27T16:00:00Z,2024-06-11T12:00:00Z,69616.09,66823.13,LONG,1.21524358,84600.51,-3267.23,-3515.94,248.71,-4.012,90,14.83,3.4201,5.1211,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,CHOP,5,1
V10_harsh_70,V10,BTCUSDT,harsh,FULL,2024-06-12T16:00:00Z,2024-06-17T16:00:00Z,68589.17,65302.65,LONG,0.92847563,63683.37,-2955.93,-3142.41,186.47,-4.7916,31,5.0,1.8563,5.1191,vdo_trend_accel,emergency_dd,TOPPING,TOPPING,TOPPING,TOPPING,3,1
V10_harsh_71,V10,BTCUSDT,harsh,FULL,2024-06-20T08:00:00Z,2024-06-24T12:00:00Z,64963.92,61230.67,LONG,1.30302255,84649.45,-4737.53,-4984.18,246.65,-5.7466,26,4.17,2.3383,6.7682,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
V10_harsh_72,V10,BTCUSDT,harsh,FULL,2024-06-26T04:00:00Z,2024-07-05T00:00:00Z,61425.2,56992.98,LONG,1.35027777,82941.08,-5860.31,-6100.15,239.85,-7.2156,54,8.83,3.9667,10.4602,vdo_trend_accel,emergency_dd,BULL,NEUTRAL,BULL,NEUTRAL,5,1
V10_harsh_73,V10,BTCUSDT,harsh,FULL,2024-07-06T16:00:00Z,2024-07-08T04:00:00Z,57482.78,55104.85,LONG,1.09267761,62810.15,-2504.09,-2688.63,184.53,-4.1368,10,1.5,1.7261,5.6062,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,3,1
V10_harsh_74,V10,BTCUSDT,harsh,FULL,2024-07-16T16:00:00Z,2024-08-03T16:00:00Z,66440.42,60818.15,LONG,1.09478722,72738.13,-6046.09,-6255.07,208.98,-8.4621,109,18.0,5.4779,9.8139,vdo_trend,emergency_dd,BULL,BULL,BULL,TOPPING,8,1
V10_harsh_75,V10,BTCUSDT,harsh,FULL,2024-08-06T04:00:00Z,2024-08-19T00:00:00Z,57036.69,58368.94,LONG,1.20297335,68613.61,1705.58,1497.34,208.24,2.3358,78,12.83,10.0084,4.672,vdo_trend_accel,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,6,1
V10_harsh_76,V10,BTCUSDT,harsh,FULL,2024-08-20T04:00:00Z,2024-08-27T16:00:00Z,60465.08,61647.44,LONG,0.92708803,56056.45,1180.24,1010.42,169.81,1.9554,46,7.5,7.5001,3.1702,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,3,1
V10_harsh_77,V10,BTCUSDT,harsh,FULL,2024-08-31T00:00:00Z,2024-09-30T16:00:00Z,61009.12,63497.87,LONG,1.16353907,70986.5,3002.24,2784.94,217.3,4.0793,185,30.67,8.9968,13.8653,vdo_trend,trailing_stop,CHOP,BULL,NEUTRAL,CHOP,8,1
V10_harsh_78,V10,BTCUSDT,harsh,FULL,2024-10-01T16:00:00Z,2024-10-10T20:00:00Z,62368.39,59667.56,LONG,1.05286886,65665.73,-2745.12,-2937.85,192.73,-4.3304,56,9.17,3.3828,5.4874,vdo_dip_buy,emergency_dd,BULL,BULL,BULL,TOPPING,5,1
V10_harsh_79,V10,BTCUSDT,harsh,FULL,2024-10-11T20:00:00Z,2024-10-23T12:00:00Z,63915.95,66347.6,LONG,0.95370264,60956.81,2410.51,2224.16,186.35,3.8045,71,11.67,8.7671,2.9194,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_harsh_80,V10,BTCUSDT,harsh,FULL,2024-10-24T20:00:00Z,2024-11-01T08:00:00Z,67736.04,69204.44,LONG,1.07877422,73071.89,1693.69,1472.09,221.59,2.1678,46,7.5,8.6868,3.159,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,5,1
V10_harsh_81,V10,BTCUSDT,harsh,FULL,2024-11-04T04:00:00Z,2024-11-24T16:00:00Z,70403.88,95805.64,LONG,1.03916087,73160.96,26506.26,26247.18,259.08,36.0801,124,20.5,41.4524,5.0692,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,9,1
V10_harsh_82,V10,BTCUSDT,harsh,FULL,2024-11-27T00:00:00Z,2024-12-09T20:00:00Z,94611.98,96973.28,LONG,1.05443871,99762.54,2639.49,2336.47,303.02,2.4958,78,12.83,10.0157,4.3462,vdo_dip_buy,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_harsh_83,V10,BTCUSDT,harsh,FULL,2024-12-10T16:00:00Z,2024-12-19T00:00:00Z,99493.22,100103.83,LONG,1.03832356,103306.15,788.98,478.11,310.87,0.6137,51,8.33,8.9049,5.2633,vdo_dip_buy,trailing_stop,BULL,BULL,BULL,BULL,5,1
V10_harsh_84,V10,BTCUSDT,harsh,FULL,2024-12-22T00:00:00Z,2025-01-07T20:00:00Z,95941.75,96355.56,LONG,1.07622657,103255.06,600.23,289.8,310.43,0.4313,102,16.83,7.0695,4.5979,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,8,1
V10_harsh_85,V10,BTCUSDT,harsh,FULL,2025-01-10T20:00:00Z,2025-01-23T12:00:00Z,96042.7,101842.58,LONG,1.05520532,101344.77,6272.08,5958.87,313.21,6.0389,77,12.67,14.1034,7.0656,vdo_trend_accel,trailing_stop,CHOP,CHOP,CHOP,CHOP,7,1
