trade_id,strategy_id,symbol,scenario,window_id,entry_ts,exit_ts,entry_price,exit_price,side,qty,notional,gross_pnl,net_pnl,fees_total,return_pct,bars_held,days_held,mfe_pct,mae_pct,entry_reason,exit_reason,entry_regime,exit_regime,holding_regime_mode,worst_regime,n_buy_fills,n_sell_fills
V11_base_1,V11,BTCUSDT,base,FULL,2019-04-10T20:00:00Z,2019-04-28T04:00:00Z,5170.82,5303.65,LONG,0.81661717,4222.58,112.7,104.14,8.55,2.5689,105,17.33,8.3001,5.9874,vdo_trend_accel,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8,1
V11_base_2,V11,BTCUSDT,base,FULL,2019-04-29T00:00:00Z,2019-05-17T04:00:00Z,5388.94,7339.9,LONG,1.77070066,9542.21,3464.1,3441.56,22.54,36.203,110,18.17,55.2438,3.8995,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,SHOCK,9,1
V11_base_3,V11,BTCUSDT,base,FULL,2019-05-17T20:00:00Z,2019-06-04T00:00:00Z,7623.52,8111.2,LONG,1.6489411,12570.74,816.71,790.77,25.95,6.3969,104,17.17,19.0297,7.2607,vdo_dip_buy,trailing_stop,BULL,BULL,BULL,SHOCK,5,1
V11_base_4,V11,BTCUSDT,base,FULL,2019-06-06T04:00:00Z,2019-06-27T16:00:00Z,7883.53,11823.49,LONG,1.75588069,13842.54,6931.95,6897.35,34.6,49.9771,130,21.5,77.2049,5.5679,vdo_trend_accel,trailing_stop,BULL,SHOCK,BULL,SHOCK,8,1
V11_base_5,V11,BTCUSDT,base,FULL,2019-07-03T04:00:00Z,2019-07-12T04:00:00Z,11436.42,11183.36,LONG,1.39899333,15999.48,-338.04,-369.69,31.64,-2.2128,55,9.0,14.958,5.596,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,4,1
V11_base_6,V11,BTCUSDT,base,FULL,2019-07-18T08:00:00Z,2019-07-23T16:00:00Z,10494.3,9925.13,LONG,1.14947538,12062.94,-642.19,-665.66,23.47,-5.4236,33,5.33,5.4762,11.8379,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,SHOCK,7,1
V11_base_7,V11,BTCUSDT,base,FULL,2019-07-25T04:00:00Z,2019-08-11T00:00:00Z,9881.83,11303.02,LONG,1.90222725,18797.49,2722.22,2681.92,40.3,14.3818,102,16.83,24.7815,7.254,vdo_trend_accel,trailing_stop,CHOP,BULL,CHOP,SHOCK,6,1
V11_base_8,V11,BTCUSDT,base,FULL,2019-08-16T16:00:00Z,2019-08-21T16:00:00Z,10328.39,9981.28,LONG,2.0964636,21653.1,-706.06,-748.64,42.58,-3.3608,31,5.0,6.018,4.5544,vdo_trend_accel,emergency_dd,BULL,CHOP,BULL,CHOP,4,1
V11_base_9,V11,BTCUSDT,base,FULL,2019-08-23T16:00:00Z,2019-08-28T20:00:00Z,10267.12,9679.9,LONG,1.81692119,18654.54,-1048.26,-1084.5,36.24,-5.7193,32,5.17,3.2812,6.4878,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,5,1
V11_base_10,V11,BTCUSDT,base,FULL,2019-08-31T00:00:00Z,2019-09-09T04:00:00Z,9637.44,10294.56,LONG,2.16852255,20899.01,1445.86,1402.64,43.22,6.8183,56,9.17,13.1614,2.2485,vdo_trend_accel,trailing_stop,BULL,CHOP,CHOP,CHOP,4,1
V11_base_11,V11,BTCUSDT,base,FULL,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,10240.29,9817.3,LONG,2.13667992,21880.21,-881.91,-924.76,42.86,-4.1306,44,7.17,2.0363,5.7351,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,3,1
V11_base_12,V11,BTCUSDT,base,FULL,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,10151.07,9696.86,LONG,1.33986443,13601.05,-594.97,-621.56,26.59,-4.4744,25,4.0,1.28,5.3892,vdo_trend_accel,emergency_dd,CHOP,BULL,CHOP,CHOP,2,1
V11_base_13,V11,BTCUSDT,base,FULL,2019-09-26T00:00:00Z,2019-11-03T08:00:00Z,8259.12,9234.52,LONG,2.43101943,20078.09,2391.29,2348.76,42.53,11.8099,231,38.33,25.5581,11.6129,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,SHOCK,4,1
V11_base_14,V11,BTCUSDT,base,FULL,2019-11-05T00:00:00Z,2019-11-14T12:00:00Z,9397.57,8631.37,LONG,0.85888416,8071.42,-650.0,-665.49,15.48,-8.1531,58,9.5,0.6106,8.8317,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,1,1
V11_base_15,V11,BTCUSDT,base,FULL,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,8486.68,7627.23,LONG,0.92327623,7835.55,-785.67,-800.54,14.88,-10.127,28,4.5,1.7477,11.6262,vdo_trend_accel,emergency_dd,NEUTRAL,CHOP,NEUTRAL,CHOP,1,1
V11_base_16,V11,BTCUSDT,base,FULL,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,9167.95,9740.55,LONG,2.22135678,20365.3,1292.31,1250.31,42.0,6.2456,184,30.5,14.5294,10.1435,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,NEUTRAL,14,1
V11_base_17,V11,BTCUSDT,base,FULL,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,9825.2,9143.05,LONG,2.31789235,22773.75,-1558.37,-1602.34,43.97,-6.9429,47,7.67,4.3236,7.3606,vdo_trend_accel,emergency_dd,BULL,TOPPING,BULL,TOPPING,5,1
V11_base_18,V11,BTCUSDT,base,FULL,2020-02-29T00:00:00Z,2020-03-08T16:00:00Z,8682.74,8396.23,LONG,2.3241745,20180.2,-645.71,-685.41,39.69,-3.2997,53,8.67,5.8192,6.144,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,6,1
V11_base_19,V11,BTCUSDT,base,FULL,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,7932.42,7388.05,LONG,1.49347553,11846.87,-801.14,-824.02,22.88,-6.8625,8,1.17,0.5999,30.0339,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,2,1
V11_base_20,V11,BTCUSDT,base,FULL,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,9178.31,8617.99,LONG,0.19010117,1744.81,-104.77,-108.16,3.38,-6.1049,54,8.83,9.6825,11.5633,vdo_trend,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,2,1
V11_base_21,V11,BTCUSDT,base,FULL,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,9707.65,8713.35,LONG,1.67098067,16221.3,-1645.25,-1676.03,30.78,-10.2425,45,7.33,2.4965,10.97,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
V11_base_22,V11,BTCUSDT,base,FULL,2020-05-26T08:00:00Z,2020-06-06T00:00:00Z,9065.68,9615.88,LONG,1.87592369,17006.53,1049.14,1014.09,35.05,6.069,65,10.67,14.4977,4.0337,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,6,1
V11_base_23,V11,BTCUSDT,base,FULL,2020-06-07T20:00:00Z,2020-06-15T04:00:00Z,9593.49,9159.05,LONG,1.56460287,15010.0,-664.71,-694.05,29.34,-4.5285,45,7.33,4.1615,7.1198,vdo_trend_accel,emergency_dd,BULL,CHOP,BULL,CHOP,3,1
V11_base_24,V11,BTCUSDT,base,FULL,2020-06-16T00:00:00Z,2020-06-25T04:00:00Z,9436.39,9095.13,LONG,1.84026399,17365.44,-610.64,-644.75,34.1,-3.6164,56,9.17,3.6414,4.5218,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,6,1
V11_base_25,V11,BTCUSDT,base,FULL,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,9177.49,11065.27,LONG,1.86061876,17075.81,3529.52,3491.86,37.66,20.5697,206,34.17,32.1,3.0995,vdo_trend_accel,trailing_stop,CHOP,BULL,TOPPING,SHOCK,7,1
V11_base_26,V11,BTCUSDT,base,FULL,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,11892.26,11524.89,LONG,1.61738349,19234.34,-574.94,-612.82,37.87,-3.0891,72,11.83,4.8413,6.4517,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,5,1
V11_base_27,V11,BTCUSDT,base,FULL,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,11696.08,10664.41,LONG,1.65639391,19373.31,-1689.47,-1726.51,37.04,-8.8206,71,11.67,3.0333,10.5683,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,1
V11_base_28,V11,BTCUSDT,base,FULL,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,10246.83,10413.04,LONG,1.74211595,17851.16,307.42,271.42,35.99,1.6221,93,15.33,9.1049,3.8727,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,1
