trade_id,return_pct,pnl_usd,days_held,mfe_pct,mae_pct,edge_ratio
100,6.247293,6262.850807,8.166667,10.494304509464568,0.9115591818349998,11.512477432720466
101,-2.038399,-2381.427033,1.5,2.28014757184621,4.312619033982158,0.5287152780895608
102,-3.936507,-4343.053973,1.333333,2.299607679057678,5.105573704312071,0.45041121962757547
103,-2.486741,-2683.979386,3.833333,2.382912068889449,3.8512871345755895,0.6187313450343518
104,-3.167713,-3283.248018,1.666667,0.9885295996715106,3.332080685552323,0.29667036694450655
105,11.555361,10895.648606,8.5,16.695939080718887,1.0503275210082537,15.895936026404174
106,-0.147762,-316.620228,6.333333,3.3234801624988908,2.8667092162613996,1.1593363371654366
107,-1.484534,-1729.214513,4.333333,3.1592523454208834,2.7322216794795993,1.1562942967433814
108,-2.537147,-2792.058406,4.0,3.0320962130986597,3.1367028011504816,0.9666507811918126
109,-1.525959,-1692.211447,5.0,0.32673975944766975,2.7365066005106287,0.11940031841571314
110,-0.194541,-341.724818,4.5,3.3479043245282827,0.8118725429558105,4.123682163630586
111,-0.744587,-882.54104,1.166667,0.1738738527816855,1.8325368871655379,0.0948815022493891
112,0.995414,824.91284,4.666667,5.662371258790669,1.416933674070868,3.996214757549382
113,-0.34646,-488.129112,6.833333,3.0487899996728935,1.627428974410166,1.8733782227134526
114,25.510553,24762.698989,29.166667,35.169897193643955,0.09992504982652749,351.96276864209545
115,-1.08085,-1504.198072,1.333333,4.693857269939835,2.1423924938687695,2.190941801454684
116,-2.230462,-2868.800727,4.833333,3.366621789378331,2.4328344035669724,1.383826940478258
117,-1.193311,-1578.148966,4.5,2.585692208810794,1.9515361731012573,1.3249522322211307
118,14.02321,16052.844912,13.5,21.092641763067466,0.32880910527790547,64.1485938938346
119,0.093479,-74.646229,6.0,5.280405632035552,1.7912085417156882,2.947956929112105
120,2.522326,3113.927233,8.0,7.483033874255159,0.3883007417809081,19.271232498642327
121,0.955712,1080.809845,8.0,8.845294419898114,3.3242912462273915,2.6608060981228085
122,-1.720277,-2526.254848,6.833333,10.817565391034243,6.085811739721949,1.7775057549723812
123,40.770437,53755.410013,35.333333,58.32479105193431,3.8939147918737538,14.978445643867927
124,0.152019,3.330903,10.5,10.538679312026368,3.113777266386003,3.384532164774283
125,-5.974397,-11358.59704,2.0,2.884910083418838,6.880800966760911,0.4192695148944105
126,-4.923356,-8820.705015,2.5,0.4890450799700306,8.317631067328024,0.05879619762062044
127,1.114791,1589.61378,7.5,6.455566817853587,1.049235338292354,6.15263952924052
128,-5.967772,-10164.374728,0.666667,0.2615184411935595,7.35695129097989,0.03554712147057415
129,1.648249,2333.264925,1.666667,3.0001337876666314,0.7109952273539012,4.21962577559371
130,-3.128474,-5175.39957,0.5,0.29226353174659586,3.7979656648099858,0.07695265243036839
131,1.047698,1368.223069,4.833333,6.64992717729898,1.3812538249056383,4.814413583798239
132,2.717392,3942.875639,7.333333,8.715189915229066,2.4256740215915413,3.592894114235031
133,-0.953463,-1735.987879,5.5,4.013878283004203,2.000623938448666,2.006313233518872
134,2.914614,4293.738794,9.666667,6.925107670477439,0.9862223687767849,7.02185216004244
135,-2.915095,-4885.248636,2.5,0.9585324962265428,4.023440806716323,0.23823700714733173
136,0.270693,185.835313,1.5,3.74149971919608,0.8439400746751566,4.43337131565441
137,0.761749,943.069713,8.833333,5.643036310048678,3.770109360406456,1.496783188655382
138,-0.896475,-1621.608379,4.333333,4.427019682431924,2.3157212881762073,1.9117238784458868
139,0.0858,-98.621027,4.0,5.528751249400972,0.3971102482578936,13.922459250687629
140,-4.258457,-6734.233067,1.0,0.0,4.805735485834876,0.0
141,9.919836,14244.725343,13.666667,14.647872609858084,0.6791986930628813,21.566402820657313
142,-4.417478,-7298.74,1.166667,0.9112705328994614,5.330328419643415,0.1709595471718463
143,-4.12473,-6509.643487,2.666667,1.3902771063009638,5.178245546485498,0.2684841987156349
144,6.166557,8757.115928,10.0,10.51274147255759,1.3612923626026476,7.722618418616802
145,2.4041,3472.514162,7.0,7.666199908950457,4.068299910058724,1.884374327958481
146,35.923378,56271.159896,23.0,43.12832201404044,3.944446707907976,10.93393451800861
147,5.472832,11346.039822,12.833333,12.036030747706242,2.5895321010355197,4.647955799772936
148,3.022007,6437.378955,9.166667,11.51165161398158,3.1053355694909524,3.7070556003931805
149,-1.293467,-3323.988905,1.5,3.6189928855899787,2.8374600416773874,1.2754339558736418
150,2.274647,4813.58451,7.333333,10.052926390288249,2.251926332453024,4.464145316573298
151,-2.615041,-6388.956224,3.166667,2.985852983893386,5.995826677437065,0.4979885417851502
152,-0.935107,-2434.69488,4.0,3.833879899862352,2.1984615414636246,1.743892184399982
153,-4.319547,-9903.397151,1.5,0.0,4.754972362266094,0.0
154,10.793502,22495.438556,20.166667,15.160530221735085,2.2308182547180087,6.7959504050461
155,12.996438,29992.014854,19.5,18.086940071936862,1.5305929353701697,11.816949924417745
156,-3.576826,-9802.973331,2.833333,1.071492063919372,3.853586511323442,0.27805060578525537
157,-0.303749,-1147.894339,5.833333,1.956666461293601,3.005901896276374,0.650941557246916
158,0.901651,1888.569129,3.5,4.4316040523554445,0.4926318734561814,8.995772078782528
159,-1.901808,-5188.318498,1.333333,0.8138239236437081,3.3024196499045764,0.24643261908498626
160,-1.956629,-5209.966244,5.5,0.7672345576191352,2.384170914591446,0.3218035053290671
161,7.40913,17546.350472,12.166667,13.087127248139897,1.5725871079975071,8.322036459274244
162,-1.361621,-3913.466018,9.833333,3.50976409769968,1.8587286745234244,1.8882605868226459
163,-2.242337,-6090.602648,4.833333,1.2670705125621948,3.370986675945833,0.3758752657207343
164,0.965419,2022.579638,5.0,6.379485911693726,0.5550936023488305,11.492630944942409
165,0.850056,1747.864414,10.333333,2.9564493622766252,0.9469885397537098,3.1219484060974283
166,3.122713,7464.62787,6.333333,7.36630914091189,0.6947548634103143,10.60274570048088
167,-5.253509,-13951.90502,2.333333,0.9675828271353567,17.077926859348285,0.05665692534604759
168,-3.935614,-9965.085882,2.0,0.8938032101494782,5.091024666640913,0.17556450197661574
169,0.344022,452.694305,5.0,4.8417542196526,1.213963836429325,3.9883842288859475
170,4.103626,9238.86717,9.333333,7.383796821554169,1.6410180393241602,4.499522031211263
171,-3.015386,-7678.359338,0.333333,0.057318005245768765,3.7351586653046693,0.01534553425485968
172,-3.911778,-9526.887703,1.333333,0.1445296550358731,5.7771186505198076,0.025017601987950992
