trade_id,return_pct,pnl_usd,days_held,mfe_pct,mae_pct,edge_ratio
1,-0.530265,-67.845218,5.333333,7.272736262322418,2.0620319197262056,3.5269755975882684
2,3.20649,302.187246,14.833333,14.78681469168516,2.436402722832599,6.069117618820334
3,-2.456875,-265.244941,4.5,1.8586533859043919,3.8344803505387355,0.48472106152356614
4,2.525471,235.0129,19.666667,5.383523617720434,1.591079161300258,3.3835674230821575
5,26.799808,2695.270767,16.333333,37.61151950486541,1.1694472607993527,32.16179195559174
6,3.426128,418.85018,13.333333,11.056272471268706,1.8341877262892687,6.027884884845766
7,37.897776,4976.727434,20.166667,57.246289180186075,2.6599232122462775,21.521782627642917
8,15.623522,2804.738002,13.166667,27.03945554379214,1.020143714792126,26.505535594366677
9,-4.088651,-885.734331,3.166667,4.277842567520009,7.958754919313632,0.5375014824415442
10,-0.977937,-225.419485,0.166667,0.0,2.9829012244929083,0.0
11,46.082022,9060.713597,14.5,72.6803167734405,0.9896551349490723,73.44004411918766
12,-12.697029,-3691.077504,2.333333,2.9826577753535957,15.639002165403742,0.19071918680027847
13,2.418113,567.140453,8.166667,16.338095658824926,4.462643454305912,3.6610802153733877
14,-7.123954,-1857.491733,2.5,6.1094177333178585,8.08612069293165,0.7555437230436477
15,4.218723,962.005987,7.0,13.52151517370225,2.8539313978195815,4.737855711609872
16,-4.697393,-1191.008866,2.166667,1.0355930802905726,6.03297895111544,0.17165534451253164
17,-4.070877,-985.404013,2.833333,1.6713743626972108,5.934678542875096,0.2816284573161568
18,-2.477486,-586.69681,2.166667,0.5000861210851835,2.7983838824896665,0.17870533210771167
19,-1.993392,-465.356118,5.166667,7.17448886416446,3.530946037073167,2.0318885615458058
20,-1.0022,-244.457518,7.166667,4.448008835250587,4.5290692107219215,0.9821021998781921
21,-3.506286,-765.561497,1.166667,0.2554653871915497,4.757573098911841,0.05369657635948465
22,-1.730321,-378.785605,2.5,2.9268569347177937,2.315427203856302,1.2640677840543493
23,6.090815,1172.345399,5.0,14.85359144251029,0.591533746151356,25.11030273277037
24,6.896027,1408.103092,8.833333,14.044811264300542,1.3155047990285496,10.676366421978926
25,-4.075365,-940.041326,2.666667,1.7608043804715239,4.499712332661363,0.3913148775513151
26,16.495145,3477.519946,17.833333,22.057720431072,1.3043285324724039,16.911169143299166
27,-3.208631,-830.009881,5.0,3.1924040335563384,5.278021603438086,0.6048486106000053
28,-2.49744,-631.376831,2.166667,4.584437407091081,4.598586365238868,0.9969231939939761
29,-5.635659,-1341.245884,1.666667,0.4389667043240803,6.689284286002824,0.06562237237287227
30,2.548915,523.139717,6.833333,11.006382834944812,1.7552686352128266,6.270483397323559
31,-5.956309,-1361.653634,2.833333,0.57051131447201,7.6446869222787175,0.0746284733792542
32,0.377498,47.516638,5.0,8.258269833591497,3.9851860919495032,2.072241958857097
33,20.628462,4284.742203,16.666667,40.97414658601522,0.45925717819500317,89.21830410371369
34,4.233015,1027.39173,10.5,14.302933884030574,5.80059720110043,2.4657691937852824
35,-5.117545,-1377.552884,2.0,1.4018443483422642,5.844233825609077,0.2398679433734269
36,-0.032556,-45.216351,4.833333,9.705506629952259,2.0682828099096695,4.69254329410403
37,-4.17877,-1067.351222,7.833333,3.2733736221586476,5.818410420913243,0.5625889865715019
38,-4.237869,-1033.606061,0.833333,0.21075939337289012,4.5769728547903235,0.04604777001294784
39,-3.172528,-747.253792,1.333333,0.0,3.393134007151005,0.0
40,-1.145009,-281.199222,0.5,0.017739336611229655,1.2839901512534353,0.01381578869114569
41,14.214177,3009.322738,8.166667,25.19299520118056,0.3492069350340197,72.14345613934115
42,2.047621,462.313462,8.666667,8.252509094657293,1.3223615755546825,6.240735701349812
43,3.080331,726.376433,6.666667,8.68292443300018,1.7568427805014455,4.942345740534542
44,-3.762374,-996.820281,6.166667,0.5118518139398943,6.2118729095534615,0.08239895139398282
45,-2.800311,-721.264377,2.5,2.7976554170313173,4.80073071861228,0.5827561638033345
46,-3.094097,-768.562837,3.166667,1.957968300409398,6.0988688597978795,0.3210379408738896
47,-3.962348,-941.274798,3.666667,0.06602694593092821,4.9372744013656185,0.013373157042408983
48,19.222683,4179.728918,20.5,26.728359756132058,0.9817534424701297,27.22512455763075
49,30.801606,7984.495934,27.666667,44.859918952987506,2.493463318839654,17.99100817487193
50,11.440252,3835.329028,10.666667,18.24056042982591,1.1034953750869714,16.529802336859174
51,82.381517,31037.302319,29.333333,122.8123353722246,0.6181562662708229,198.67522513865256
52,-0.83891,-678.860663,5.166667,14.506180672644097,7.538400743635513,1.9243047916882516
53,-9.797859,-6749.982929,3.666667,6.112938435283131,12.987390483067832,0.47068257809394487
54,47.65338,28986.755957,21.166667,73.73294375708929,0.2609366497838867,282.57028599913616
55,-8.892181,-8122.72381,4.166667,6.338032102078728,10.627837164491156,0.5963614236822176
56,14.819498,11969.583255,13.666667,27.829830487651176,4.299185829211413,6.473279265705972
57,-5.939132,-5687.935346,4.833333,1.963769773749838,9.02446403413009,0.21760514157106225
58,-0.264454,-363.246859,9.833333,6.712327594878201,3.0516022118494517,2.199607658171847
59,4.62788,3900.200696,8.5,11.556407037553852,0.8284286035845164,13.949792399188768
60,-5.124388,-4792.603884,2.0,4.112191080515103,6.091242960558528,0.6750988438881843
61,-5.411013,-4779.738203,6.833333,3.489850888747545,15.468794063980997,0.22560587944432228
62,13.66472,10953.934427,8.333333,23.71401332033449,1.6582645048202944,14.30050106686953
63,17.917037,16319.341438,13.666667,27.140806020511775,1.4101535202318132,19.246703022838346
64,3.838405,3982.711841,6.333333,10.103749126507578,4.225654247435909,2.391049654059711
65,-0.553987,-787.272811,11.5,12.910274397509008,8.589937045990197,1.5029533194932498
66,-6.520204,-7393.672905,1.833333,0.31619847371469584,8.684175519814916,0.03641088011098086
67,30.168591,31010.468332,19.5,40.36953320151604,1.76018236787629,22.934858306882727
68,-1.679495,-2453.066866,2.333333,4.592678987216157,4.782367067182708,0.9603359429960494
69,0.154368,5.444222,8.333333,5.99228103975112,2.0309404828626847,2.9504956399829014
70,5.204465,6632.673786,5.5,12.67771105311026,0.2246870375203685,56.423864914597
71,-7.497723,-10527.10722,1.0,0.9477746728731362,8.339105235097179,0.11365424061135396
72,-3.095213,-4119.903233,2.666667,3.2466106224250586,6.218170771676715,0.5221166709047487
73,1.191136,1276.643217,6.833333,10.182509388881613,1.1299238724926586,9.011677367625287
74,-1.632189,-2205.486205,2.666667,5.103312965864927,4.294343742871629,1.1883801743482092
75,-6.944136,-8609.125344,3.0,3.920255201230062,9.205468168710675,0.4258615780732351
76,11.501257,12779.736357,14.166667,17.99849376516171,1.7246318476152587,10.43613672683199
77,-4.921238,-6347.41227,4.833333,2.2324934079270076,6.96203146295,0.3206669518527341
78,-1.099812,-1483.08811,4.5,8.112760349370523,3.898808634534326,2.0808306100254423
79,-5.257612,-6326.476912,2.0,2.4191401399475043,7.1850462164078035,0.3366909644120514
80,-0.195192,-381.700978,4.833333,7.358271663232613,1.7196997213217453,4.278811918151102
81,-1.386833,-1690.124963,6.0,3.7169618145004546,4.175708614361303,0.89013917343679
82,0.963582,879.308972,7.166667,8.925419271415477,0.6087931269437982,14.660841058147232
83,-3.945639,-4457.257974,2.0,5.24047878668881,7.5412610159490825,0.6949074930049063
84,-2.893608,-3172.176575,1.833333,1.1637426482003979,3.9801664528571847,0.29238542206319
85,-3.814733,-4000.552567,2.666667,1.2159024612833549,4.407807966524517,0.27585195873269264
86,0.162142,11.53066,8.0,4.905173673602228,0.49262912318353375,9.95713294801444
87,1.394546,1202.319804,4.166667,5.654947430938279,1.4741355975490449,3.836110762361627
88,-2.103244,-2201.157685,0.333333,0.2113682654299409,2.497497384147019,0.08463202675270484
89,-1.869974,-1926.012616,3.0,0.7611298814311435,2.0721964752290387,0.36730584697429147
90,2.378876,2078.767573,3.166667,8.12342855222403,0.504712793158158,16.09515087064269
91,32.762503,31049.350063,21.833333,39.75265645661404,0.23506678951359825,169.1121767514267
92,-0.307189,-576.439759,5.0,4.796180139959636,1.7365687518820034,2.761871728235225
93,-3.89566,-5067.787641,3.333333,2.4054989255227954,5.297183152961863,0.45410907194662253
94,-5.098208,-6299.04484,0.833333,1.994084186955129,5.723656687109116,0.3483933953352282
95,-3.666044,-4333.667123,4.666667,2.6722668166072423,4.139926265393962,0.6454865727790795
96,-5.385974,-6038.161506,1.833333,0.19105536127541103,6.691858959629505,0.028550416622347467
97,-5.433084,-5744.303398,4.166667,1.7880308629227033,6.816747561113042,0.26229970332519587
98,3.688815,3432.513447,13.0,11.371195640811601,7.807008313041826,1.4565368941410886
99,2.740794,2597.802367,11.833333,7.486173936745856,1.9160690703084835,3.9070480562272194
