strategy_id,trade_id,entry_ts,exit_ts,entry_reason,runtime_risk_level,expected_risk_level,risk_match,pnl_usd,return_pct,exit_reason
X0,160,2025-06-09T00:00:00Z,2025-06-12T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1659.59,0.5994,x0_trail_stop
X0,161,2025-06-17T04:00:00Z,2025-06-18T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8130.86,-2.9192,x0_trend_exit
X0,162,2025-06-26T04:00:00Z,2025-07-01T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-6084.95,-2.2503,x0_trail_stop
X0,163,2025-07-03T04:00:00Z,2025-07-15T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,19310.19,7.3056,x0_trail_stop
X0,164,2025-07-15T08:00:00Z,2025-07-25T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-4700.0,-1.6571,x0_trail_stop
X0,165,2025-07-27T04:00:00Z,2025-08-01T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-7071.33,-2.5352,x0_trail_stop
X0,166,2025-08-09T16:00:00Z,2025-08-14T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1802.35,0.663,x0_trail_stop
X0,167,2025-09-11T04:00:00Z,2025-09-21T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1499.55,0.548,x0_trail_stop
X0,168,2025-10-01T16:00:00Z,2025-10-08T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,7742.47,2.8138,x0_trail_stop
X0,169,2025-10-08T12:00:00Z,2025-10-10T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-15665.22,-5.5373,x0_trail_stop
X0,170,2025-10-27T20:00:00Z,2025-10-29T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-11286.43,-4.2234,x0_trail_stop
X0,171,2026-01-03T04:00:00Z,2026-01-08T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,111.19,0.0434,x0_trail_stop
X0,172,2026-01-09T00:00:00Z,2026-01-18T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,9709.31,3.7918,x0_trail_stop
X0,173,2026-01-18T20:00:00Z,2026-01-19T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-8786.14,-3.3059,x0_trail_stop
X0,174,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-10792.37,-4.1996,x0_trail_stop
X0_E5EXIT,1,2019-01-05T04:00:00Z,2019-01-10T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-148.48,-1.4848,x0_trail_stop
X0_E5EXIT,2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,285.43,2.8973,x0_trail_stop
X0_E5EXIT,3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-278.67,-2.7491,x0_trail_stop
X0_E5EXIT,4,2019-03-06T12:00:00Z,2019-03-12T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-119.92,-1.2164,x0_trail_stop
X0_E5EXIT,5,2019-03-13T04:00:00Z,2019-03-25T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,138.43,1.4215,x0_trail_stop
X0_E5EXIT,6,2019-03-26T04:00:00Z,2019-04-04T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,2438.62,24.6904,x0_trail_stop
X0_E5EXIT,7,2019-04-05T16:00:00Z,2019-04-11T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,23.72,0.1926,x0_trail_stop
X0_E5EXIT,8,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,384.53,3.1163,x0_trail_stop
X0_E5EXIT,9,2019-04-27T00:00:00Z,2019-05-12T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,3575.01,28.0973,x0_trail_stop
X0_E5EXIT,10,2019-05-13T12:00:00Z,2019-05-14T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1070.18,6.5661,x0_trail_stop
X0_E5EXIT,11,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,2653.47,15.2772,x0_trail_stop
X0_E5EXIT,12,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-876.17,-4.376,x0_trail_stop
X0_E5EXIT,13,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-244.03,-1.2746,x0_trend_exit
X0_E5EXIT,14,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,11579.44,61.26,x0_trail_stop
X0_E5EXIT,15,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3949.97,-12.9585,x0_trail_stop
X0_E5EXIT,16,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,830.42,3.1299,x0_trail_stop
X0_E5EXIT,17,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2025.38,-7.4022,x0_trail_stop
X0_E5EXIT,18,2019-08-03T20:00:00Z,2019-08-07T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1338.58,5.2832,x0_trail_stop
X0_E5EXIT,19,2019-08-08T00:00:00Z,2019-08-12T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1567.16,-5.875,x0_trail_stop
X0_E5EXIT,20,2019-08-12T16:00:00Z,2019-08-14T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1758.05,-7.0019,x0_trail_stop
X0_E5EXIT,21,2019-09-06T08:00:00Z,2019-09-08T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-930.55,-3.9852,x0_trail_stop
X0_E5EXIT,22,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-620.93,-2.7696,x0_trend_exit
X0_E5EXIT,23,2019-10-27T00:00:00Z,2019-10-30T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-428.97,-1.9679,x0_trail_stop
X0_E5EXIT,24,2019-10-31T00:00:00Z,2019-11-08T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-880.68,-4.1212,x0_trail_stop
X0_E5EXIT,25,2019-11-12T00:00:00Z,2019-11-12T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-85.17,-0.4157,x0_trend_exit
X0_E5EXIT,26,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-413.11,-2.0247,x0_trail_stop
X0_E5EXIT,27,2020-01-05T00:00:00Z,2020-01-09T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1510.62,7.5567,x0_trail_stop
X0_E5EXIT,28,2020-01-10T20:00:00Z,2020-01-19T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,1547.11,7.1954,x0_trail_stop
X0_E5EXIT,29,2020-01-21T12:00:00Z,2020-01-23T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-906.93,-3.9349,x0_trail_stop
X0_E5EXIT,30,2020-01-24T04:00:00Z,2020-02-11T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,3630.44,16.3966,x0_trail_stop
X0_E5EXIT,31,2020-02-11T16:00:00Z,2020-02-15T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-813.4,-3.1562,x0_trail_stop
X0_E5EXIT,32,2020-02-16T08:00:00Z,2020-02-20T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1034.42,-4.1446,x0_trail_stop
X0_E5EXIT,33,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,536.31,2.2417,x0_trail_stop
X0_E5EXIT,34,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1525.84,-6.238,x0_trail_stop
X0_E5EXIT,35,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,17.62,0.0768,x0_trail_stop
X0_E5EXIT,36,2020-04-23T12:00:00Z,2020-04-30T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,5340.8,23.2694,x0_trail_stop
X0_E5EXIT,37,2020-04-30T16:00:00Z,2020-05-10T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-635.74,-2.247,x0_trail_stop
X0_E5EXIT,38,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1084.38,3.9208,x0_trail_stop
X0_E5EXIT,39,2020-05-23T04:00:00Z,2020-05-25T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1892.51,-6.5846,x0_trail_stop
X0_E5EXIT,40,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-89.14,-0.332,x0_trail_stop
X0_E5EXIT,41,2020-06-04T00:00:00Z,2020-06-11T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-532.27,-1.9891,x0_trail_stop
X0_E5EXIT,42,2020-06-23T20:00:00Z,2020-06-24T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-966.5,-3.6851,x0_trail_stop
X0_E5EXIT,43,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-874.68,-3.4626,x0_trail_stop
X0_E5EXIT,44,2020-07-11T04:00:00Z,2020-07-11T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-299.19,-1.2269,x0_trend_exit
X0_E5EXIT,45,2020-07-25T20:00:00Z,2020-08-02T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,3972.12,16.4906,x0_trail_stop
X0_E5EXIT,46,2020-08-02T20:00:00Z,2020-08-11T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,319.24,1.1377,x0_trail_stop
X0_E5EXIT,47,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,786.53,2.7716,x0_trail_stop
X0_E5EXIT,48,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1181.38,-4.0507,x0_trail_stop
X0_E5EXIT,49,2020-08-31T04:00:00Z,2020-09-02T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-790.6,-2.8252,x0_trail_stop
X0_E5EXIT,50,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-920.32,-3.3844,x0_trail_stop
X0_E5EXIT,51,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1116.6,-4.25,x0_trail_stop
X0_E5EXIT,52,2020-10-09T04:00:00Z,2020-10-28T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,5112.21,20.3219,x0_trail_stop
X0_E5EXIT,53,2020-10-29T08:00:00Z,2020-11-07T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,3298.06,10.896,x0_trail_stop
X0_E5EXIT,54,2020-11-11T08:00:00Z,2020-11-26T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,5313.94,15.8311,x0_trail_stop
X0_E5EXIT,55,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,4318.23,11.1064,x0_trail_stop
X0_E5EXIT,56,2020-12-11T00:00:00Z,2021-01-04T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,29189.51,67.5704,x0_trail_stop
X0_E5EXIT,57,2021-01-05T04:00:00Z,2021-01-11T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,9449.3,13.0537,x0_trail_stop
X0_E5EXIT,58,2021-01-12T04:00:00Z,2021-01-17T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-929.63,-1.1359,x0_trail_stop
X0_E5EXIT,59,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8145.85,-10.0681,x0_trail_stop
X0_E5EXIT,60,2021-02-02T04:00:00Z,2021-02-22T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,42105.94,57.868,x0_trail_stop
X0_E5EXIT,61,2021-02-24T00:00:00Z,2021-02-26T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-9699.51,-8.4441,x0_trail_stop
X0_E5EXIT,62,2021-03-02T08:00:00Z,2021-03-15T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,16405.0,15.5988,x0_trail_stop
X0_E5EXIT,63,2021-03-18T00:00:00Z,2021-03-22T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-7562.95,-6.2209,x0_trail_stop
X0_E5EXIT,64,2021-03-23T00:00:00Z,2021-03-25T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4301.39,-3.7728,x0_trail_stop
X0_E5EXIT,65,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-617.9,-0.5632,x0_trail_stop
X0_E5EXIT,66,2021-04-09T04:00:00Z,2021-04-16T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,4824.86,4.4228,x0_trail_stop
X0_E5EXIT,67,2021-05-02T16:00:00Z,2021-05-04T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-6161.25,-5.4086,x0_trail_stop
X0_E5EXIT,68,2021-05-06T04:00:00Z,2021-05-12T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-4992.63,-4.6333,x0_trail_stop
X0_E5EXIT,69,2021-07-25T12:00:00Z,2021-07-27T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,7936.05,7.7227,x0_trail_stop
X0_E5EXIT,70,2021-07-27T04:00:00Z,2021-08-02T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,7579.73,6.8472,x0_trail_stop
X0_E5EXIT,71,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,20774.12,17.5638,x0_trail_stop
X0_E5EXIT,72,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,4904.86,3.5274,x0_trail_stop
X0_E5EXIT,73,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1226.34,-0.8519,x0_trail_stop
X0_E5EXIT,74,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-9706.0,-6.8002,x0_trail_stop
X0_E5EXIT,75,2021-10-02T12:00:00Z,2021-10-21T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,41772.69,31.4022,x0_trail_stop
X0_E5EXIT,76,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3450.52,-1.974,x0_trail_stop
X0_E5EXIT,77,2021-10-29T04:00:00Z,2021-11-06T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3211.36,-1.8742,x0_trail_stop
X0_E5EXIT,78,2021-11-06T20:00:00Z,2021-11-11T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,9299.01,5.5307,x0_trail_stop
X0_E5EXIT,79,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-13795.19,-7.7748,x0_trail_stop
X0_E5EXIT,80,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-5539.99,-3.3855,x0_trail_stop
X0_E5EXIT,81,2022-02-05T20:00:00Z,2022-02-12T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1328.29,0.8402,x0_trail_stop
X0_E5EXIT,82,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3071.93,-1.9269,x0_trail_stop
X0_E5EXIT,83,2022-03-01T16:00:00Z,2022-03-04T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-8599.88,-5.5002,x0_trail_stop
X0_E5EXIT,84,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,16500.25,11.1673,x0_trail_stop
X0_E5EXIT,85,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-8551.24,-5.206,x0_trail_stop
X0_E5EXIT,86,2022-07-19T04:00:00Z,2022-07-23T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1534.44,0.9855,x0_trail_stop
X0_E5EXIT,87,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8713.27,-5.5414,x0_trail_stop
X0_E5EXIT,88,2022-07-28T04:00:00Z,2022-08-01T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1878.42,-1.2647,x0_trail_stop
X0_E5EXIT,89,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2466.95,-1.6822,x0_trail_stop
X0_E5EXIT,90,2022-08-10T12:00:00Z,2022-08-17T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,3154.27,2.1877,x0_trail_stop
X0_E5EXIT,91,2022-08-17T16:00:00Z,2022-08-19T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-10038.57,-6.8134,x0_trail_stop
X0_E5EXIT,92,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-5812.26,-4.2334,x0_trail_stop
X0_E5EXIT,93,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-4187.1,-3.1845,x0_trend_exit
X0_E5EXIT,94,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-5222.81,-4.1029,x0_trail_stop
X0_E5EXIT,95,2022-10-26T04:00:00Z,2022-10-28T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1631.77,-1.3367,x0_trail_stop
X0_E5EXIT,96,2022-10-29T00:00:00Z,2022-11-02T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-2586.21,-2.1473,x0_trail_stop
X0_E5EXIT,97,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1285.6,1.0908,x0_trail_stop
X0_E5EXIT,98,2022-12-07T04:00:00Z,2022-12-07T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2418.15,-2.0296,x0_trend_exit
X0_E5EXIT,99,2022-12-09T08:00:00Z,2022-12-15T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,880.63,0.7545,x0_trail_stop
X0_E5EXIT,100,2023-01-09T00:00:00Z,2023-01-30T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,38062.37,32.3648,x0_trail_stop
X0_E5EXIT,101,2023-01-31T16:00:00Z,2023-02-05T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2311.44,-1.4849,x0_trail_stop
X0_E5EXIT,102,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-6415.67,-4.1835,x0_trail_stop
X0_E5EXIT,103,2023-02-16T04:00:00Z,2023-02-17T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-7909.0,-5.3825,x0_trail_stop
X0_E5EXIT,104,2023-02-18T00:00:00Z,2023-02-22T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-5498.12,-3.9546,x0_trail_stop
X0_E5EXIT,105,2023-02-23T04:00:00Z,2023-02-24T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-7580.08,-5.6766,x0_trail_stop
X0_E5EXIT,106,2023-02-27T04:00:00Z,2023-03-03T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-7185.46,-5.7049,x0_trail_stop
X0_E5EXIT,107,2023-03-14T16:00:00Z,2023-03-15T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-7550.56,-6.3575,x0_trail_stop
X0_E5EXIT,108,2023-03-16T00:00:00Z,2023-03-22T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,10304.47,9.2653,x0_trail_stop
X0_E5EXIT,109,2023-03-23T08:00:00Z,2023-03-27T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3793.06,-3.1213,x0_trail_stop
X0_E5EXIT,110,2023-03-28T00:00:00Z,2023-04-09T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,2773.14,2.3556,x0_trail_stop
X0_E5EXIT,111,2023-04-09T12:00:00Z,2023-04-17T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,7590.16,6.2988,x0_trail_stop
X0_E5EXIT,112,2023-04-18T08:00:00Z,2023-04-19T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2629.12,-2.0525,x0_trail_stop
X0_E5EXIT,113,2023-04-30T08:00:00Z,2023-05-01T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-5299.84,-4.2243,x0_trail_stop
X0_E5EXIT,114,2023-05-04T04:00:00Z,2023-05-08T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3339.11,-2.7788,x0_trail_stop
X0_E5EXIT,115,2023-05-30T00:00:00Z,2023-05-31T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-3261.52,-2.7918,x0_trail_stop
X0_E5EXIT,116,2023-06-20T12:00:00Z,2023-06-28T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,12837.8,11.3047,x0_trail_stop
X0_E5EXIT,117,2023-06-29T08:00:00Z,2023-07-05T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-564.84,-0.4469,x0_trail_stop
X0_E5EXIT,118,2023-07-06T00:00:00Z,2023-07-14T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2226.79,-1.7696,x0_trail_stop
X0_E5EXIT,119,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2250.82,-1.8209,x0_trend_exit
X0_E5EXIT,120,2023-09-17T12:00:00Z,2023-09-21T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-526.5,-0.4338,x0_trail_stop
X0_E5EXIT,121,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1258.94,-1.0419,x0_trend_exit
X0_E5EXIT,122,2023-09-29T04:00:00Z,2023-10-03T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1771.44,1.4815,x0_trail_stop
X0_E5EXIT,123,2023-10-04T04:00:00Z,2023-10-11T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-782.63,-0.645,x0_trail_stop
X0_E5EXIT,124,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1020.11,-0.8461,x0_trend_exit
X0_E5EXIT,125,2023-10-16T16:00:00Z,2023-11-14T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,30045.87,25.1346,x0_trail_stop
X0_E5EXIT,126,2023-11-15T12:00:00Z,2023-11-16T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-68.21,-0.0456,x0_trail_stop
X0_E5EXIT,127,2023-11-17T04:00:00Z,2023-11-22T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3772.82,-2.5233,x0_trail_stop
X0_E5EXIT,128,2023-11-23T04:00:00Z,2023-11-27T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1752.34,-1.2023,x0_trail_stop
X0_E5EXIT,129,2023-11-27T20:00:00Z,2023-12-11T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,20388.42,14.1594,x0_trail_stop
X0_E5EXIT,130,2023-12-12T00:00:00Z,2023-12-18T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-339.2,-0.2064,x0_trail_stop
X0_E5EXIT,131,2023-12-18T16:00:00Z,2023-12-26T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,3633.88,2.2152,x0_trail_stop
X0_E5EXIT,132,2023-12-26T20:00:00Z,2024-01-03T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,5478.38,3.2673,x0_trail_stop
X0_E5EXIT,133,2024-01-06T00:00:00Z,2024-01-12T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,373.12,0.2155,x0_trail_stop
