strategy,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
FULL,0.572066795222211,-0.1320458192462857,1.2577161765310974,13.986627557401166,-8.606644859179774,46.374887638551584,52.1958198150775,35.19168005723753,74.98486766892776,0.844,0.918
TP2,0.4463911815810545,-0.2222003655861136,1.1304067687536625,8.882757677220344,-9.781038042035007,34.130912679606446,49.850747115743175,32.80914202673101,74.50171179267485,0.776,0.852
TP3,0.380877442120781,-0.2917120857682144,1.0875685312313152,7.014877978095191,-10.682924948124436,30.688070075721917,49.92670666127253,32.32264315571923,75.30463874743904,0.736,0.824
