strategy,scenario,sharpe,cagr,mdd,calmar,trades
FULL,smart,1.7225777076648547,78.82991953767184,35.62930776806014,2.2125021359056225,202
FULL,base,1.5993803155857962,70.68086818109245,37.55691472643385,1.8819668414174824,202
FULL,harsh,1.469036076601517,62.4815849733863,40.90447064321874,1.5275001482935626,202
TP2,smart,1.6436231423963683,59.070652571323,37.20131146093,1.5878647889432844,202
TP2,base,1.4939389442958502,51.82200580975438,40.368984549259046,1.2837084308256534,202
TP2,harsh,1.3355622855186515,44.528677412365305,43.53945577075373,1.0227201195811926,202
TP3,smart,1.411851797137651,46.48726504797054,41.794377927011325,1.1122851290945102,202
TP3,base,1.2577342729859475,39.81202720719463,44.74024664497238,0.8898481835184172,202
TP3,harsh,1.0947428329733107,33.0956423004866,47.688183404428194,0.6940009020644186,202
