path,d_sharpe,d_cagr,d_mdd
0,0.234573,9.949680,-2.906964
1,0.141068,10.265237,-4.658201
2,0.275103,8.162739,2.008948
3,-0.050244,-2.188324,5.833234
4,-0.023235,-0.858976,3.241853
5,0.050932,5.503985,2.362362
6,-0.156188,-5.378429,21.504169
7,0.116377,8.032151,-3.035292
8,-0.234207,-6.589130,9.040202
9,-0.208641,-4.123949,26.475348
10,0.111772,6.396196,-3.608654
11,-0.032348,0.531471,-0.379961
12,-0.071327,-2.781191,4.968841
13,0.552277,18.818434,-2.709641
14,0.041169,3.570238,6.480111
15,-0.394580,-17.747988,8.356263
16,0.042280,1.192779,-4.532993
17,-0.393982,-10.473899,16.337787
18,0.269729,9.618339,11.274852
19,0.144462,9.305867,4.348822
20,-0.161091,-6.216826,8.950882
21,0.057202,5.697833,-2.746725
22,-0.312552,-5.724587,26.323435
23,0.044187,5.457067,-7.030103
24,0.472014,15.262328,-2.921530
25,0.099646,5.006463,12.309035
26,0.043515,0.808161,1.445391
27,0.065095,0.675902,0.070537
28,0.231870,7.992056,-11.272116
29,-0.172673,-6.715391,2.945070
30,-0.024651,-0.070467,9.448925
31,-0.024648,1.057958,9.314009
32,-0.098017,-2.915181,-5.165079
33,0.237770,9.589922,-11.215487
34,0.193885,13.168316,-5.307116
35,0.006365,3.199534,-3.670812
36,0.093426,3.867263,4.770801
37,-0.126372,-7.934107,5.093713
38,0.466322,17.574207,1.654536
39,0.004567,-0.270491,1.371173
40,0.093101,4.253688,-0.365415
41,-0.147414,-4.254143,4.257313
42,-0.115731,-3.468845,7.406690
43,-0.101397,-3.584296,8.399102
44,-0.053979,-1.454268,7.050466
45,0.121286,3.463351,4.633847
46,0.262087,7.749659,-1.793271
47,0.188231,9.561650,4.248948
48,0.274560,8.787778,-6.359989
49,-0.177608,-1.029171,16.842861
50,0.016303,0.636924,-2.048478
51,-0.043765,-2.333267,8.582533
52,0.151238,8.196240,10.878166
53,0.132504,10.474259,-1.891897
54,0.020160,0.642365,0.268669
55,0.433162,22.609474,-10.056328
56,0.112408,4.030450,-1.359322
57,-0.182902,-5.893954,8.112410
58,0.057559,2.717879,3.824726
59,0.285663,16.787678,-10.306518
60,-0.232064,-8.546706,9.772675
61,0.025551,3.020991,-11.851052
62,0.081704,2.242081,-4.182280
63,-0.038179,-1.109791,2.364259
64,0.088175,2.807164,11.560462
65,0.164131,7.995922,-3.200435
66,-0.073125,-2.621356,3.809654
67,0.433378,23.238474,-23.991061
68,-0.000178,0.975557,10.414702
69,0.378986,26.631259,-5.023340
70,0.246168,8.144829,-3.225145
71,-0.090554,-3.844977,3.233643
72,0.033613,6.954981,12.900883
73,0.033943,5.368934,6.674975
74,-0.036261,-1.126767,3.641151
75,-0.000529,-0.268581,-2.069546
76,0.075702,2.381755,4.258632
77,0.085599,4.422712,1.714345
78,0.038222,2.680025,-0.202196
79,-0.011918,-0.224724,-2.272694
80,0.041975,3.216591,2.691374
81,0.120255,3.426784,4.925955
82,0.243140,6.916924,15.251560
83,-0.000352,0.417641,10.779392
84,-0.194636,-7.911259,19.820013
85,0.007872,0.709617,-4.526456
86,0.024725,1.596928,8.824783
87,-0.000923,0.713756,9.423074
88,0.163700,6.830434,-20.835168
89,0.082391,2.660528,-12.782910
90,-0.053157,-0.022348,-0.129767
91,-0.079883,-3.219062,7.180819
92,0.174684,7.961358,-0.885089
93,-0.015301,0.026103,6.386039
94,0.724130,43.725991,11.706416
95,-0.139934,-4.615779,13.969976
96,0.240002,22.860698,15.462048
97,-0.135237,-4.326451,16.197824
98,-0.110782,-4.333589,6.068915
99,0.276299,11.750356,8.679279
100,-0.022749,1.126026,4.136641
101,0.115954,12.260283,15.314513
102,0.084164,2.492469,-2.869442
103,-0.111479,-5.065398,7.921665
104,-0.108350,-4.103500,3.415798
105,0.008917,0.650112,2.264088
106,-0.202001,-6.135382,2.411609
107,-0.135907,-5.067197,13.753110
108,0.023110,1.178109,2.121143
109,-0.218616,-7.134482,13.767326
110,0.248956,6.062880,-16.488398
111,0.156389,8.064851,4.722439
112,0.213258,11.896828,-4.294138
113,-0.090188,-2.644436,2.139700
114,0.065044,1.705368,4.444028
115,0.124681,3.902182,-3.642490
