entry_bar_idx,entry_fill_bar_idx,entry_ts_ms,exit_ts_ms,entry_fill_price,exit_fill_price,qty,return_pct,pnl_usd
2209,2210,1546588800000,1547107200000,3787.064226,3773.763404,2.63661292,-0.351217,-49.994048
2428,2429,1549742400000,1551024000000,3657.214473,3774.482685,2.71248740,3.206490,302.731191
2536,2537,1551297600000,1551686400000,3817.054193,3723.273932,2.67420045,-2.456875,-265.722389
2568,2569,1551758400000,1553529600000,3716.713928,3958.958071,2.67089569,6.517697,631.147890
2694,2695,1553572800000,1554984000000,3940.077124,4996.010240,2.67565566,26.799808,2805.262017
2799,2800,1555084800000,1556236800000,5042.488709,5215.250835,2.64305209,3.426128,435.943029
2885,2886,1556323200000,1558065600000,5320.316329,7336.597896,2.58309623,37.897776,5179.822604
3010,3011,1558123200000,1559260800000,7142.867514,8258.834967,2.64520797,15.623522,2919.196498
3094,3095,1559332800000,1559606400000,8453.166831,8107.546369,2.57665508,-4.088651,-921.880245
3121,3122,1559721600000,1559980800000,7831.855986,7902.131938,2.65936623,0.897309,155.367498
3140,3141,1559995200000,1560009600000,7989.313325,7911.182880,2.62246734,-0.977937,-236.014770
3168,3169,1560398400000,1561651200000,8090.094031,11818.172958,2.55679000,46.082022,9486.590029
3265,3266,1561795200000,1561996800000,11889.380469,10379.782428,2.53386394,-12.697029,-3864.567473
3288,3289,1562126400000,1562832000000,11300.752282,11574.017296,2.32039169,2.418113,593.797487
3342,3343,1562904000000,1563120000000,11200.702307,10402.769423,2.39054701,-7.123954,-1944.798538
3478,3479,1564862400000,1565467200000,10861.993853,11320.231273,2.28262109,4.218723,1007.222699
3524,3525,1565524800000,1565712000000,11481.102497,10941.789998,2.24389559,-4.697393,-1246.989292
3679,3680,1567756800000,1568001600000,10726.588549,10289.922355,2.28205714,-4.070877,-1031.720492
3708,3709,1568174400000,1568203200000,10103.445873,10053.009446,2.31721435,-0.499200,-151.814480
3729,3730,1568476800000,1568664000000,10368.140369,10111.271140,2.24005430,-2.477486,-609.375716
3983,3984,1572134400000,1572580800000,9239.232307,9055.058146,2.44413692,-1.993392,-483.344571
4015,4016,1572595200000,1573214400000,9108.531705,9017.245987,2.42250965,-1.002200,-253.907082
4063,4064,1573286400000,1573531200000,8831.735116,8731.911535,2.46598547,-1.130283,-278.462650
4340,4341,1577275200000,1577289600000,7224.138724,7182.392217,2.97174047,-0.577875,-156.076093
4362,4363,1577592000000,1577808000000,7314.368887,7187.806799,2.90937869,-1.730321,-399.585119
4403,4404,1578182400000,1578614400000,7361.546029,7809.924214,2.83220530,6.090815,1236.720113
4438,4439,1578686400000,1579449600000,8066.110065,8622.351178,2.73403785,6.896027,1485.423508
4502,4503,1579608000000,1579838400000,8665.418924,8312.271490,2.71230037,-4.075365,-991.659981
4519,4520,1579852800000,1581393600000,8346.870615,9723.699003,2.69296641,16.495145,3668.474210
4629,4630,1581436800000,1581868800000,10175.167541,9848.683925,2.56577158,-3.208631,-875.586594
4669,4670,1582012800000,1582200000000,9800.693348,9555.926901,2.57061184,-2.497440,-666.046394
4683,4684,1582214400000,1582646400000,9584.006824,9385.797159,2.55540255,-2.068129,-542.482219
