bar_idx,side,qty,est_fill_price,notional,reason,target_exposure
18365,BUY,3.73675,90547.03307499998,338351.6258430062,buy,1.0
18392,SELL,0.00016,91121.575125,14.579452020000002,sell,0.0
18400,BUY,3.70481,91327.75,338351.96147750004,buy,1.0
18460,SELL,0.00016,93438.95715,14.950233144000002,sell,0.0
18463,BUY,3.62165,93424.9399,338352.43358883495,buy,1.0
18471,SELL,0.00016,89501.45557500001,14.320232892000003,sell,0.0
