bar_idx,replay_idx,close_time_iso,close_price,signal,target_exposure,action,order_status,fill_price,fill_qty
18365,203,2026-01-03T03:59Z,90321.22,vtrend_e5_ema21_d1_entry,1.0,BUY,FILLED,68212.13,0.00016
18366,204,2026-01-03T07:59Z,89577.13,none,,HOLD,,,
18367,205,2026-01-03T11:59Z,89752.74,none,,HOLD,,,
18368,206,2026-01-03T15:59Z,89969.31,none,,HOLD,,,
18369,207,2026-01-03T19:59Z,90123.77,none,,HOLD,,,
18370,208,2026-01-03T23:59Z,90628.01,none,,HOLD,,,
18371,209,2026-01-04T03:59Z,91236.78,none,,HOLD,,,
18372,210,2026-01-04T07:59Z,91532.0,none,,HOLD,,,
18373,211,2026-01-04T11:59Z,91300.0,none,,HOLD,,,
18374,212,2026-01-04T15:59Z,91334.94,none,,HOLD,,,
18375,213,2026-01-04T19:59Z,91138.07,none,,HOLD,,,
18376,214,2026-01-04T23:59Z,91529.73,none,,HOLD,,,
18377,215,2026-01-05T03:59Z,92878.22,none,,HOLD,,,
18378,216,2026-01-05T07:59Z,92520.63,none,,HOLD,,,
18379,217,2026-01-05T11:59Z,93134.26,none,,HOLD,,,
18380,218,2026-01-05T15:59Z,93957.73,none,,HOLD,,,
18381,219,2026-01-05T19:59Z,94303.4,none,,HOLD,,,
18382,220,2026-01-05T23:59Z,93859.71,none,,HOLD,,,
18383,221,2026-01-06T03:59Z,93769.24,none,,HOLD,,,
18384,222,2026-01-06T07:59Z,93255.08,none,,HOLD,,,
18385,223,2026-01-06T11:59Z,93840.0,none,,HOLD,,,
18386,224,2026-01-06T15:59Z,93648.99,none,,HOLD,,,
18387,225,2026-01-06T19:59Z,92104.5,none,,HOLD,,,
18388,226,2026-01-06T23:59Z,93747.97,none,,HOLD,,,
18389,227,2026-01-07T03:59Z,92815.83,none,,HOLD,,,
18390,228,2026-01-07T07:59Z,92879.13,none,,HOLD,,,
18391,229,2026-01-07T11:59Z,92087.21,none,,HOLD,,,
18392,230,2026-01-07T15:59Z,91349.96,vtrend_e5_ema21_d1_trail_stop,0.0,SELL,FILLED,68189.88,0.00016
18393,231,2026-01-07T19:59Z,91186.07,none,,HOLD,,,
18394,232,2026-01-07T23:59Z,91364.16,none,,HOLD,,,
18395,233,2026-01-08T03:59Z,90813.4,none,,HOLD,,,
18396,234,2026-01-08T07:59Z,90548.02,none,,HOLD,,,
18397,235,2026-01-08T11:59Z,90226.77,none,,HOLD,,,
18398,236,2026-01-08T15:59Z,90781.57,none,,HOLD,,,
18399,237,2026-01-08T19:59Z,90937.41,none,,HOLD,,,
18400,238,2026-01-08T23:59Z,91099.99,vtrend_e5_ema21_d1_entry,1.0,BUY,FILLED,68189.89,0.00016
18401,239,2026-01-09T03:59Z,91220.23,none,,HOLD,,,
18402,240,2026-01-09T07:59Z,90741.84,none,,HOLD,,,
18403,241,2026-01-09T11:59Z,90463.11,none,,HOLD,,,
18404,242,2026-01-09T15:59Z,91176.47,none,,HOLD,,,
18405,243,2026-01-09T19:59Z,90332.15,none,,HOLD,,,
18406,244,2026-01-09T23:59Z,90641.28,none,,HOLD,,,
18407,245,2026-01-10T03:59Z,90626.14,none,,HOLD,,,
18408,246,2026-01-10T07:59Z,90678.5,none,,HOLD,,,
18409,247,2026-01-10T11:59Z,90723.86,none,,HOLD,,,
18410,248,2026-01-10T15:59Z,90665.75,none,,HOLD,,,
18411,249,2026-01-10T19:59Z,90626.54,none,,HOLD,,,
18412,250,2026-01-10T23:59Z,90504.7,none,,HOLD,,,
18413,251,2026-01-11T03:59Z,90733.5,none,,HOLD,,,
18414,252,2026-01-11T07:59Z,90710.79,none,,HOLD,,,
18415,253,2026-01-11T11:59Z,90754.99,none,,HOLD,,,
18416,254,2026-01-11T15:59Z,90875.79,none,,HOLD,,,
18417,255,2026-01-11T19:59Z,90690.8,none,,HOLD,,,
18418,256,2026-01-11T23:59Z,91013.65,none,,HOLD,,,
18419,257,2026-01-12T03:59Z,91808.12,none,,HOLD,,,
18420,258,2026-01-12T07:59Z,91408.09,none,,HOLD,,,
18421,259,2026-01-12T11:59Z,90620.96,none,,HOLD,,,
18422,260,2026-01-12T15:59Z,91665.0,none,,HOLD,,,
18423,261,2026-01-12T19:59Z,91861.27,none,,HOLD,,,
18424,262,2026-01-12T23:59Z,91296.2,none,,HOLD,,,
18425,263,2026-01-13T03:59Z,91408.91,none,,HOLD,,,
18426,264,2026-01-13T07:59Z,91942.0,none,,HOLD,,,
18427,265,2026-01-13T11:59Z,92000.74,none,,HOLD,,,
18428,266,2026-01-13T15:59Z,93449.99,none,,HOLD,,,
18429,267,2026-01-13T19:59Z,94226.84,none,,HOLD,,,
18430,268,2026-01-13T23:59Z,95414.0,none,,HOLD,,,
18431,269,2026-01-14T03:59Z,95720.99,none,,HOLD,,,
18432,270,2026-01-14T07:59Z,95205.1,none,,HOLD,,,
18433,271,2026-01-14T11:59Z,94792.99,none,,HOLD,,,
18434,272,2026-01-14T15:59Z,96764.57,none,,HOLD,,,
18435,273,2026-01-14T19:59Z,97267.42,none,,HOLD,,,
18436,274,2026-01-14T23:59Z,96951.78,none,,HOLD,,,
18437,275,2026-01-15T03:59Z,95985.1,none,,HOLD,,,
18438,276,2026-01-15T07:59Z,96630.48,none,,HOLD,,,
18439,277,2026-01-15T11:59Z,96581.08,none,,HOLD,,,
18440,278,2026-01-15T15:59Z,96737.04,none,,HOLD,,,
18441,279,2026-01-15T19:59Z,95516.01,none,,HOLD,,,
18442,280,2026-01-15T23:59Z,95604.8,none,,HOLD,,,
18443,281,2026-01-16T03:59Z,95354.69,none,,HOLD,,,
18444,282,2026-01-16T07:59Z,95653.16,none,,HOLD,,,
18445,283,2026-01-16T11:59Z,95429.09,none,,HOLD,,,
18446,284,2026-01-16T15:59Z,94585.98,none,,HOLD,,,
18447,285,2026-01-16T19:59Z,95002.09,none,,HOLD,,,
18448,286,2026-01-16T23:59Z,95550.94,none,,HOLD,,,
18449,287,2026-01-17T03:59Z,95372.95,none,,HOLD,,,
18450,288,2026-01-17T07:59Z,95101.67,none,,HOLD,,,
18451,289,2026-01-17T11:59Z,95323.86,none,,HOLD,,,
18452,290,2026-01-17T15:59Z,95573.64,none,,HOLD,,,
18453,291,2026-01-17T19:59Z,95291.38,none,,HOLD,,,
18454,292,2026-01-17T23:59Z,95147.77,none,,HOLD,,,
18455,293,2026-01-18T03:59Z,95200.29,none,,HOLD,,,
18456,294,2026-01-18T07:59Z,95028.27,none,,HOLD,,,
18457,295,2026-01-18T11:59Z,95168.06,none,,HOLD,,,
18458,296,2026-01-18T15:59Z,95119.28,none,,HOLD,,,
18459,297,2026-01-18T19:59Z,95380.99,none,,HOLD,,,
18460,298,2026-01-18T23:59Z,93673.14,vtrend_e5_ema21_d1_trail_stop,0.0,SELL,FILLED,68181.08,0.00016
18461,299,2026-01-19T03:59Z,92690.09,none,,HOLD,,,
18462,300,2026-01-19T07:59Z,92841.62,none,,HOLD,,,
18463,301,2026-01-19T11:59Z,93191.96,vtrend_e5_ema21_d1_entry,1.0,BUY,FILLED,68181.09,0.00016
18464,302,2026-01-19T15:59Z,93068.62,none,,HOLD,,,
18465,303,2026-01-19T19:59Z,93105.85,none,,HOLD,,,
18466,304,2026-01-19T23:59Z,92631.0,none,,HOLD,,,
18467,305,2026-01-20T03:59Z,92434.92,none,,HOLD,,,
18468,306,2026-01-20T07:59Z,91177.98,none,,HOLD,,,
18469,307,2026-01-20T11:59Z,91218.99,none,,HOLD,,,
18470,308,2026-01-20T15:59Z,90684.95,none,,HOLD,,,
18471,309,2026-01-20T19:59Z,89725.76,vtrend_e5_ema21_d1_trail_stop,0.0,SELL,FILLED,68181.08,0.00016
18472,310,2026-01-20T23:59Z,88427.66,none,,HOLD,,,
18473,311,2026-01-21T03:59Z,89432.33,none,,HOLD,,,
18474,312,2026-01-21T07:59Z,89213.95,none,,HOLD,,,
18475,313,2026-01-21T11:59Z,88789.99,none,,HOLD,,,
18476,314,2026-01-21T15:59Z,90288.04,none,,HOLD,,,
18477,315,2026-01-21T19:59Z,90355.56,none,,HOLD,,,
18478,316,2026-01-21T23:59Z,89454.73,none,,HOLD,,,
18479,317,2026-01-22T03:59Z,89899.51,none,,HOLD,,,
18480,318,2026-01-22T07:59Z,89818.79,none,,HOLD,,,
18481,319,2026-01-22T11:59Z,89941.26,none,,HOLD,,,
18482,320,2026-01-22T15:59Z,89000.01,none,,HOLD,,,
18483,321,2026-01-22T19:59Z,89777.9,none,,HOLD,,,
18484,322,2026-01-22T23:59Z,89559.67,none,,HOLD,,,
18485,323,2026-01-23T03:59Z,89924.78,none,,HOLD,,,
18486,324,2026-01-23T07:59Z,89549.45,none,,HOLD,,,
18487,325,2026-01-23T11:59Z,89202.48,none,,HOLD,,,
18488,326,2026-01-23T15:59Z,89761.61,none,,HOLD,,,
18489,327,2026-01-23T19:59Z,89982.79,none,,HOLD,,,
18490,328,2026-01-23T23:59Z,89600.26,none,,HOLD,,,
18491,329,2026-01-24T03:59Z,89770.02,none,,HOLD,,,
18492,330,2026-01-24T07:59Z,89620.1,none,,HOLD,,,
18493,331,2026-01-24T11:59Z,89595.4,none,,HOLD,,,
18494,332,2026-01-24T15:59Z,89275.77,none,,HOLD,,,
18495,333,2026-01-24T19:59Z,89331.36,none,,HOLD,,,
18496,334,2026-01-24T23:59Z,89225.34,none,,HOLD,,,
18497,335,2026-01-25T03:59Z,88960.35,none,,HOLD,,,
18498,336,2026-01-25T07:59Z,88659.99,none,,HOLD,,,
18499,337,2026-01-25T11:59Z,88570.17,none,,HOLD,,,
18500,338,2026-01-25T15:59Z,88446.5,none,,HOLD,,,
18501,339,2026-01-25T19:59Z,86495.16,none,,HOLD,,,
18502,340,2026-01-25T23:59Z,86670.36,none,,HOLD,,,
18503,341,2026-01-26T03:59Z,87282.05,none,,HOLD,,,
18504,342,2026-01-26T07:59Z,88000.64,none,,HOLD,,,
18505,343,2026-01-26T11:59Z,87855.0,none,,HOLD,,,
18506,344,2026-01-26T15:59Z,87641.41,none,,HOLD,,,
18507,345,2026-01-26T19:59Z,88013.19,none,,HOLD,,,
18508,346,2026-01-26T23:59Z,88347.08,none,,HOLD,,,
18509,347,2026-01-27T03:59Z,88788.0,none,,HOLD,,,
18510,348,2026-01-27T07:59Z,88320.41,none,,HOLD,,,
18511,349,2026-01-27T11:59Z,87992.74,none,,HOLD,,,
18512,350,2026-01-27T15:59Z,88047.46,none,,HOLD,,,
18513,351,2026-01-27T19:59Z,88408.77,none,,HOLD,,,
18514,352,2026-01-27T23:59Z,89250.0,none,,HOLD,,,
18515,353,2026-01-28T03:59Z,89126.67,none,,HOLD,,,
18516,354,2026-01-28T07:59Z,89134.35,none,,HOLD,,,
18517,355,2026-01-28T11:59Z,90080.0,none,,HOLD,,,
18518,356,2026-01-28T15:59Z,89479.66,none,,HOLD,,,
18519,357,2026-01-28T19:59Z,89402.58,none,,HOLD,,,
18520,358,2026-01-28T23:59Z,89299.99,none,,HOLD,,,
18521,359,2026-01-29T03:59Z,88053.71,none,,HOLD,,,
18522,360,2026-01-29T07:59Z,88352.97,none,,HOLD,,,
18523,361,2026-01-29T11:59Z,87846.5,none,,HOLD,,,
18524,362,2026-01-29T15:59Z,84934.02,none,,HOLD,,,
18525,363,2026-01-29T19:59Z,84012.11,none,,HOLD,,,
18526,364,2026-01-29T23:59Z,84650.16,none,,HOLD,,,
18527,365,2026-01-30T03:59Z,82676.43,none,,HOLD,,,
18528,366,2026-01-30T07:59Z,82816.98,none,,HOLD,,,
18529,367,2026-01-30T11:59Z,83151.36,none,,HOLD,,,
18530,368,2026-01-30T15:59Z,82883.94,none,,HOLD,,,
18531,369,2026-01-30T19:59Z,84242.99,none,,HOLD,,,
18532,370,2026-01-30T23:59Z,84260.49,none,,HOLD,,,
18533,371,2026-01-31T03:59Z,84022.69,none,,HOLD,,,
18534,372,2026-01-31T07:59Z,83546.81,none,,HOLD,,,
18535,373,2026-01-31T11:59Z,83020.0,none,,HOLD,,,
18536,374,2026-01-31T15:59Z,81302.15,none,,HOLD,,,
18537,375,2026-01-31T19:59Z,77750.01,none,,HOLD,,,
18538,376,2026-01-31T23:59Z,78741.09,none,,HOLD,,,
18539,377,2026-02-01T03:59Z,78868.28,none,,HOLD,,,
18540,378,2026-02-01T07:59Z,78343.0,none,,HOLD,,,
18541,379,2026-02-01T11:59Z,78743.56,none,,HOLD,,,
18542,380,2026-02-01T15:59Z,77593.4,none,,HOLD,,,
18543,381,2026-02-01T19:59Z,77174.78,none,,HOLD,,,
18544,382,2026-02-01T23:59Z,76968.21,none,,HOLD,,,
18545,383,2026-02-02T03:59Z,76292.98,none,,HOLD,,,
18546,384,2026-02-02T07:59Z,76660.79,none,,HOLD,,,
18547,385,2026-02-02T11:59Z,77759.99,none,,HOLD,,,
18548,386,2026-02-02T15:59Z,78850.06,none,,HOLD,,,
18549,387,2026-02-02T19:59Z,78341.5,none,,HOLD,,,
18550,388,2026-02-02T23:59Z,78738.61,none,,HOLD,,,
18551,389,2026-02-03T03:59Z,78753.32,none,,HOLD,,,
18552,390,2026-02-03T07:59Z,78794.67,none,,HOLD,,,
18553,391,2026-02-03T11:59Z,78079.5,none,,HOLD,,,
18554,392,2026-02-03T15:59Z,78132.33,none,,HOLD,,,
18555,393,2026-02-03T19:59Z,74935.0,none,,HOLD,,,
18556,394,2026-02-03T23:59Z,75770.21,none,,HOLD,,,
18557,395,2026-02-04T03:59Z,76698.17,none,,HOLD,,,
18558,396,2026-02-04T07:59Z,76514.3,none,,HOLD,,,
18559,397,2026-02-04T11:59Z,76017.25,none,,HOLD,,,
18560,398,2026-02-04T15:59Z,74136.36,none,,HOLD,,,
18561,399,2026-02-04T19:59Z,73923.29,none,,HOLD,,,
18562,400,2026-02-04T23:59Z,73165.83,none,,HOLD,,,
18563,401,2026-02-05T03:59Z,71223.25,none,,HOLD,,,
18564,402,2026-02-05T07:59Z,70756.85,none,,HOLD,,,
