peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,12885.89,2019-05-12T15:59:59Z,11928.95,2019-05-13T15:59:59Z,7.43,2,8,0.3,1.3
2019-05-14T07:59:59Z,14141.14,2019-05-23T07:59:59Z,12651.16,2019-05-26T23:59:59Z,10.54,54,76,9.0,12.7
2019-05-30T15:59:59Z,14641.38,2019-06-09T23:59:59Z,13128.8,2019-06-16T03:59:59Z,10.33,62,99,10.3,16.5
2019-06-26T19:59:59Z,22191.1,2019-07-30T03:59:59Z,18582.74,2019-08-06T07:59:59Z,16.26,200,243,33.3,40.5
2019-08-06T07:59:59Z,22515.14,2019-10-24T03:59:59Z,15990.06,2020-08-01T07:59:59Z,28.98,473,2166,78.8,361.0
2020-08-02T03:59:59Z,23653.53,2020-09-08T11:59:59Z,20281.01,2020-10-20T15:59:59Z,14.26,224,477,37.3,79.5
2020-11-06T07:59:59Z,30591.25,2020-11-15T19:59:59Z,28493.47,2020-11-24T11:59:59Z,6.86,57,109,9.5,18.2
2020-11-24T15:59:59Z,30905.17,2020-11-26T19:59:59Z,28366.75,2020-12-16T15:59:59Z,8.21,13,132,2.2,22.0
2020-12-21T07:59:59Z,37105.39,2020-12-21T11:59:59Z,35059.76,2020-12-25T11:59:59Z,5.51,1,25,0.2,4.2
2021-01-03T07:59:59Z,53162.46,2021-01-04T11:59:59Z,47475.08,2021-01-06T07:59:59Z,10.7,7,18,1.2,3.0
2021-01-08T11:59:59Z,63641.43,2021-01-27T15:59:59Z,51831.57,2021-02-16T03:59:59Z,18.56,115,232,19.2,38.7
2021-02-21T19:59:59Z,71816.13,2021-03-25T15:59:59Z,63038.36,2021-05-01T03:59:59Z,12.22,191,410,31.8,68.3
2021-05-03T07:59:59Z,72782.14,2021-09-28T23:59:59Z,57168.43,2021-10-11T03:59:59Z,21.45,892,965,148.7,160.8
2021-10-20T15:59:59Z,86617.2,2023-10-12T15:59:59Z,49481.84,2024-03-04T15:59:59Z,42.87,4332,5196,722.0,866.0
2024-03-04T23:59:59Z,89247.21,2024-03-05T19:59:59Z,82019.76,2024-03-08T19:59:59Z,8.1,5,23,0.8,3.8
2024-03-13T19:59:59Z,94643.99,2024-07-05T07:59:59Z,68731.28,2024-11-21T03:59:59Z,27.38,681,1514,113.5,252.3
2024-12-05T03:59:59Z,98421.76,2025-01-13T11:59:59Z,87376.23,2025-01-17T15:59:59Z,11.22,236,261,39.3,43.5
2025-01-20T11:59:59Z,103361.05,2025-04-09T03:59:59Z,69364.96,2025-10-03T19:59:59Z,32.89,472,1538,78.7,256.3
2025-10-06T19:59:59Z,105892.67,2025-11-13T23:59:59Z,91351.1,,13.73,229,,38.2,
