peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-06-09T23:59:59Z,13077.64,2019-06-16T07:59:59Z,14.43,160,198,26.7,33.0
2019-06-26T19:59:59Z,23398.79,2020-07-05T15:59:59Z,15995.81,2020-11-05T23:59:59Z,31.64,2249,2989,374.8,498.2
2020-11-06T07:59:59Z,23713.48,2020-11-07T19:59:59Z,22206.06,2020-11-09T11:59:59Z,6.36,9,19,1.5,3.2
2020-11-24T15:59:59Z,29023.5,2020-12-09T03:59:59Z,26163.01,2020-12-16T15:59:59Z,9.86,87,132,14.5,22.0
2020-12-21T07:59:59Z,33561.21,2020-12-21T11:59:59Z,31765.51,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,47656.42,2021-01-04T11:59:59Z,42663.93,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,56855.07,2021-01-27T15:59:59Z,42681.05,2021-02-19T11:59:59Z,24.93,115,252,19.2,42.0
2021-02-21T19:59:59Z,61553.98,2021-03-06T15:59:59Z,54974.47,2021-03-10T15:59:59Z,10.69,77,101,12.8,16.8
2021-03-14T03:59:59Z,66248.24,2021-03-25T15:59:59Z,58561.28,2021-04-14T03:59:59Z,11.6,69,186,11.5,31.0
2021-04-14T11:59:59Z,67113.52,2021-04-25T23:59:59Z,62165.08,2021-04-27T11:59:59Z,7.37,69,78,11.5,13.0
2021-05-03T07:59:59Z,70981.5,2021-09-28T23:59:59Z,51613.75,2021-10-15T03:59:59Z,27.29,892,989,148.7,164.8
2021-10-20T15:59:59Z,80883.39,2021-10-27T23:59:59Z,72456.85,2021-11-09T03:59:59Z,10.42,44,117,7.3,19.5
2021-11-09T03:59:59Z,81959.47,2023-10-12T15:59:59Z,53402.0,2024-01-08T19:59:59Z,34.84,4215,4744,702.5,790.7
2024-01-11T11:59:59Z,82129.93,2024-01-23T19:59:59Z,72051.92,2024-02-09T03:59:59Z,12.27,74,172,12.3,28.7
2024-03-04T23:59:59Z,109450.34,2024-08-07T19:59:59Z,75510.42,2024-11-20T11:59:59Z,31.01,935,1563,155.8,260.5
2024-12-17T03:59:59Z,120197.74,2024-12-30T15:59:59Z,108640.77,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,126690.58,2025-03-31T03:59:59Z,81743.7,,35.48,418,,69.7,
