peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-06-09T23:59:59Z,13077.64,2019-06-16T07:59:59Z,14.43,160,198,26.7,33.0
2019-06-26T19:59:59Z,23398.79,2020-07-05T15:59:59Z,16134.52,2020-11-05T23:59:59Z,31.05,2249,2989,374.8,498.2
2020-11-06T07:59:59Z,24018.13,2020-11-07T19:59:59Z,22491.33,2020-11-09T11:59:59Z,6.36,9,19,1.5,3.2
2020-11-24T15:59:59Z,29396.36,2020-12-09T03:59:59Z,26499.12,2020-12-16T15:59:59Z,9.86,87,132,14.5,22.0
2020-12-21T07:59:59Z,33992.36,2020-12-21T11:59:59Z,32173.6,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,48268.66,2021-01-04T11:59:59Z,43212.03,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,57585.48,2021-01-27T15:59:59Z,43229.37,2021-02-19T11:59:59Z,24.93,115,252,19.2,42.0
2021-02-21T19:59:59Z,62344.76,2021-03-06T15:59:59Z,55680.72,2021-03-10T15:59:59Z,10.69,77,101,12.8,16.8
2021-03-14T03:59:59Z,67099.33,2021-03-25T15:59:59Z,59313.61,2021-04-14T03:59:59Z,11.6,69,186,11.5,31.0
2021-04-14T11:59:59Z,67975.72,2021-04-25T23:59:59Z,62963.71,2021-04-27T11:59:59Z,7.37,69,78,11.5,13.0
2021-05-03T07:59:59Z,71893.39,2021-09-28T23:59:59Z,52648.19,2021-10-15T03:59:59Z,26.77,892,989,148.7,164.8
2021-10-20T15:59:59Z,82032.02,2021-10-27T23:59:59Z,73504.62,2021-11-09T03:59:59Z,10.4,44,117,7.3,19.5
2021-11-09T03:59:59Z,83144.65,2023-06-15T15:59:59Z,57730.13,2023-12-04T03:59:59Z,30.57,3501,4530,583.5,755.0
2023-12-09T07:59:59Z,90832.64,2023-12-18T03:59:59Z,84997.92,2024-01-02T03:59:59Z,6.42,53,143,8.8,23.8
2024-01-02T07:59:59Z,92397.17,2024-01-03T19:59:59Z,86600.25,2024-01-08T19:59:59Z,6.27,9,39,1.5,6.5
2024-01-11T11:59:59Z,95650.56,2024-01-23T19:59:59Z,83913.46,2024-02-09T03:59:59Z,12.27,74,172,12.3,28.7
2024-03-04T23:59:59Z,127468.58,2024-08-07T19:59:59Z,86626.0,2024-11-20T15:59:59Z,32.04,935,1564,155.8,260.7
2024-12-17T03:59:59Z,138055.59,2024-12-30T15:59:59Z,124781.6,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,145513.07,2025-03-31T03:59:59Z,92874.48,,36.17,418,,69.7,
