year,d1_ret_60_q50_expanding,h4_trendq_84_entry_q60_expanding,h4_trendq_84_hold_q50_expanding
2020,0.017331177924108765,0.44456083332901164,0.18495010546723112
2021,0.11701674886713587,0.5976763181047767,0.37280954220438917
2022,0.16551381051796077,0.5327188921296244,0.2733410988105367
2023,0.024763203088496333,0.3979686825003266,0.1211884305135927
2024,0.07826335476518742,0.4162470167531465,0.15029781084866284
2025,0.07915294281956675,0.4311089854478672,0.1585613219014447
2026,0.06139221189286537,0.391328364812821,0.1269146816344053
