macro_q,micro_on,micro_off,flow_q,dev_sharpe,dev_cagr,dev_mdd,dev_trades,hold_sharpe,hold_cagr,hold_mdd,hold_trades,pos_years
0.4,0.5,0.4,0.5,1.4746127700689013,0.5937826263048311,-0.3768562112447126,40,0.6466887456891885,0.1548853846374576,-0.3294943476855091,30,3
0.4,0.5,0.4,0.55,1.5255623279982231,0.6201024664740689,-0.37009947337151394,40,0.7218736651201388,0.17944145351893548,-0.33314651441025267,29,3
0.4,0.5,0.4,0.6,1.522831185045255,0.6171381940966378,-0.3786257827314884,40,0.8963674938082782,0.23720065508628996,-0.2734330607563019,26,3
0.4,0.5,0.4,0.65,1.5086733276696414,0.6047292806631641,-0.3758904157675801,39,0.892433552126785,0.23583116580539487,-0.273433060756303,26,3
0.4,0.5,0.5,0.5,1.6399541561451934,0.6523491419343928,-0.3032183355338711,71,0.8205428850313258,0.20484857144794288,-0.312145205710906,53,3
0.4,0.5,0.5,0.55,1.753698818179515,0.7135169441564742,-0.303218335533872,68,0.9991683438031891,0.26277065735692684,-0.2987806509292761,46,3
0.4,0.5,0.5,0.6,1.7550391144932607,0.7115483615637228,-0.3156095384809876,65,1.0267296465845768,0.26691436501274546,-0.243821616645866,43,3
0.4,0.5,0.5,0.65,1.7066644589788402,0.6774080077763742,-0.33281465021867096,63,1.0316559596825476,0.2685518832882652,-0.2438216166458651,43,3
0.4,0.6,0.4,0.5,1.4505451639120166,0.5732094058540744,-0.33780447175291806,35,0.9801802935785376,0.25973869696252594,-0.2697390103332078,21,3
0.4,0.6,0.4,0.55,1.4942939557748878,0.5948831522899924,-0.33780447175291795,35,1.0644377518341708,0.2878930187393467,-0.2811053364030771,20,3
0.4,0.6,0.4,0.6,1.4723702553277627,0.5819550302667831,-0.35862297845423674,35,1.1517613343336752,0.31710698504979185,-0.24777677156744604,19,3
0.4,0.6,0.4,0.65,1.4435217629583474,0.5618095570350801,-0.374161528271473,34,1.2667224558315764,0.3567487578895161,-0.20704414196555154,18,3
0.4,0.6,0.5,0.5,1.5777950825281335,0.607139469775414,-0.36112689517308816,45,1.1578029563031829,0.3122766199296094,-0.24920154022962526,26,3
0.4,0.6,0.5,0.55,1.6749496604490217,0.6567578894812485,-0.3611268951730887,43,1.334049477204904,0.37160580266422727,-0.22662806596280993,23,3
0.4,0.6,0.5,0.6,1.6520142551713433,0.643328210869762,-0.362699745429382,43,1.318789024551157,0.3605618127049748,-0.19979612657338564,22,3
0.4,0.6,0.5,0.65,1.611300609972913,0.6157526318340285,-0.365647969764756,42,1.3840047014228403,0.38226247507666855,-0.1871951809537803,21,3
0.4,0.6,0.6,0.5,1.5158606704649236,0.5434845263349719,-0.2838709674840503,74,0.9271481257801013,0.220346019754589,-0.21764156814034186,50,3
0.4,0.6,0.6,0.55,1.598525629349852,0.5817458993110729,-0.28531234014663875,69,1.0832751862879326,0.26544316904813603,-0.21157496031936263,46,3
0.4,0.6,0.6,0.6,1.5645378627174227,0.5637350987979222,-0.28404192866247413,69,1.0519336977688427,0.2491351974770737,-0.20612446233659143,43,3
0.4,0.6,0.6,0.65,1.5184952137928405,0.5362012051463776,-0.2874373845677991,64,1.109252710504342,0.26489982851445726,-0.19321165922141204,42,3
0.4,0.7,0.4,0.5,1.674841914814007,0.6792703484613145,-0.28355405967037783,23,0.42381717613766906,0.07889637045345399,-0.24513866241547355,18,3
0.4,0.7,0.4,0.55,1.7213623375332157,0.7024052722638707,-0.28355405967038005,23,0.5208923944103164,0.1058162788073016,-0.24925030479970378,17,3
0.4,0.7,0.4,0.6,1.7170627160190248,0.6998398454506471,-0.28355405967038017,23,0.5505698398206403,0.11410149255484825,-0.24143736578555708,17,3
0.4,0.7,0.4,0.65,1.651900894537209,0.6608253051320376,-0.2928384172217793,23,0.5491985360255727,0.1137159213465222,-0.2401997872561702,17,3
0.4,0.7,0.5,0.5,1.7068560811377598,0.6571583549636633,-0.3388100674214327,30,0.5560556397502975,0.11227732061684192,-0.22806414125740482,20,3
0.4,0.7,0.5,0.55,1.7908096540736815,0.6991426956086793,-0.3388100674214316,29,0.6287086426981547,0.1318410019389915,-0.226415834514484,19,3
0.4,0.7,0.5,0.6,1.7862875418367965,0.696582185310789,-0.34040067202934954,29,0.6761051700154664,0.1447664666539401,-0.226415834514484,19,3
0.4,0.7,0.5,0.65,1.707773442161304,0.6520694909774145,-0.3415092684408415,29,0.6845405375116974,0.14711918561765103,-0.22641583451448388,19,3
0.4,0.7,0.6,0.5,1.5401762634783576,0.5294972456915692,-0.28364106768199016,40,0.5056900077539322,0.09376415096882407,-0.2960497754059195,28,3
0.4,0.7,0.6,0.55,1.5982216216683554,0.5541793377704674,-0.2836410676819905,39,0.583529032296877,0.11300220688753915,-0.26442394718797047,27,3
0.4,0.7,0.6,0.6,1.6324605879515266,0.5696229054687956,-0.2811950935864016,38,0.6236264069698139,0.12175638654349408,-0.2461977396762911,25,3
0.4,0.7,0.6,0.65,1.5904234486394062,0.5466024739535973,-0.2861650495538892,36,0.6190049886039043,0.1205643081848391,-0.24496792759393748,25,3
0.5,0.5,0.4,0.5,1.6206108381475384,0.6650514357433357,-0.3856339856221239,35,1.2743322877103629,0.3511686474596867,-0.20982746622093584,21,3
0.5,0.5,0.4,0.55,1.6579500897098032,0.6829999315721009,-0.37897242501242157,35,1.3695626409593635,0.3834229113916261,-0.20982746622093684,20,3
0.5,0.5,0.4,0.6,1.6793133810063274,0.6897010864742978,-0.3729884714130194,34,1.4549541252246743,0.41189094548623273,-0.17683469850108002,19,3
0.5,0.5,0.4,0.65,1.6664111956180279,0.6769056656379306,-0.3702282883001339,33,1.3414661443979141,0.3678154573471213,-0.19545684685467746,19,3
0.5,0.5,0.5,0.5,1.8265448913606095,0.7375831826277675,-0.2350359086843281,62,1.4207531844922952,0.3820772891102444,-0.1995561178771612,37,3
0.5,0.5,0.5,0.55,1.9284560635782462,0.7917410263642037,-0.2350359086843281,59,1.5850494834087787,0.43673382584819787,-0.19955611787716077,33,3
0.5,0.5,0.5,0.6,1.9338707354711975,0.7915919026259159,-0.23503590868432833,56,1.582506481928414,0.42849685641979907,-0.1764383506224959,32,3
0.5,0.5,0.5,0.65,1.8863872156587187,0.7560332465064894,-0.235035908684328,54,1.4570821995065522,0.38185497789228195,-0.18185540607014516,32,3
0.5,0.6,0.4,0.5,1.636031302558253,0.6620250985486429,-0.3399578580953263,28,1.6283152081389156,0.46092817468898795,-0.13205109282765748,14,4
0.5,0.6,0.4,0.55,1.6662567686950225,0.6754171757177689,-0.33995785809532575,28,1.7338343889100016,0.497393989630011,-0.13414573706782396,13,4
0.5,0.6,0.4,0.6,1.6439717359785473,0.6618362449415194,-0.3607086653240762,28,1.7409547853443927,0.49928670119047025,-0.13414573706782373,13,4
0.5,0.6,0.4,0.65,1.6158701491050196,0.6406735210034715,-0.3761966855023624,27,1.6256000297835425,0.45248294950786927,-0.15373362118727885,13,4
0.5,0.6,0.5,0.5,1.7651968846663275,0.6903015958189496,-0.23865192824835968,37,1.8167259253907382,0.510333397020931,-0.12299003419498222,18,4
0.5,0.6,0.5,0.55,1.8497100639472353,0.732657533546976,-0.23865192824835912,35,1.9646338489679416,0.560902434786106,-0.1215496503704162,16,4
0.5,0.6,0.5,0.6,1.8263776499290387,0.7186126124592052,-0.23927562424799886,35,1.9006604527614057,0.531451631032378,-0.1215496503704162,16,4
0.5,0.6,0.5,0.65,1.7863290394171596,0.6897737368084327,-0.24279482277494013,34,1.7755537513445032,0.4814481741648522,-0.13279837118866977,16,4
0.5,0.6,0.6,0.5,1.6285969671491507,0.5827615696782045,-0.2838709674840506,65,1.2346146866918282,0.2829004243707336,-0.19482191386940217,33,4
0.5,0.6,0.6,0.55,1.6968794963200688,0.612846304611073,-0.2853123401466393,60,1.3768820902593186,0.32045822869752083,-0.16167121656053185,30,4
0.5,0.6,0.6,0.6,1.6621822540596007,0.5944813744011259,-0.2915742473002507,60,1.3018995515854586,0.2955440794901756,-0.19164509391492635,30,4
0.5,0.6,0.6,0.65,1.6160591953709136,0.5664061072885054,-0.2964231265176791,55,1.310329169276507,0.2971690402351783,-0.18777162757749832,29,4
0.5,0.7,0.4,0.5,1.847821999592676,0.7612267330904274,-0.2851143072350948,18,0.8859311650579778,0.20051505156290572,-0.20117707224458814,13,4
0.5,0.7,0.4,0.55,1.8804988876932007,0.7754181459291822,-0.28511430723509434,18,1.0043652618089762,0.23361249167215536,-0.16269037656575458,12,4
0.5,0.7,0.4,0.6,1.8761078930673447,0.7727426929154624,-0.2851143072350939,18,0.9009668642799898,0.2017099175210031,-0.16269037656575436,12,4
0.5,0.7,0.4,0.65,1.8097373927943736,0.7320548943252716,-0.29437844568070637,18,0.8962221639463815,0.20037971385191722,-0.1626903765657547,12,4
0.5,0.7,0.5,0.5,1.9029553328942557,0.744601934520335,-0.2350359086843281,24,1.0926031446752058,0.24870583556129722,-0.21214951844418828,15,4
0.5,0.7,0.5,0.55,1.9734853855101326,0.7787103871372145,-0.23503590868432833,23,1.1856453170433536,0.27391480249327227,-0.17675436816139534,14,4
0.5,0.7,0.5,0.6,1.9688627092680262,0.7760299729053799,-0.23503590868432822,23,1.079688980183806,0.2409699663124163,-0.17675436816139656,14,4
0.5,0.7,0.5,0.65,1.8888286129049716,0.729432831903118,-0.23627176953917628,23,1.0680015174807325,0.23776186202437866,-0.17936053996872758,14,4
0.5,0.7,0.6,0.5,1.6651967933679208,0.572408446823125,-0.29191244584907816,34,0.7387702124549387,0.14122289544663968,-0.2575688525754528,20,4
0.5,0.7,0.6,0.55,1.707450640515044,0.5887693361984903,-0.2919124458490774,33,0.8386149659822171,0.16426198873348707,-0.22421422164875204,19,4
0.5,0.7,0.6,0.6,1.7428402732215076,0.6045566177588058,-0.28949471398768034,32,0.8910709272384515,0.17623433250149434,-0.22421422164875204,17,4
0.5,0.7,0.6,0.65,1.7004676842159039,0.5810238408079347,-0.29440728477655576,30,0.8634785896810171,0.169543199996401,-0.23181269492805034,17,4
0.6,0.5,0.4,0.5,1.38352331319189,0.4912749154462872,-0.31429591056092676,28,0.8607542666730739,0.17814275468342378,-0.24128736960177155,13,3
0.6,0.5,0.4,0.55,1.3918887076436044,0.4953015088102859,-0.3068608323742775,28,0.9920047720328495,0.21127618646647894,-0.241287369601771,12,3
0.6,0.5,0.4,0.6,1.26246782113981,0.4299647972050691,-0.3286521640740878,28,1.0864329780348565,0.23464119949501394,-0.20960817485536343,11,3
0.6,0.5,0.4,0.65,0.9844011328251017,0.2910859488837436,-0.3256968069951345,27,1.0864329780348565,0.23464119949501416,-0.20960817485536287,11,3
0.6,0.5,0.5,0.5,1.5394525799361283,0.5370191475444044,-0.235035908684328,51,0.9995239902456893,0.20556624381769528,-0.20711566493399658,24,3
0.6,0.5,0.5,0.55,1.576363646151479,0.554332050966879,-0.235035908684328,49,1.1162264522874001,0.23416640832829705,-0.20711566493399636,22,3
0.6,0.5,0.5,0.6,1.4545087259110008,0.4909221128756891,-0.23503590868432822,47,1.1003920644657341,0.22554169324530626,-0.184216226350852,21,3
0.6,0.5,0.5,0.65,1.1330117023639843,0.3294734200847955,-0.2630631842743273,45,1.1003920644657341,0.2255416932453056,-0.1842162263508521,21,3
0.6,0.6,0.4,0.5,1.3106978723636766,0.45161376435142886,-0.30102753423542483,25,1.1564203160880682,0.24394642500846575,-0.15807678966445915,10,3
0.6,0.6,0.4,0.55,1.3106978723636766,0.45161376435142886,-0.30102753423542483,25,1.2747705205626265,0.27283689637156816,-0.16664190457871564,9,3
0.6,0.6,0.4,0.6,1.1740879503523947,0.3857887053136735,-0.32300225671818894,25,1.2747705205626265,0.27283689637156816,-0.16664190457871486,9,3
0.6,0.6,0.4,0.65,0.8777592441344847,0.24699180408016042,-0.3394037846912181,24,1.2747705205626265,0.2728368963715686,-0.16664190457871486,9,3
0.6,0.6,0.5,0.5,1.437034403769088,0.4804115509788156,-0.2985340435388196,33,1.3403965055089493,0.28522009571616547,-0.12353719594153234,12,3
0.6,0.6,0.5,0.55,1.4545991757047956,0.48821571398159014,-0.2985340435388196,32,1.4256437936805677,0.3056226657905916,-0.13245369158231746,11,3
0.6,0.6,0.5,0.6,1.3111355780871683,0.4207308983650049,-0.2970265634657554,32,1.3369990468734416,0.2793713010277754,-0.13245369158231746,11,3
0.6,0.6,0.5,0.65,0.9932820334459161,0.273195298802529,-0.3217274264744503,31,1.3369990468734416,0.2793713010277754,-0.1324536915823178,11,3
0.6,0.6,0.6,0.5,1.2574598916741035,0.3797390470668338,-0.2838709674840504,61,1.2040928309724672,0.23799723758496105,-0.14536040502401915,20,3
0.6,0.6,0.6,0.55,1.2931378803658418,0.3935815594157579,-0.28531234014663887,57,1.3186046019884703,0.26241106396802993,-0.1379774688692611,18,3
0.6,0.6,0.6,0.6,1.1294184644711833,0.3259878182293734,-0.2840419286624739,57,1.2244707954379843,0.23702852873088975,-0.14198843531201255,18,3
0.6,0.6,0.6,0.65,0.8984644411762204,0.228340795095743,-0.27873021770592954,50,1.2089335451670251,0.2329746925273979,-0.15079333759410918,18,3
0.6,0.7,0.4,0.5,1.5172179753376662,0.532199660494395,-0.24294922446956513,16,0.6258984304976113,0.10845422686297268,-0.17087267874529788,9,3
0.6,0.7,0.4,0.55,1.5172179753376662,0.532199660494395,-0.24294922446956513,16,0.7724763236211629,0.13962777723656306,-0.17087267874529788,8,3
0.6,0.7,0.4,0.6,1.3978696104365809,0.47243104473323916,-0.24294922446956524,16,0.7724763236211629,0.13962777723656283,-0.1708726787452972,8,3
0.6,0.7,0.4,0.65,1.0482735152978169,0.3044000292434694,-0.25275977637436764,16,0.7724763236211629,0.13962777723656217,-0.17087267874529777,8,3
0.6,0.7,0.5,0.5,1.5712270895522649,0.5247625868269294,-0.29457857101664464,21,0.7646798070630031,0.1345288607474171,-0.15718372529703317,10,3
0.6,0.7,0.5,0.55,1.5708035988770326,0.5245652263815364,-0.29457857101664464,21,0.8780525429679834,0.1580569151348965,-0.14502245556738447,9,3
0.6,0.7,0.5,0.6,1.445453291644283,0.465094417473372,-0.2930625904654732,21,0.8780525429679834,0.15805691513489717,-0.14502245556738436,9,3
0.6,0.7,0.5,0.65,1.0687883914860976,0.2935371569526346,-0.30353172419661034,21,0.8780525429679834,0.1580569151348954,-0.14502245556738513,9,3
0.6,0.7,0.6,0.5,1.2868985990364283,0.37183645421908906,-0.27475508499541257,31,0.6920903849897991,0.11387708322659651,-0.18727379340505446,12,3
0.6,0.7,0.6,0.55,1.2926917998356513,0.3739020433736677,-0.27475508499541257,31,0.8111514047385124,0.13697685750458022,-0.17162659248924883,11,3
0.6,0.7,0.6,0.6,1.1992557462757285,0.33544043080217567,-0.27227877012722457,30,0.8111514047385124,0.13697685750457933,-0.1716265924892485,11,3
0.6,0.7,0.6,0.65,0.956266281775034,0.23585777568336685,-0.2721777888494449,27,0.7938390455731139,0.13343916537196843,-0.17162659248924883,11,3
