system,dev_sharpe,dev_cagr,dev_mdd,dev_trades,hold_sharpe,hold_cagr,hold_mdd,hold_trades,full_sharpe,full_cagr,full_mdd,full_trades
new_base,1.6582850250523795,0.6880836355745343,-0.22357088540010972,53,1.7661413616988866,0.5225657174602125,-0.10712199858881222,23,1.6901536907086565,0.6388812632728149,-0.22357088540010972,76
new_final_flow,1.8337706802708391,0.7338546602896199,-0.227294597845199,35,1.8358930282860428,0.5324260093751243,-0.1128819150260073,16,1.8394607991314476,0.6714277971498728,-0.227294597845199,51
root_cause_old,1.6126939831928513,0.6554322348820731,-0.23892808872350735,58,1.3751747116353013,0.3765840177813815,-0.15220819410848097,28,1.5497730243345893,0.5623892460625468,-0.23892808872350735,86
fresh_start_old,1.5701171058874905,0.5224557527347542,-0.1995519518372677,58,0.10196286073387528,-0.0023794219850014064,-0.27883947802949793,30,1.1325233537247883,0.31366721982490287,-0.27883947802949804,88
h4d1_old,1.5570579868810874,0.6341593798977547,-0.2668748018681497,74,0.1509980888370994,0.006950825092261859,-0.3508747109108812,44,1.158173211512681,0.3801048702257266,-0.3508747109108812,118
