episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,mfe_pct,mae_pct,giveback_ratio,win_flag,unit_size_positive_contribution_rank_desc
1,2019-01-04T08:00:00Z,2019-01-10T08:00:00Z,36,6.0,vtrend_e5_trail_stop,-0.351217,7.465829918037419,2.2047216793095865,1.0470432629534543,0,99
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_e5_trail_stop,3.20649,14.78681469168516,2.436402722832599,0.7831520806301132,1,51
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_e5_trail_stop,-2.456875,1.858653385904392,3.834480350538736,2.3218575440866953,0,144
4,2019-03-05T04:00:00Z,2019-03-12T08:00:00Z,43,7.166667,vtrend_e5_trail_stop,3.071055,6.861869838264288,0.1413594939448911,0.5524463342521192,1,53
5,2019-03-13T04:00:00Z,2019-03-25T16:00:00Z,75,12.5,vtrend_e5_trail_stop,1.726183,4.561953397032456,2.0902745218723653,0.6216131885251438,1,62
6,2019-03-26T04:00:00Z,2019-04-04T00:00:00Z,53,8.833333,vtrend_e5_trail_stop,25.06503,33.88088187077833,1.169447260799353,0.26020136974007896,1,10
7,2019-04-05T16:00:00Z,2019-04-11T12:00:00Z,35,5.833333,vtrend_e5_trail_stop,0.493667,9.06235907343438,0.8944590271465914,0.9455255528941523,1,81
8,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_e5_trail_stop,3.426128,11.056272471268706,1.8341877262892687,0.690119069613807,1,50
9,2019-04-27T00:00:00Z,2019-05-12T16:00:00Z,94,15.666667,vtrend_e5_trail_stop,28.482195,41.37843569564188,2.659923212246277,0.31166573793412294,1,7
10,2019-05-13T12:00:00Z,2019-05-14T20:00:00Z,8,1.333333,vtrend_e5_trail_stop,6.886262,15.67283952751522,0.4083951687873265,0.560624481102452,1,36
11,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_e5_trail_stop,15.623522,27.03945554379214,1.020143714792126,0.4221953924073398,1,18
12,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_e5_trail_stop,-4.088651,4.277842567520009,7.958754919313632,1.9557740696311579,0,179
13,2019-06-05T08:00:00Z,2019-06-08T08:00:00Z,18,3.0,vtrend_e5_trend_exit,0.897309,3.4237607851743816,4.9448813498650015,0.737917145413447,1,77
14,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_e5_trend_exit,-0.977937,0.0,2.9829012244929083,,0,115
15,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,83,13.833333,vtrend_e5_trail_stop,61.744534,72.6803167734405,0.9896551349490724,0.1504641594715331,1,2
16,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,14,2.333333,vtrend_e5_trail_stop,-12.697029,2.982657775353596,15.639002165403742,5.256951335456097,0,207
17,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,48,8.0,vtrend_e5_trail_stop,3.439766,16.338095658824926,4.462643454305912,0.7894634679689838,1,49
18,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,15,2.5,vtrend_e5_trail_stop,-7.123954,6.1094177333178585,8.08612069293165,2.166061040669939,0,202
19,2019-08-03T20:00:00Z,2019-08-07T00:00:00Z,19,3.166667,vtrend_e5_trail_stop,5.5995,13.52151517370225,2.853931397819581,0.585882208608517,1,40
20,2019-08-08T00:00:00Z,2019-08-12T12:00:00Z,27,4.5,vtrend_e5_trail_stop,-5.59216,0.6088417135353695,7.298796343831379,10.184916006375332,0,193
21,2019-08-12T16:00:00Z,2019-08-14T04:00:00Z,9,1.5,vtrend_e5_trail_stop,-6.722531,0.5488120156935854,7.627483329098318,13.249241648807752,0,201
22,2019-09-06T08:00:00Z,2019-09-08T20:00:00Z,15,2.5,vtrend_e5_trail_stop,-3.696761,1.6713743626972108,5.3753208335165725,3.21180908508988,0,168
23,2019-09-11T04:00:00Z,2019-09-11T12:00:00Z,2,0.333333,vtrend_e5_trend_exit,-0.4992,0.3813958869515585,2.2115808389405776,2.3088762020745226,0,101
24,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,13,2.166667,vtrend_e5_trend_exit,-2.477486,0.5000861210851835,2.7983838824896665,5.95411869184426,0,145
25,2019-10-27T00:00:00Z,2019-10-30T16:00:00Z,22,3.666667,vtrend_e5_trail_stop,-1.67334,7.17448886416446,2.5783777167234287,1.2332347337464127,0,132
