episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,pnl_usd,mfe_pct,mae_pct,giveback_ratio,win_flag,native_positive_contribution_rank_desc
1,2019-01-04T08:00:00Z,2019-01-10T08:00:00Z,36,6.0,vtrend_e5_trail_stop,-0.351217,-49.994048,7.465829918037419,2.2047216793095865,1.0470432629534543,0,90
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_e5_trail_stop,3.20649,302.731191,14.78681469168516,2.436402722832599,0.7831520806301132,1,78
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_e5_trail_stop,-2.456875,-265.722389,1.858653385904392,3.834480350538736,2.3218575440866953,0,98
4,2019-03-05T04:00:00Z,2019-03-12T08:00:00Z,43,7.166667,vtrend_e5_trail_stop,3.071055,289.514559,6.861869838264288,0.1413594939448911,0.5524463342521192,1,79
5,2019-03-13T04:00:00Z,2019-03-25T16:00:00Z,75,12.5,vtrend_e5_trail_stop,1.726183,160.524897,4.561953397032456,2.0902745218723653,0.6216131885251438,1,80
6,2019-03-26T04:00:00Z,2019-04-04T00:00:00Z,53,8.833333,vtrend_e5_trail_stop,25.06503,2573.862379,33.88088187077833,1.169447260799353,0.26020136974007896,1,53
7,2019-04-05T16:00:00Z,2019-04-11T12:00:00Z,35,5.833333,vtrend_e5_trail_stop,0.493667,44.239875,9.06235907343438,0.8944590271465914,0.9455255528941523,1,85
8,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_e5_trail_stop,3.426128,422.792876,11.056272471268706,1.8341877262892687,0.690119069613807,1,76
9,2019-04-27T00:00:00Z,2019-05-12T16:00:00Z,94,15.666667,vtrend_e5_trail_stop,28.482195,3770.516137,41.37843569564188,2.659923212246277,0.31166573793412294,1,43
10,2019-05-13T12:00:00Z,2019-05-14T20:00:00Z,8,1.333333,vtrend_e5_trail_stop,6.886262,1148.334853,15.67283952751522,0.4083951687873265,0.560624481102452,1,66
11,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_e5_trail_stop,15.623522,2811.033001,27.03945554379214,1.020143714792126,0.4221953924073398,1,49
12,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_e5_trail_stop,-4.088651,-887.722287,4.277842567520009,7.958754919313632,1.9557740696311579,0,120
13,2019-06-05T08:00:00Z,2019-06-08T08:00:00Z,18,3.0,vtrend_e5_trend_exit,0.897309,149.610746,3.4237607851743816,4.9448813498650015,0.737917145413447,1,81
14,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_e5_trend_exit,-0.977937,-227.269835,0.0,2.9829012244929083,,0,97
15,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,83,13.833333,vtrend_e5_trail_stop,61.744534,12250.107431,72.6803167734405,0.9896551349490724,0.1504641594715331,1,17
16,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,14,2.333333,vtrend_e5_trail_stop,-12.697029,-4120.371268,2.982657775353596,15.639002165403742,5.256951335456097,0,165
17,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,48,8.0,vtrend_e5_trail_stop,3.439766,918.306134,16.338095658824926,4.462643454305912,0.7894634679689838,1,71
18,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,15,2.5,vtrend_e5_trail_stop,-7.123954,-2094.212917,6.1094177333178585,8.08612069293165,2.166061040669939,0,145
19,2019-08-03T20:00:00Z,2019-08-07T00:00:00Z,19,3.166667,vtrend_e5_trail_stop,5.5995,1452.701371,13.52151517370225,2.853931397819581,0.585882208608517,1,63
20,2019-08-08T00:00:00Z,2019-08-12T12:00:00Z,27,4.5,vtrend_e5_trail_stop,-5.59216,-1611.717643,0.6088417135353695,7.298796343831379,10.184916006375332,0,136
21,2019-08-12T16:00:00Z,2019-08-14T04:00:00Z,9,1.5,vtrend_e5_trail_stop,-6.722531,-1815.652656,0.5488120156935854,7.627483329098318,13.249241648807752,0,141
22,2019-09-06T08:00:00Z,2019-09-08T20:00:00Z,15,2.5,vtrend_e5_trail_stop,-3.696761,-945.140428,1.6713743626972108,5.3753208335165725,3.21180908508988,0,125
23,2019-09-11T04:00:00Z,2019-09-11T12:00:00Z,2,0.333333,vtrend_e5_trend_exit,-0.4992,-153.194472,0.3813958869515585,2.2115808389405776,2.3088762020745226,0,93
24,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,13,2.166667,vtrend_e5_trend_exit,-2.477486,-614.914933,0.5000861210851835,2.7983838824896665,5.95411869184426,0,112
25,2019-10-27T00:00:00Z,2019-10-30T16:00:00Z,22,3.666667,vtrend_e5_trail_stop,-1.67334,-414.916468,7.17448886416446,2.5783777167234287,1.2332347337464127,0,106
26,2019-10-31T00:00:00Z,2019-11-08T16:00:00Z,52,8.666667,vtrend_e5_trail_stop,-3.833113,-888.494896,3.825133110837755,5.098410128168586,2.002086172933338,0,121
27,2019-11-09T08:00:00Z,2019-11-12T04:00:00Z,17,2.833333,vtrend_e5_trend_exit,-1.130283,-273.850032,3.571833618837903,2.412381182198485,1.3164433511233196,0,99
28,2019-12-25T12:00:00Z,2019-12-25T16:00:00Z,1,0.166667,vtrend_e5_trend_exit,-0.577875,-153.490757,0.441039094309613,1.3188938867337383,2.310257996299818,0,94
29,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,15,2.5,vtrend_e5_trail_stop,-1.730321,-392.966158,2.9268569347177937,2.315427203856302,1.5911874200188185,0,104
30,2020-01-05T00:00:00Z,2020-01-09T08:00:00Z,26,4.333333,vtrend_e5_trail_stop,7.879817,1582.501954,14.85359144251029,0.591533746151356,0.46950089273033796,1,61
31,2020-01-10T20:00:00Z,2020-01-19T12:00:00Z,52,8.666667,vtrend_e5_trail_stop,7.517514,1622.305637,14.044811264300542,1.3155047990285496,0.4647479515009071,1,60
32,2020-01-21T12:00:00Z,2020-01-23T16:00:00Z,13,2.166667,vtrend_e5_trail_stop,-3.646271,-896.157398,1.760804380471524,4.143237934009434,3.070798460317079,0,122
33,2020-01-24T04:00:00Z,2020-02-11T04:00:00Z,108,18.0,vtrend_e5_trail_stop,16.74632,3763.33484,22.320888736128392,1.0915310749680331,0.24974671940841872,1,44
34,2020-02-11T16:00:00Z,2020-02-15T20:00:00Z,25,4.166667,vtrend_e5_trail_stop,-2.865197,-795.894347,3.1924040335563384,3.677261720677556,1.8975045044057817,0,114
35,2020-02-16T08:00:00Z,2020-02-20T00:00:00Z,22,3.666667,vtrend_e5_trail_stop,-3.85659,-1024.185316,2.8131475651619424,6.214348318608375,2.3709163528284343,0,126
36,2020-02-20T16:00:00Z,2020-02-25T08:00:00Z,28,4.666667,vtrend_e5_trail_stop,-0.766532,-224.621031,4.236152826846109,1.9199362790437016,1.1809500344610315,0,96
37,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,41,6.833333,vtrend_e5_trail_stop,2.548915,581.467149,11.006382834944812,1.7552686352128266,0.7684148336266025,1,73
38,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,17,2.833333,vtrend_e5_trail_stop,-5.956309,-1513.471124,0.57051131447201,7.644686922278717,11.440299515378365,0,133
39,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,30,5.0,vtrend_e5_trail_stop,0.377498,52.814503,8.258269833591497,3.9851860919495032,0.9542884880723463,1,84
40,2020-04-23T12:00:00Z,2020-04-30T12:00:00Z,42,7.0,vtrend_e5_trail_stop,23.639721,5462.775197,32.47396709086163,0.4592571781950031,0.2720408647992883,1,33
41,2020-04-30T16:00:00Z,2020-05-10T04:00:00Z,57,9.5,vtrend_e5_trail_stop,-1.95328,-603.029305,14.583676605840369,7.611433097287547,1.1339360473214117,0,111
42,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,63,10.5,vtrend_e5_trail_stop,4.233015,1144.147371,14.302933884030574,5.80059720110043,0.7040456850096873,1,67
43,2020-05-22T12:00:00Z,2020-05-25T00:00:00Z,15,2.5,vtrend_e5_trail_stop,-5.076139,-1522.043305,1.4460956441545494,5.803144684793233,4.510237390257636,0,134
44,2020-05-25T20:00:00Z,2020-05-26T00:00:00Z,1,0.166667,vtrend_e5_trend_exit,-0.50955,-181.842683,0.1455714684130888,1.278397852823813,4.500342515980176,0,95
45,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,29,4.833333,vtrend_e5_trail_stop,-0.032556,-49.970007,9.70550662995226,2.068282809909669,1.0033543843965371,0,89
46,2020-06-04T00:00:00Z,2020-06-11T16:00:00Z,46,7.666667,vtrend_e5_trail_stop,-1.694585,-502.673422,3.273373622158648,5.818410420913243,1.5176876200531286,0,108
47,2020-06-13T00:00:00Z,2020-06-15T00:00:00Z,12,2.0,vtrend_e5_trend_exit,-1.495258,-439.442466,0.2142891944960459,3.719774439905824,7.977757341038448,0,107
48,2020-06-23T20:00:00Z,2020-06-24T12:00:00Z,4,0.666667,vtrend_e5_trail_stop,-3.395678,-930.014541,0.2107593933728901,4.576972854790324,17.11163301268443,0,123
49,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,8,1.333333,vtrend_e5_trail_stop,-3.172528,-839.3725,0.0,3.393134007151005,,0,117
