strategy_id,scenario,period_start,period_end,trades,trades_per_month,entries_per_week,avg_hold_bars,avg_hold_days,total_fees,fee_drag_pct,turnover,turnover_per_month,share_emergency_dd,share_trailing_stop,share_fixed_stop,share_regime_off,share_structural_breakdown,share_hma_breakdown,share_peak_dd_stop,share_mr_defensive_exit,share_time_exit,share_other_exit,reentry_median_bars,reentry_p90_bars,cascade_leq1,cascade_leq3,cascade_leq6,cascade_leq12,buy_sell_ratio
candidate,smart,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,115.465808,1.248805,329902.308695,40985.312332,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
baseline,smart,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,115.465808,1.248805,329902.308695,40985.312332,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
candidate,base,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,325.725829,3.548776,325725.829441,40466.44871,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
baseline,base,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,325.725829,3.548776,325725.829441,40466.44871,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
candidate,harsh,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,482.08789,5.290434,321391.926898,39928.027655,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
baseline,harsh,2024-01-01T00:00:00Z,2024-09-01T23:59:59Z,17,2.11199,0.485714,65.588235,10.931373,482.08789,5.290434,321391.926898,39928.027655,0.470588,0.529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,0.0,25.0,4.823529
