strategy,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
E0,0.6968065739088956,-0.0043248709564419376,1.321952451228394,21.9510308749863,-7.167037535520614,61.182662638542766,58.49260832802318,40.526157138611644,80.04909733408697,0.882,0.946
X8,0.4834992790511732,-0.22743046516004178,1.154405518053401,10.617485311384232,-10.466159204494685,38.836885078354996,52.983865400023745,34.88545655893534,75.73433037811728,0.782,0.864
