strategy,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
X0,0.2688511035391144,-0.42684253618910734,0.9686985971797155,3.4800823162653316,-17.298542895013117,31.7870534798148,62.532765699619674,43.098760999428876,85.4006493575741,0.594,0.74
X2,0.32156726217134857,-0.410399421917673,1.0565590354953063,5.258684593877927,-16.37725949758751,40.35839391756416,63.1721831294422,44.31960491681682,85.35108894313082,0.662,0.77
X6,0.32156726217134857,-0.410399421917673,1.0565590354953063,5.258684593877927,-16.37725949758751,40.35839391756416,63.1721831294422,44.31960491681682,85.35108894313082,0.662,0.77
