variant,vs,scenario,d_sharpe,d_cagr_pct,d_mdd_pct,d_trades,d_win_rate_pct,d_avg_days_held,d_avg_exposure
X2,X0,smart,0.04940000000000011,6.019999999999996,-2.6499999999999986,-35,0.07000000000000028,1.9800000000000004,0.01369999999999999
X2,X0,base,0.07489999999999997,7.260000000000005,-1.3599999999999994,-35,0.3499999999999943,1.9800000000000004,0.01369999999999999
X2,X0,harsh,0.1019000000000001,8.470000000000006,0.6300000000000026,-35,0.7800000000000011,1.9800000000000004,0.01369999999999999
X6,X0,smart,0.058800000000000185,6.679999999999993,-2.6499999999999986,-38,0.28000000000000114,2.17,0.013899999999999968
X6,X0,base,0.08630000000000004,8.030000000000001,-1.0700000000000003,-38,0.529999999999994,2.17,0.013899999999999968
X6,X0,harsh,0.11530000000000018,9.339999999999996,0.8999999999999986,-38,0.9500000000000028,2.17,0.013899999999999968
X6,X2,smart,0.009400000000000075,0.6599999999999966,0.0,-3,0.21000000000000085,0.1899999999999995,0.00019999999999997797
X6,X2,base,0.011400000000000077,0.769999999999996,0.28999999999999915,-3,0.17999999999999972,0.1899999999999995,0.00019999999999997797
X6,X2,harsh,0.013400000000000079,0.8699999999999903,0.269999999999996,-3,0.1700000000000017,0.1899999999999995,0.00019999999999997797
