variant,scenario,d_sharpe,d_cagr_pct,d_mdd_pct,d_trades,d_win_rate_pct,d_avg_days_held,d_avg_exposure
X4A,smart,-0.20609999999999995,-13.070000000000007,5.880000000000003,12,-3.8500000000000014,-0.27000000000000046,0.012299999999999978
X4A,base,-0.2138,-12.979999999999997,6.899999999999999,12,-2.6700000000000017,-0.27000000000000046,0.012299999999999978
X4A,harsh,-0.2219,-12.839999999999996,7.899999999999999,12,-4.209999999999994,-0.27000000000000046,0.012299999999999978
X4B,smart,-0.0118999999999998,-0.7600000000000051,1.2199999999999989,33,-1.5500000000000043,-1.04,0.0014000000000000123
X4B,base,-0.020499999999999963,-1.279999999999994,1.4600000000000009,33,-3.700000000000003,-1.04,0.0014000000000000123
X4B,harsh,-0.02959999999999985,-1.759999999999998,1.6900000000000048,33,-4.479999999999997,-1.04,0.0014000000000000123
