strategy,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
X0,0.2688511035391144,-0.42684253618910734,0.9686985971797155,3.4800823162653316,-17.298542895013117,31.7870534798148,62.532765699619674,43.098760999428876,85.4006493575741,0.594,0.74
X4A,0.23613561019373291,-0.44128654020819563,0.923062236972528,2.1717043563494243,-17.443056178404916,32.14160525787486,63.353644200804396,44.84374176461643,86.61011892273024,0.57,0.726
X4B,0.11031743714390047,-0.6094244194126466,0.8174410086123862,-1.976215752226218,-21.968092185248253,26.27449737727559,68.52606854923812,48.66215667667334,89.34669239557877,0.434,0.61
