trial_id,status,metric_name,metric_value,final_equity_mid,total_return_pct_mid,cagr_pct_mid,max_drawdown_mid_pct,sharpe_like,sortino_like,trades,win_rate_pct,fills,error,params_json,param__add_cooldown_bars,param__breakdown_exit_to_target_mult,param__breakout_add_inc,param__breakout_lookback,param__crash_atr_mult,param__enable_breakdown_exit,param__enable_breakout_entry,param__enable_crash_stop,param__enable_momentum_add,param__enable_rebound_entry,param__enable_trailing_stop,param__enable_trend_strength_scale,param__kill_dd,param__max_add_per_signal,param__max_total_exposure,param__momentum_add_inc,param__rebound_add_inc,param__rebound_touch_atr,param__target_vol_annual,param__trend_scale_max,param__trend_scale_min
1,ok,final_equity_mid,34310.507306889675,34310.507306889675,243.10507306889676,22.240043179981694,20.945488672947132,1.0867861200188111,0.7579333981340409,42,40.476190476190474,463,,"{""add_cooldown_bars"": 1, ""breakdown_exit_to_target_mult"": 0.5, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 20, ""crash_atr_mult"": 8.0, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": true, ""enable_crash_stop"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": true, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.15, ""rebound_add_inc"": 0.06, ""rebound_touch_atr"": 0.35, ""target_vol_annual"": 0.5, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.85}",1,0.5,0.2,20,8.0,False,True,True,False,True,False,True,0.12,0.2,1.0,0.15,0.06,0.35,0.5,1.0,0.85
