month,nav_start,nav_end,underwater_share,exposure_mean,trades,pnl_usd,win_rate,ret_pct
2019-01,10000.0,9851.519340469396,0.8602150537634409,0.16666666666666666,1.0,-148.48065953060274,0.0,-1.4848065953060319
2019-02,9851.519340469396,10112.847212911118,0.9583333333333334,0.5714285714285714,2.0,6.759925280364314,0.5,2.6526656793760095
2019-03,10143.872365031782,10272.166191030077,1.0,0.8870967741935484,3.0,2457.124655424787,0.6666666666666666,1.2647421160439043
2019-04,10337.118910399766,12705.776017197777,0.9111111111111111,0.8722222222222222,3.0,3983.2566827196088,1.0,22.91409363991159
2019-05,12772.972654011333,20233.166256408906,0.8440860215053764,0.8494623655913977,3.0,2847.484529171981,0.6666666666666666,58.406087638923346
2019-06,20227.84485090605,27785.665375342996,0.8777777777777778,0.6222222222222222,3.0,7385.4463815468225,0.3333333333333333,37.36344914717107
2019-07,28525.17606841097,25336.62607203355,1.0,0.3602150537634409,2.0,-1194.9654425794083,0.5,-11.178020387079924
2019-08,25336.62607203355,23349.995689333067,1.0,0.2956989247311828,3.0,-1986.6303827004815,0.3333333333333333,-7.840942898444226
2019-09,23349.995689333067,21798.51042814019,1.0,0.15555555555555556,2.0,-1551.4852611928777,0.0,-6.644477719975073
2019-10,21798.51042814019,21285.5465918197,1.0,0.15053763440860213,2.0,-1309.6456386857283,0.0,-2.3532059129062977
2019-11,21104.566411517404,20403.693476491677,1.0,0.2611111111111111,1.0,-85.17131296278426,0.0,-3.320953964935469
2019-12,20403.693476491677,19990.582168492492,1.0,0.08064516129032258,1.0,-413.111307999183,0.0,-2.0246888558444365
2020-01,19990.582168492492,24826.259892129136,1.0,0.7419354838709677,4.0,5781.235307425123,0.75,24.189779381504152
2020-02,25037.1249922031,23923.992935235863,1.0,0.6206896551724138,2.0,-1847.8245406817548,0.0,-4.445926029102298
2020-03,23923.992935235863,23923.992935235863,1.0,0.0,0.0,0.0,nan,0.0
2020-04,23923.992935235863,27717.639606485216,1.0,0.7333333333333333,5.0,3733.1574616327002,0.6,15.857079884277914
2020-05,27895.617721591825,26770.76641510044,1.0,0.7956989247311828,3.0,-897.2745510458194,0.3333333333333333,-4.032358479090881
2020-06,27075.414017778137,25261.103795514762,1.0,0.3333333333333333,2.0,-1498.7720503079872,0.0,-6.700950984801457
2020-07,25261.103795514762,28153.251691314927,1.0,0.25268817204301075,3.0,2798.2535733307623,0.3333333333333333,11.449016318573069
2020-08,28229.499574234844,27843.236141259422,1.0,0.7741935483870968,4.0,-866.2106243706755,0.5,-1.3682971317279913
2020-09,27943.571610580457,25906.052534751227,1.0,0.23333333333333334,2.0,-2036.9219365281976,0.0,-7.291548497178335
2020-10,25957.953152128826,31691.486715530893,1.0,0.7634408602150538,2.0,8410.271037664299,1.0,22.087772213010016
2020-11,31459.41338920202,45460.12796440332,0.8666666666666667,0.8277777777777777,2.0,9632.163827231836,1.0,44.50405480226416
2020-12,44822.791043779325,68274.82769120138,0.8225806451612904,0.9193548387096774,1.0,29189.508289284044,1.0,52.32167855079793
2021-01,69112.26962431999,72761.9900471134,0.9139784946236559,0.5913978494623656,3.0,373.82208498657474,0.3333333333333333,5.280857426087349
2021-02,72761.9900471134,105168.41950446295,0.875,0.8154761904761905,2.0,32406.429457349546,0.5,44.53757990451659
2021-03,105168.41950446295,114063.77194659572,0.978494623655914,0.7526881720430108,4.0,3922.764910735862,0.25,8.45819732201576
2021-04,114798.69383222034,113916.0472665373,1.0,0.46111111111111114,1.0,4824.862851338482,1.0,-0.768864641415723
2021-05,113916.0472665373,102762.16335015597,1.0,0.27956989247311825,2.0,-11153.883916381335,0.0,-9.791319295238365
2021-06,102762.16335015597,102762.16335015597,1.0,0.0,0.0,0.0,nan,0.0
2021-07,102762.16335015597,124329.79884273588,1.0,0.20430107526881722,2.0,15515.785631337672,1.0,20.98791499658241
2021-08,127248.391514927,144452.27034676325,0.9139784946236559,0.8494623655913977,3.0,24452.646779954594,0.6666666666666666,13.519918505074479
2021-09,144276.72275191633,133024.59574021256,0.9555555555555556,0.28333333333333327,1.0,-9706.000021235686,0.0,-7.798989883525276
2021-10,133024.59574021256,169967.61871513366,0.9354838709677419,0.7849462365591398,3.0,35110.80262897868,0.3333333333333333,27.771573196184086
2021-11,166150.07254370453,163639.2102674324,0.9944444444444445,0.35,2.0,-4496.188101758835,0.5,-1.5112014324349166
2021-12,163639.2102674324,158099.21798690932,1.0,0.08602150537634407,1.0,-5539.992280523103,0.0,-3.3854919438129683
2022-01,158099.21798690932,158099.21798690932,1.0,0.0,0.0,0.0,nan,0.0
2022-02,158099.21798690932,156355.58164191965,1.0,0.3273809523809524,2.0,-1743.6363449896796,0.5,-1.1028747435892106
2022-03,156355.58164191965,164255.9586041888,1.0,0.5376344086021505,2.0,7900.376962269169,0.5,5.052826946953726
2022-04,164255.9586041888,155704.71665973475,1.0,0.16111111111111112,1.0,-8551.241944454056,0.0,-5.206046719474067
2022-05,155704.71665973475,155704.71665973475,1.0,0.0,0.0,0.0,nan,0.0
2022-06,155704.71665973475,155704.71665973475,1.0,0.0,0.0,0.0,nan,0.0
