start,end,ret_pct,underwater_share,trades,pnl_usd
2020-01-21,2021-03-12,437.77148336434084,0.9623548257909491,34,98525.11414657683
2020-01-28,2021-03-19,391.7474634934507,0.960752903484181,33,88238.65553618151
2020-02-04,2021-03-26,345.2368386824151,0.960752903484181,34,83937.26237645456
2020-02-11,2021-04-02,349.97445463842894,0.960752903484181,35,83319.36693928117
2020-02-18,2021-04-09,348.76318626424234,0.960752903484181,33,85167.19147996293
2020-02-25,2021-04-16,393.69893429630497,0.960752903484181,34,89992.0543313014
2020-03-03,2021-04-23,376.15817131745956,0.960752903484181,34,89992.0543313014
2020-03-10,2021-04-30,376.15817131745956,0.960752903484181,34,89992.0543313014
2020-03-17,2021-05-07,340.6473123089263,0.960752903484181,36,78838.17041492008
2020-03-24,2021-05-14,329.5360044133989,0.960752903484181,36,78838.17041492008
2020-03-31,2021-05-21,329.5360044133989,0.960752903484181,36,78838.17041492008
2020-04-07,2021-05-28,294.8112132753233,0.960752903484181,35,78301.85940491395
2020-04-14,2021-06-04,335.0586972194308,0.960752903484181,34,79827.69733479801
2020-04-21,2021-06-11,347.72477209046946,0.960752903484181,33,79810.07989264486
2020-04-28,2021-06-18,315.77578734028816,0.960752903484181,32,74469.27753327697
2020-05-05,2021-06-25,261.11122620275796,0.960752903484181,31,75105.0129532874
2020-05-12,2021-07-02,271.6394033591313,0.960752903484181,30,74020.63571783781
2020-05-19,2021-07-09,239.89874653057961,0.960752903484181,30,74020.63571783781
2020-05-26,2021-07-16,282.7408785935941,0.960752903484181,29,75913.14640486334
2020-06-02,2021-07-23,259.20170937474523,0.960752903484181,28,76002.28750433322
2020-06-09,2021-07-30,348.4176067601064,0.960752903484181,29,92050.34311433909
2020-06-16,2021-08-06,378.27019351516026,0.960752903484181,30,112824.46462762471
2020-06-23,2021-08-13,433.3016004145433,0.9563476171405687,30,112824.46462762471
2020-06-30,2021-08-20,463.88207633556186,0.9555466559871846,30,118695.82900760631
2020-07-07,2021-08-27,469.8758611992299,0.9543452142571085,30,118695.82900760631
2020-07-14,2021-09-03,529.9559803744914,0.9535442531037245,29,118643.36231063842
2020-07-21,2021-09-10,492.55703255804895,0.9511413696435723,29,118643.36231063842
2020-07-28,2021-09-17,423.79919136881455,0.9511413696435723,28,114671.23839260268
2020-08-04,2021-09-24,372.7944916351823,0.9511413696435723,28,104646.00063005502
2020-08-11,2021-10-01,349.926276654365,0.9511413696435723,28,104646.00063005502
2020-08-18,2021-10-08,392.9407501010856,0.9511413696435723,28,145632.1621230315
2020-08-25,2021-10-15,476.89122774821476,0.9503404084901882,27,146813.54058343786
2020-09-01,2021-10-22,525.5366615269708,0.9463356027232679,26,147604.1382197485
2020-09-08,2021-10-29,530.1100858368147,0.9463356027232679,27,144153.6135488666
2020-09-15,2021-11-05,534.2559971604692,0.9463356027232679,28,140942.2516247164
2020-09-22,2021-11-12,575.3532872014711,0.9459351221465759,28,151161.57754137914
2020-09-29,2021-11-19,536.7841216381477,0.9459351221465759,28,138482.98545948576
2020-10-06,2021-11-26,550.49192204603,0.9459351221465759,28,138482.98545948576
2020-10-13,2021-12-03,519.6187282397764,0.9459351221465759,27,133370.77224905405
2020-10-20,2021-12-10,504.69637140500254,0.9459351221465759,27,133370.77224905405
2020-10-27,2021-12-17,442.6591652118386,0.9459351221465759,27,133370.77224905405
2020-11-03,2021-12-24,431.73638236688976,0.9459351221465759,26,130072.71442182144
2020-11-10,2021-12-31,371.00304635338307,0.94873848618342,27,124532.72214129833
2020-11-17,2022-01-07,338.7603232414509,0.9491389667601121,26,119218.78701816754
2020-11-24,2022-01-14,296.5330527255224,0.9531437725270324,26,119218.78701816754
2020-12-01,2022-01-21,252.72060107209887,0.9555466559871846,25,114900.55831406648
2020-12-08,2022-01-28,257.6005699617735,0.9555466559871846,25,114900.55831406648
2020-12-15,2022-02-04,243.82673414145782,0.9559471365638766,24,85711.05002478245
2020-12-22,2022-02-11,205.0254800733902,0.9627553063676412,25,87039.34398793688
2020-12-29,2022-02-18,150.47741448417722,0.9663596315578694,26,83967.41367979278
2021-01-05,2022-02-25,115.99604748074879,0.9723668402082499,26,83967.41367979278
2021-01-12,2022-03-04,80.99996509009972,0.9751702042450942,26,65918.23237682608
2021-01-19,2022-03-11,78.90494789847394,0.9751702042450942,24,74993.713830356
2021-01-26,2022-03-18,101.18825359049151,0.9751702042450942,25,91493.96855707535
2021-02-02,2022-03-25,118.29711878818263,0.9751702042450942,25,91493.96855707535
2021-02-09,2022-04-01,62.954249247232056,0.9755706848217861,24,49388.02598432312
2021-02-16,2022-04-08,45.0559823469147,0.9779735682819384,25,40836.78403986906
2021-02-23,2022-04-15,35.55107427153838,0.9835802963556267,25,40836.78403986906
2021-03-02,2022-04-22,48.05273046166416,0.9835802963556267,24,50536.297155271764
2021-03-09,2022-04-29,33.23633598531435,0.9835802963556267,23,34131.29234676877
2021-03-16,2022-05-06,28.07463270830044,0.9851822186623949,23,34131.29234676877
2021-03-23,2022-05-13,35.406052063645554,0.9851822186623949,21,45995.63680736252
2021-03-30,2022-05-20,40.22898661414158,0.9851822186623949,20,46613.532244535905
2021-04-06,2022-05-27,36.813817046766296,0.9851822186623949,20,46613.532244535905
2021-04-13,2022-06-03,37.1544871342131,0.9851822186623949,19,41788.669393197415
2021-04-20,2022-06-10,36.68374245414399,0.985176282051282,19,41788.669393197415
2021-04-27,2022-06-17,36.68374245414399,0.9851822186623949,19,41788.669393197415
2021-05-04,2022-06-24,39.850187838826386,0.9851822186623949,18,47949.91950123757
2021-05-11,2022-07-01,49.207358812758926,0.9851822186623949,17,52942.553309578754
2021-05-18,2022-07-08,51.519500547278454,0.9851822186623949,17,52942.553309578754
2021-05-25,2022-07-15,51.519500547278454,0.9851822186623949,17,52942.553309578754
2021-06-01,2022-07-22,58.08551398201325,0.9851822186623949,18,54476.99825020085
2021-06-08,2022-07-29,49.030348907242846,0.9851822186623949,20,43885.30852933251
2021-06-15,2022-08-05,41.26797694882993,0.9851822186623949,21,41418.36099191883
2021-06-22,2022-08-12,45.32830681147144,0.9851822186623949,22,44572.63051207842
2021-06-29,2022-08-19,39.20869232428208,0.9851822186623949,23,34534.05993012882
2021-07-06,2022-08-26,33.605812493900224,0.9851822186623949,23,34534.05993012882
2021-07-13,2022-09-02,33.605812493900224,0.9851822186623949,23,34534.05993012882
2021-07-20,2022-09-09,33.605812493900224,0.9851822186623949,23,34534.05993012882
2021-07-27,2022-09-16,14.99450858385245,0.9851822186623949,24,16598.65361887185
2021-08-03,2022-09-23,7.6251926127117065,0.9851822186623949,23,9018.921428203677
2021-08-10,2022-09-30,-10.705920305892624,0.9887865438526231,22,-11755.200085081928
2021-08-17,2022-10-07,-13.194802639670788,0.9903884661593912,23,-16978.008032110643
2021-08-24,2022-10-14,-18.254315597741368,0.9915899078894673,22,-21882.870340452468
2021-08-31,2022-10-21,-15.581004815842803,0.9915899078894673,21,-20656.533298779625
2021-09-07,2022-10-28,-24.43587170213467,0.9947937525030036,22,-22288.29978811533
2021-09-14,2022-11-04,-17.588398342495115,0.9947937525030036,24,-23588.916227681195
2021-09-21,2022-11-11,-10.436352863313925,0.9947937525030036,23,-13882.91620644551
2021-09-28,2022-11-18,-10.436352863313925,0.9947937525030036,23,-13882.91620644551
2021-10-05,2022-11-25,-13.168178784394623,0.9947937525030036,22,-55655.60543045632
2021-10-12,2022-12-02,-24.505609150636232,0.9947937525030036,22,-55655.60543045632
2021-10-19,2022-12-09,-32.98341043793811,0.9979975971165399,23,-58073.75541500275
2021-10-26,2022-12-16,-34.59960839976116,0.9995995194233079,23,-53742.59646191931
2021-11-02,2022-12-23,-30.552655200945267,0.9995995194233079,22,-50531.234537769094
2021-11-09,2022-12-30,-37.36769380029382,0.9995995194233079,21,-59830.24136279475
2021-11-16,2023-01-06,-28.311594921003636,1.0,20,-46035.04643601026
2021-11-23,2023-01-13,-20.992863514367286,1.0,21,-7972.679889330058
2021-11-30,2023-01-20,-11.737163853350163,1.0,21,-7972.679889330058
2021-12-07,2023-01-27,-4.685090593400676,1.0,21,-7972.679889330058
2021-12-14,2023-02-03,-3.417117731311947,1.0,22,-10284.11844063156
2021-12-21,2023-02-10,-10.205250420076162,1.0,23,-16699.79119322652
2021-12-28,2023-02-17,-13.848801117377862,1.0,23,-19068.794158103232
2022-01-04,2023-02-24,-17.475016804214118,1.0,25,-32146.994003890148
2022-01-11,2023-03-03,-24.69019394812656,1.0,26,-39332.45576980182
2022-01-18,2023-03-10,-24.878336699336824,1.0,26,-39332.45576980182
2022-01-25,2023-03-17,-25.507223401180056,1.0,28,-36578.550105640286
2022-02-01,2023-03-24,-21.696573295104336,1.0,29,-40371.60570824836
2022-02-08,2023-03-31,-27.28083801725869,1.0,29,-38926.75601517396
2022-02-15,2023-04-07,-25.476202163164217,1.0,28,-35854.82570702986
2022-02-22,2023-04-14,-15.525323382489054,1.0,29,-28264.666501859745
2022-03-01,2023-04-21,-19.758673514751813,1.0,30,-30893.788898718172
2022-03-08,2023-04-28,-15.088359061086255,1.0,29,-22293.91113426798
2022-03-15,2023-05-05,-18.595552070423683,1.0,31,-30932.862270091093
2022-03-22,2023-05-12,-23.43576035968177,1.0,30,-47433.11699681045
2022-03-29,2023-05-19,-31.682722172556332,1.0,30,-47433.11699681045
2022-04-05,2023-05-26,-29.133953436530835,1.0,29,-38881.875052356394
2022-04-12,2023-06-02,-27.06622636416578,1.0,30,-42143.3910708068
2022-04-19,2023-06-09,-27.06622636416578,1.0,30,-42143.3910708068
2022-04-26,2023-06-16,-27.06622636416578,1.0,30,-42143.3910708068
2022-05-03,2023-06-23,-18.86677115840103,1.0,31,-29305.589899168284
2022-05-10,2023-06-30,-17.943565614029666,1.0,32,-29870.430299022715
2022-05-17,2023-07-07,-20.361905377097145,1.0,33,-32097.223607168373
2022-05-24,2023-07-14,-16.861416910460004,1.0,33,-32097.223607168373
2022-05-31,2023-07-21,-22.059729967082276,1.0,34,-34348.0400411481
2022-06-07,2023-07-28,-22.059729967082276,1.0,34,-34348.0400411481
2022-06-14,2023-08-04,-22.059729967082276,1.0,34,-34348.0400411481
2022-06-21,2023-08-11,-22.059729967082276,1.0,34,-34348.0400411481
2022-06-28,2023-08-18,-22.059729967082276,1.0,34,-34348.0400411481
2022-07-05,2023-08-25,-22.059729967082276,1.0,34,-34348.0400411481
2022-07-12,2023-09-01,-22.059729967082276,1.0,34,-34348.0400411481
2022-07-19,2023-09-08,-22.059729967082276,1.0,34,-34348.0400411481
2022-07-26,2023-09-15,-18.292577237678596,1.0,32,-27169.213093540166
2022-08-02,2023-09-22,-17.605005737638322,1.0,32,-25817.29583848553
2022-08-09,2023-09-29,-19.89300997919544,1.0,32,-24609.286101690246
2022-08-16,2023-10-06,-18.818895130163792,1.0,33,-26774.74528859096
2022-08-23,2023-10-13,-12.714764778834764,1.0,33,-17756.280495021652
2022-08-30,2023-10-20,-9.52553814331546,1.0,34,12289.588910847215
2022-09-06,2023-10-27,5.581813991179696,1.0,34,12289.588910847215
2022-09-13,2023-11-03,4.745169871015764,1.0,33,18101.84643555582
2022-09-20,2023-11-10,22.60769297979335,1.0,32,22288.94178143466
2022-09-27,2023-11-17,17.455834542750015,1.0,33,22220.73107681567
2022-10-04,2023-11-24,14.255155234060624,1.0,35,16695.56447824955
2022-10-11,2023-12-01,21.381048109479384,1.0,35,42306.79078345151
2022-10-18,2023-12-08,38.364609202631314,1.0,35,42306.79078345151
2022-10-25,2023-12-15,39.343081387153966,1.0,36,41967.58863805607
2022-11-01,2023-12-22,46.02445623621081,1.0,35,49819.44926851259
2022-11-08,2023-12-29,42.34637464272857,1.0,35,54012.23672398938
2022-11-15,2024-01-05,45.3344597250547,1.0,35,54012.23672398938
2022-11-22,2024-01-12,51.043465045825265,1.0,36,54385.35207116651
2022-11-29,2024-01-19,45.64762917896641,1.0,36,54385.35207116651
2022-12-06,2024-01-26,45.64762917896641,1.0,36,54385.35207116651
2022-12-13,2024-02-02,47.4638701039983,1.0,35,125938.86952398493
2022-12-20,2024-02-09,55.712769604342995,1.0,35,125938.86952398493
2022-12-27,2024-02-16,76.73842242020976,0.9951942330796957,35,125938.86952398493
2023-01-03,2024-02-23,72.74847357601999,0.9947937525030036,35,125938.86952398493
2023-01-10,2024-03-01,106.15371565997678,0.9895875050060072,34,87876.50297730473
2023-01-17,2024-03-08,69.11430578724227,0.986784140969163,35,96615.07993011363
2023-01-24,2024-03-15,59.59831851955033,0.986784140969163,35,96615.07993011363
2023-01-31,2024-03-22,50.018441222961904,0.986784140969163,37,72504.07040859379
2023-02-07,2024-03-29,55.61858991637087,0.986784140969163,36,83083.7021419087
2023-02-14,2024-04-05,50.61940833538212,0.986784140969163,38,74379.86454681061
2023-02-21,2024-04-12,54.35871418149407,0.986784140969163,38,83659.85968748642
2023-02-28,2024-04-19,73.49376501266465,0.986784140969163,36,98425.40607992109
2023-03-07,2024-04-26,82.87285452810269,0.986784140969163,36,98425.40607992109
2023-03-14,2024-05-03,82.87285452810269,0.986784140969163,36,98425.40607992109
2023-03-21,2024-05-10,71.10589026883028,0.986784140969163,34,95671.50041575957
2023-03-28,2024-05-17,83.96936364811762,0.986784140969163,33,101925.09435843465
2023-04-04,2024-05-24,84.44042347398056,0.986784140969163,33,101925.09435843465
2023-04-11,2024-05-31,69.11328354795754,0.986784140969163,34,92837.81086027743
2023-04-18,2024-06-07,77.24100984535312,0.986784140969163,34,92837.81086027743
2023-04-25,2024-06-14,70.16948925250462,0.986784140969163,35,88035.89917494038
2023-05-02,2024-06-21,77.67495100288903,0.986784140969163,34,93335.73846716253
2023-05-09,2024-06-28,82.75338022993071,0.986784140969163,33,96674.8503107635
2023-05-16,2024-07-05,82.75338022993071,0.986784140969163,33,96674.8503107635
2023-05-23,2024-07-12,82.75338022993071,0.986784140969163,33,96674.8503107635
2023-05-30,2024-07-19,80.94218586496864,0.986784140969163,33,100918.27696884504
2023-06-06,2024-07-26,88.86676555199035,0.986784140969163,33,100918.27696884504
2023-06-13,2024-08-02,86.71385311186847,0.986784140969163,34,98473.40106307372
2023-06-20,2024-08-09,86.71385311186847,0.986784140969163,34,98473.40106307372
2023-06-27,2024-08-16,65.83480941801862,0.986784140969163,33,85635.59989143521
2023-07-04,2024-08-23,63.558527596232835,0.986784140969163,32,86200.44029128963
2023-07-11,2024-08-30,68.72247572840826,0.986784140969163,32,87973.46201142465
2023-07-18,2024-09-06,72.9580932813329,0.986784140969163,31,90224.2784454044
2023-07-25,2024-09-13,74.34636557242852,0.986784140969163,31,90224.2784454044
2023-08-01,2024-09-20,82.61803864055987,0.986784140969163,33,99976.89684613427
2023-08-08,2024-09-27,87.27028610199628,0.986784140969163,33,99976.89684613427
2023-08-15,2024-10-04,76.5223049992152,0.986784140969163,34,92864.92621898619
2023-08-22,2024-10-11,68.73427325692927,0.986784140969163,35,83413.62972254738
2023-08-29,2024-10-18,80.93309374112299,0.986784140969163,36,95389.69122489306
2023-09-05,2024-10-25,77.36995962143614,0.986784140969163,37,99935.6173421287
2023-09-12,2024-11-01,82.34867674913143,0.986784140969163,37,99935.6173421287
2023-09-19,2024-11-08,97.218884502196,0.986784140969163,37,155793.3146704507
2023-09-26,2024-11-15,131.34617888236053,0.9851822186623949,36,157052.2524710691
2023-10-03,2024-11-22,154.77066252439408,0.9827793352022427,36,174029.3287880923
2023-10-10,2024-11-29,151.47571360843065,0.9823788546255506,36,186425.07538074127
2023-10-17,2024-12-06,155.57349938889362,0.9811774128954746,34,157399.3117632527
2023-10-24,2024-12-13,114.38459871381453,0.9811774128954746,36,161379.104991363
2023-10-31,2024-12-20,112.62645068276282,0.9799759711653985,37,158683.451990196
2023-11-07,2024-12-27,107.77459624499883,0.9799759711653985,37,158683.451990196
2023-11-14,2025-01-03,99.05809015470717,0.9799759711653985,37,158683.451990196
2023-11-21,2025-01-10,98.08171527141558,0.9799759711653985,36,157625.64643967038
2023-11-28,2025-01-17,112.56212117358176,0.9799759711653985,35,143100.8763654953
2023-12-05,2025-01-24,89.73859383007485,0.9799759711653985,37,140203.12031926433
2023-12-12,2025-01-31,86.58592546463633,0.9799759711653985,37,136790.28548812706
2023-12-19,2025-02-07,76.09576934402611,0.9799759711653985,36,133156.40289003684
2023-12-26,2025-02-14,74.59926902417551,0.9799759711653985,36,133156.40289003684
2024-01-02,2025-02-21,66.81566262335619,0.9799759711653985,35,127678.02033109532
2024-01-09,2025-02-28,63.84645197067196,0.9799759711653985,34,127304.9049839182
2024-01-16,2025-03-07,73.3631548966684,0.9799759711653985,34,127304.9049839182
2024-01-23,2025-03-14,73.3631548966684,0.9799759711653985,34,127304.9049839182
2024-01-30,2025-03-21,73.3631548966684,0.9799759711653985,34,127304.9049839182
2024-02-06,2025-03-28,74.36701583207137,0.9799759711653985,34,43432.107160948515
2024-02-13,2025-04-04,44.97269796945949,0.9819783740488587,34,43432.107160948515
2024-02-20,2025-04-11,39.94100418265694,0.9851822186623949,34,43432.107160948515
2024-02-27,2025-04-18,29.19751629972773,0.985983179815779,35,73454.35368009299
2024-03-05,2025-04-25,16.14971256153719,0.9931918301962355,35,73454.35368009299
2024-03-12,2025-05-02,25.43443221424917,0.9931918301962355,34,64715.776727284094
2024-03-19,2025-05-09,38.11503477537019,0.9919903884661594,34,106318.51333130259
2024-03-26,2025-05-16,45.896679710699615,0.9907889467360833,32,112794.13604636854
2024-04-02,2025-05-23,64.98988070104907,0.9887865438526231,32,130964.6716954571
2024-04-09,2025-05-30,49.95195994131769,0.9887865438526231,30,120115.95110616271
2024-04-16,2025-06-06,54.36846248790208,0.9887865438526231,31,118084.0425472313
2024-04-23,2025-06-13,55.29374613892697,0.9887865438526231,32,120093.68617179019
2024-04-30,2025-06-20,50.76048727970552,0.9887865438526231,33,110247.80296092998
2024-05-07,2025-06-27,49.85995177973701,0.9887865438526231,34,102879.36016414997
2024-05-14,2025-07-04,47.822056250766344,0.9887865438526231,35,126262.6164095112
2024-05-21,2025-07-11,47.12827784737645,0.9887865438526231,34,121028.93441321535
2024-05-28,2025-07-18,58.59680466166031,0.9887865438526231,34,117091.78661756942
2024-06-04,2025-07-25,53.07085352942327,0.9887865438526231,33,116834.69529060429
2024-06-11,2025-08-01,51.32572346183517,0.9887865438526231,33,115032.70302981639
2024-06-18,2025-08-08,54.19395893629711,0.9887865438526231,32,115702.85148806004
2024-06-25,2025-08-15,52.62537076116889,0.9887865438526231,34,112353.95193846045
2024-07-02,2025-08-22,52.62537076116889,0.9887865438526231,34,112353.95193846045
2024-07-09,2025-08-29,52.62537076116889,0.9887865438526231,34,112353.95193846045
2024-07-16,2025-09-05,52.62537076116889,0.9887865438526231,34,112353.95193846045
2024-07-23,2025-09-12,47.485318340769766,0.9887865438526231,34,112953.99780823685
2024-07-30,2025-09-19,56.35724811392342,0.9887865438526231,33,115398.87371400816
2024-08-06,2025-09-26,54.42451599138496,0.9887865438526231,33,115398.87371400816
2024-08-13,2025-10-03,57.7150864013464,0.9887865438526231,34,126035.7224446807
2024-08-20,2025-10-10,56.63829870460035,0.9887865438526231,35,113769.08667492862
2024-08-27,2025-10-17,50.525121481491574,0.9887865438526231,34,114222.85826293928
2024-09-03,2025-10-24,53.98541576125946,0.9887865438526231,34,114222.85826293928
2024-09-10,2025-10-31,47.482033074898396,0.9887865438526231,35,100462.93906367029
2024-09-17,2025-11-07,54.58170206039832,0.9887865438526231,33,90710.3206629404
2024-09-24,2025-11-14,42.18068597723095,0.9887865438526231,33,90710.3206629404
2024-10-01,2025-11-21,40.81395413039506,0.9887865438526231,32,97822.29129008845
2024-10-08,2025-11-28,48.128587303579586,0.9887865438526231,31,107273.58778652726
2024-10-15,2025-12-05,46.79671146451145,0.9887865438526231,30,95297.52628418159
2024-10-22,2025-12-12,42.46182045618991,0.9887865438526231,30,95297.52628418159
2024-10-29,2025-12-19,38.97995069278177,0.9887865438526231,29,90751.60016694595
2024-11-05,2025-12-26,43.98714345992085,0.9887865438526231,28,35420.40341620761
2024-11-12,2026-01-02,11.600205515700024,0.9895875050060072,28,35420.40341620761
2024-11-19,2026-01-09,9.67950605743868,0.9903884661593912,29,25911.119362539623
2024-11-26,2026-01-16,11.002279555439909,0.9931918301962355,29,25911.119362539623
2024-12-03,2026-01-23,0.9135908459762199,0.9935923107729275,29,805.360334091918
2024-12-10,2026-01-30,1.3461546287365955,0.9943932719263116,28,8826.182150218361
2024-12-17,2026-02-06,-7.423444839041915,0.9951942330796957,27,-3174.4328940183877
2024-12-24,2026-02-13,-0.1553122378655014,0.9955947136563876,26,-478.7798928513639
2024-12-31,2026-02-20,-0.1553122378655014,0.9955947136563876,26,-478.7798928513639
