peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13459.69,2019-05-27T03:59:59Z,11.93,54,77,9.0,12.8
2019-05-30T15:59:59Z,15766.56,2019-06-09T23:59:59Z,13981.25,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,25015.56,2020-05-26T15:59:59Z,15272.52,2020-12-19T19:59:59Z,38.95,2009,3252,334.8,542.0
2020-12-21T07:59:59Z,25419.8,2020-12-21T11:59:59Z,24065.35,2020-12-25T11:59:59Z,5.33,1,25,0.2,4.2
2021-01-03T07:59:59Z,36051.51,2021-01-04T11:59:59Z,32285.78,2021-01-06T07:59:59Z,10.45,7,18,1.2,3.0
2021-01-08T11:59:59Z,42989.84,2021-01-27T15:59:59Z,34205.07,2021-02-16T03:59:59Z,20.43,115,232,19.2,38.7
2021-02-21T19:59:59Z,49410.88,2021-03-06T15:59:59Z,43640.01,2021-03-11T23:59:59Z,11.68,77,109,12.8,18.2
2021-03-14T03:59:59Z,52589.4,2021-03-25T15:59:59Z,45094.46,2021-04-30T15:59:59Z,14.25,69,285,11.5,47.5
2021-05-03T07:59:59Z,54658.52,2021-09-28T23:59:59Z,41575.49,2021-10-11T03:59:59Z,23.94,892,965,148.7,160.8
2021-10-20T15:59:59Z,64406.05,2021-10-27T23:59:59Z,57682.94,2021-11-09T03:59:59Z,10.44,44,117,7.3,19.5
2021-11-09T03:59:59Z,65247.98,2023-10-12T15:59:59Z,44136.91,2024-02-28T11:59:59Z,32.36,4215,5048,702.5,841.3
2024-03-04T23:59:59Z,73879.38,2024-03-05T19:59:59Z,67227.93,2024-03-08T19:59:59Z,9.0,5,23,0.8,3.8
2024-03-13T19:59:59Z,78846.05,2024-05-01T15:59:59Z,68495.72,2024-05-20T19:59:59Z,13.13,293,408,48.8,68.0
2024-05-20T23:59:59Z,80518.51,2024-07-08T03:59:59Z,59351.87,2024-11-20T15:59:59Z,26.29,289,1102,48.2,183.7
2024-12-05T03:59:59Z,89191.18,2024-12-09T23:59:59Z,84161.83,2024-12-16T15:59:59Z,5.64,29,69,4.8,11.5
2024-12-17T03:59:59Z,90217.16,2024-12-30T15:59:59Z,81542.81,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,95090.5,2025-04-21T19:59:59Z,63759.18,,32.95,548,,91.3,
