peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13459.69,2019-05-27T03:59:59Z,11.93,54,77,9.0,12.8
2019-05-30T15:59:59Z,15766.56,2019-06-09T23:59:59Z,13981.25,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,25015.56,2020-05-24T23:59:59Z,15927.78,2020-12-26T19:59:59Z,36.33,1999,3294,333.2,549.0
2021-01-03T07:59:59Z,33145.15,2021-01-04T11:59:59Z,29650.55,2021-01-06T07:59:59Z,10.54,7,18,1.2,3.0
2021-01-08T11:59:59Z,39583.91,2021-01-27T15:59:59Z,31480.57,2021-02-16T03:59:59Z,20.47,115,232,19.2,38.7
2021-02-21T19:59:59Z,45231.73,2021-03-06T15:59:59Z,39952.79,2021-03-11T23:59:59Z,11.67,77,109,12.8,18.2
2021-03-14T03:59:59Z,48146.02,2021-03-25T15:59:59Z,41284.35,2021-04-30T15:59:59Z,14.25,69,285,11.5,47.5
2021-05-03T07:59:59Z,50040.32,2021-09-28T23:59:59Z,38160.41,2021-10-11T15:59:59Z,23.74,892,968,148.7,161.3
2021-10-20T15:59:59Z,58495.46,2021-10-27T23:59:59Z,52417.44,2021-11-09T03:59:59Z,10.39,44,117,7.3,19.5
2021-11-09T03:59:59Z,59291.92,2023-10-12T15:59:59Z,40230.72,2024-03-03T23:59:59Z,32.15,4215,5075,702.5,845.8
2024-03-04T23:59:59Z,63940.59,2024-07-05T07:59:59Z,46901.54,2024-11-11T15:59:59Z,26.65,734,1510,122.3,251.7
2024-11-13T15:59:59Z,70359.41,2024-11-14T23:59:59Z,66556.4,2024-11-19T19:59:59Z,5.41,8,37,1.3,6.2
2024-12-05T03:59:59Z,78818.2,2024-12-09T23:59:59Z,74373.77,2024-12-16T15:59:59Z,5.64,29,69,4.8,11.5
2024-12-17T03:59:59Z,79724.86,2024-12-30T15:59:59Z,72059.35,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,84031.44,2025-11-20T23:59:59Z,56283.84,,33.02,1827,,304.5,
