episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,mfe_pct,mae_pct,giveback_ratio,win_flag,unit_size_positive_contribution_rank_desc
1,2019-01-05T00:00:00Z,2019-01-10T08:00:00Z,32,5.333333,vtrend_e5_ema21_d1_trail_stop,-0.530265,7.272736262322418,2.0620319197262056,1.0729113473765195,0,95
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_e5_ema21_d1_trail_stop,3.20649,14.78681469168516,2.436402722832599,0.7831520806301132,1,50
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_e5_ema21_d1_trail_stop,-2.456875,1.8586533859043919,3.8344803505387355,2.321857544086695,0,127
4,2019-03-06T00:00:00Z,2019-03-12T08:00:00Z,38,6.333333,vtrend_e5_ema21_d1_trail_stop,-0.791992,2.856745089764658,1.591079161300258,1.2772357963745533,0,98
5,2019-03-13T04:00:00Z,2019-03-25T16:00:00Z,75,12.5,vtrend_e5_ema21_d1_trail_stop,1.726183,4.561953397032456,2.0902745218723653,0.6216131885251438,1,60
6,2019-03-26T04:00:00Z,2019-04-04T00:00:00Z,53,8.833333,vtrend_e5_ema21_d1_trail_stop,25.06503,33.88088187077833,1.1694472607993527,0.26020136974007896,1,10
7,2019-04-05T16:00:00Z,2019-04-11T12:00:00Z,35,5.833333,vtrend_e5_ema21_d1_trail_stop,0.493667,9.06235907343438,0.8944590271465914,0.9455255528941523,1,76
8,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_e5_ema21_d1_trail_stop,3.426128,11.056272471268706,1.8341877262892687,0.690119069613807,1,49
9,2019-04-27T00:00:00Z,2019-05-12T16:00:00Z,94,15.666667,vtrend_e5_ema21_d1_trail_stop,28.482195,41.378435695641876,2.6599232122462775,0.31166573793412283,1,7
10,2019-05-13T12:00:00Z,2019-05-14T20:00:00Z,8,1.333333,vtrend_e5_ema21_d1_trail_stop,6.886262,15.67283952751522,0.4083951687873265,0.560624481102452,1,35
11,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_e5_ema21_d1_trail_stop,15.623522,27.03945554379214,1.020143714792126,0.4221953924073398,1,18
12,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_e5_ema21_d1_trail_stop,-4.088651,4.277842567520009,7.958754919313632,1.9557740696311579,0,158
13,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_e5_ema21_d1_trend_exit,-0.977937,0.0,2.9829012244929083,,0,102
14,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,83,13.833333,vtrend_e5_ema21_d1_trail_stop,61.744534,72.6803167734405,0.9896551349490723,0.1504641594715331,1,2
15,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,14,2.333333,vtrend_e5_ema21_d1_trail_stop,-12.697029,2.9826577753535957,15.639002165403742,5.2569513354560975,0,186
16,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,48,8.0,vtrend_e5_ema21_d1_trail_stop,3.439766,16.338095658824926,4.462643454305912,0.7894634679689838,1,48
17,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,15,2.5,vtrend_e5_ema21_d1_trail_stop,-7.123954,6.1094177333178585,8.08612069293165,2.166061040669939,0,182
18,2019-08-03T20:00:00Z,2019-08-07T00:00:00Z,19,3.166667,vtrend_e5_ema21_d1_trail_stop,5.5995,13.52151517370225,2.8539313978195815,0.585882208608517,1,39
19,2019-08-08T00:00:00Z,2019-08-12T12:00:00Z,27,4.5,vtrend_e5_ema21_d1_trail_stop,-5.59216,0.6088417135353695,7.298796343831379,10.184916006375332,0,174
20,2019-08-12T16:00:00Z,2019-08-14T04:00:00Z,9,1.5,vtrend_e5_ema21_d1_trail_stop,-6.722531,0.5488120156935854,7.627483329098318,13.249241648807752,0,181
21,2019-09-06T08:00:00Z,2019-09-08T20:00:00Z,15,2.5,vtrend_e5_ema21_d1_trail_stop,-3.696761,1.6713743626972108,5.3753208335165725,3.21180908508988,0,147
22,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,13,2.166667,vtrend_e5_ema21_d1_trend_exit,-2.477486,0.5000861210851835,2.7983838824896665,5.95411869184426,0,128
23,2019-10-27T00:00:00Z,2019-10-30T16:00:00Z,22,3.666667,vtrend_e5_ema21_d1_trail_stop,-1.67334,7.17448886416446,2.5783777167234287,1.2332347337464127,0,114
24,2019-10-31T00:00:00Z,2019-11-08T16:00:00Z,52,8.666667,vtrend_e5_ema21_d1_trail_stop,-3.833113,3.825133110837755,5.098410128168586,2.002086172933338,0,150
25,2019-11-11T00:00:00Z,2019-11-12T04:00:00Z,7,1.166667,vtrend_e5_ema21_d1_trend_exit,-3.506286,0.2554653871915497,4.757573098911841,14.725092226959742,0,144
26,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,15,2.5,vtrend_e5_ema21_d1_trail_stop,-1.730321,2.9268569347177937,2.315427203856302,1.5911874200188185,0,117
27,2020-01-05T00:00:00Z,2020-01-09T08:00:00Z,26,4.333333,vtrend_e5_ema21_d1_trail_stop,7.879817,14.85359144251029,0.591533746151356,0.46950089273033796,1,30
28,2020-01-10T20:00:00Z,2020-01-19T12:00:00Z,52,8.666667,vtrend_e5_ema21_d1_trail_stop,7.517514,14.044811264300542,1.3155047990285496,0.4647479515009071,1,31
29,2020-01-21T12:00:00Z,2020-01-23T16:00:00Z,13,2.166667,vtrend_e5_ema21_d1_trail_stop,-3.646271,1.7608043804715239,4.143237934009434,3.070798460317079,0,145
30,2020-01-24T04:00:00Z,2020-02-11T04:00:00Z,108,18.0,vtrend_e5_ema21_d1_trail_stop,16.74632,22.320888736128392,1.0915310749680331,0.24974671940841872,1,15
31,2020-02-11T16:00:00Z,2020-02-15T20:00:00Z,25,4.166667,vtrend_e5_ema21_d1_trail_stop,-2.865197,3.1924040335563384,3.6772617206775555,1.8975045044057817,0,134
32,2020-02-16T08:00:00Z,2020-02-20T00:00:00Z,22,3.666667,vtrend_e5_ema21_d1_trail_stop,-3.85659,2.8131475651619424,6.2143483186083746,2.3709163528284343,0,151
33,2020-02-24T00:00:00Z,2020-02-25T08:00:00Z,8,1.333333,vtrend_e5_ema21_d1_trail_stop,-4.381477,0.4389667043240803,4.753295554412775,10.9813424499851,0,162
34,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,41,6.833333,vtrend_e5_ema21_d1_trail_stop,2.548915,11.006382834944812,1.7552686352128266,0.7684148336266025,1,55
35,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,17,2.833333,vtrend_e5_ema21_d1_trail_stop,-5.956309,0.57051131447201,7.6446869222787175,11.440299515378365,0,176
36,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,30,5.0,vtrend_e5_ema21_d1_trail_stop,0.377498,8.258269833591497,3.9851860919495032,0.9542884880723463,1,78
37,2020-04-23T12:00:00Z,2020-04-30T12:00:00Z,42,7.0,vtrend_e5_ema21_d1_trail_stop,23.639721,32.47396709086163,0.45925717819500317,0.2720408647992883,1,11
38,2020-04-30T16:00:00Z,2020-05-10T04:00:00Z,57,9.5,vtrend_e5_ema21_d1_trail_stop,-1.95328,14.583676605840367,7.611433097287547,1.1339360473214117,0,121
39,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,63,10.5,vtrend_e5_ema21_d1_trail_stop,4.233015,14.302933884030574,5.80059720110043,0.7040456850096873,1,43
40,2020-05-23T00:00:00Z,2020-05-25T00:00:00Z,12,2.0,vtrend_e5_ema21_d1_trail_stop,-5.117545,1.4018443483422642,5.844233825609077,4.650580041965213,0,167
41,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,29,4.833333,vtrend_e5_ema21_d1_trail_stop,-0.032556,9.705506629952259,2.0682828099096695,1.0033543843965371,0,85
42,2020-06-04T00:00:00Z,2020-06-11T16:00:00Z,46,7.666667,vtrend_e5_ema21_d1_trail_stop,-1.694585,3.2733736221586476,5.818410420913243,1.5176876200531288,0,116
43,2020-06-23T20:00:00Z,2020-06-24T12:00:00Z,4,0.666667,vtrend_e5_ema21_d1_trail_stop,-3.395678,0.21075939337289012,4.5769728547903235,17.11163301268443,0,143
44,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,8,1.333333,vtrend_e5_ema21_d1_trail_stop,-3.172528,0.0,3.393134007151005,,0,141
45,2020-07-11T00:00:00Z,2020-07-11T12:00:00Z,3,0.5,vtrend_e5_ema21_d1_trend_exit,-1.145009,0.017739336611229655,1.2839901512534353,65.54632577833644,0,104
46,2020-07-25T20:00:00Z,2020-08-02T08:00:00Z,45,7.5,vtrend_e5_ema21_d1_trail_stop,16.840574,25.19299520118056,0.3492069350340197,0.3315374426296544,1,14
47,2020-08-02T20:00:00Z,2020-08-11T20:00:00Z,54,9.0,vtrend_e5_ema21_d1_trail_stop,1.441592,7.6096305759282235,2.4790927603532658,0.8105569008093202,1,64
48,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,40,6.666667,vtrend_e5_ema21_d1_trail_stop,3.080331,8.68292443300018,1.7568427805014455,0.6452426801858433,1,51
