candidate_id,mechanism_type,representative_config_id,source_parent_candidate_id,source_parent_first_config_id,post_ablation_revision,removed_layer,param_1_name,param_1_value,param_2_name,param_2_value,param_3_name,param_3_value,param_4_name,param_4_value,cost_bps_rt,agg_cagr_50bps,agg_sharpe_50bps,agg_mdd_50bps,total_entries,avg_exposure,mean_fold_sharpe,median_fold_sharpe,Calmar_50bps,layers,tunables,complexity_penalty,adjusted_preference,ablation_review_flag
btcsd_20260318_c1_av4h,base,cfg_001,,,False,,q_d1_antivol_rank,0.35,q_h4_rangepos_entry,0.55,q_h4_rangepos_hold,0.45,,,50,0.2299003630869573,0.9761750358390732,0.2156913246531812,22.0,0.1827795459062835,1.1817937400226382,1.4096631251173082,1.0658767266445388,2,3,0.13,0.9358767266445388,True
btcsd_20260318_c3_trade4h15m,base,cfg_025,,,False,,q_h4_rangepos_entry,0.65,q_h4_rangepos_hold,0.35,rho_m15_relvol_min,1.1,,,50,0.3973481974345414,1.0106981476478314,0.3821883624332575,65.0,0.3707549750161285,0.2623776363440053,1.377332861985519,1.0396658728820696,3,3,0.15,0.8896658728820696,True
