scenario,d_sharpe,d_cagr_pct,d_mdd_pct,d_trades,d_win_rate_pct,d_avg_days_held,d_avg_exposure
smart,0.011300000000000088,-15.810000000000002,-6.52,-33,0.1599999999999966,1.799999999999999,-0.0786
base,0.009700000000000042,-13.82,-4.710000000000001,-33,0.46000000000000085,1.799999999999999,-0.07850000000000001
harsh,0.007000000000000117,-11.899999999999999,-2.9199999999999946,-33,0.9000000000000057,1.799999999999999,-0.07819999999999999
