path,d_sharpe,d_cagr,d_mdd
275,0.021631,0.732710,-1.429651
276,-0.020412,-0.825222,6.058274
277,-0.019443,-0.670496,-1.952017
278,-0.063584,-3.278588,0.159273
279,0.087742,3.203363,-3.314260
280,-0.062187,-2.387036,0.576084
281,0.031168,1.188576,0.491689
282,-0.075016,-2.465352,-0.882635
283,-0.015631,-1.000578,-5.224401
284,-0.056509,-1.712746,2.246704
285,0.121741,4.134864,-5.353698
286,0.162442,5.037269,-1.298794
287,-0.009939,-0.439275,2.846575
288,-0.015906,-0.707961,1.444026
289,0.132400,5.301962,1.614272
290,0.047788,1.561994,-0.018868
291,0.096838,2.456980,-4.250101
292,-0.077104,-3.018301,-0.651794
293,0.001519,0.137310,2.124647
294,0.082021,2.459865,-4.668255
295,-0.036801,-1.159540,2.346285
296,0.132194,4.970479,-2.123842
297,-0.122791,-3.794677,1.185441
298,0.133555,5.323755,-6.224727
299,-0.010868,-1.790165,-7.285004
300,-0.107674,-4.755888,1.678753
301,0.070814,3.521475,-4.644183
302,0.104551,3.335395,-2.063487
303,0.041824,1.962351,-4.060509
304,0.085513,3.257841,-4.403439
305,0.004021,0.113093,0.289968
306,-0.154094,-4.665060,0.101783
307,0.034024,1.870255,1.280324
308,-0.064757,-2.750361,0.360439
309,-0.139213,-5.792981,6.005049
310,0.072454,3.035924,-1.085379
311,0.052034,1.626997,-0.017763
312,0.146209,7.796920,-0.624207
313,-0.127692,-3.209211,1.310014
314,0.111005,4.088452,1.545423
315,-0.089862,-3.322650,2.623976
316,-0.114281,-4.712810,2.394002
317,0.085243,2.868803,1.629378
318,-0.080433,-3.143118,0.090974
319,0.174346,8.543644,-2.486495
320,-0.010664,-0.186933,-4.031803
321,0.100001,3.232202,-3.306055
322,0.016115,0.455225,-3.941752
323,0.087861,3.056072,4.006045
324,-0.031620,-1.870343,-2.859862
325,-0.012557,-0.390929,3.226134
326,-0.204026,-8.052102,8.508115
327,0.035384,1.320992,4.601086
328,-0.045322,-1.864729,5.269950
329,-0.075324,-2.877666,-1.978179
330,0.049126,1.337668,-4.239823
331,-0.115584,-4.246744,3.461551
332,-0.023328,-0.758225,0.248743
333,-0.036833,-1.699954,2.260450
334,-0.012863,-0.429304,-2.090997
335,-0.009692,-0.326762,-0.926026
336,-0.011158,-0.406740,2.072984
337,0.033365,1.377558,-4.606122
338,-0.087736,-4.636530,3.153097
339,-0.004246,-0.226453,2.725985
340,-0.027001,-0.057659,9.035406
341,-0.036669,-1.261226,3.171156
342,0.096478,4.236121,-0.483812
343,-0.023477,-0.801008,0.894821
344,-0.028822,-1.182154,1.804648
345,0.052686,1.833659,-1.728320
346,0.145850,5.243269,-2.925775
347,0.035795,1.235729,-2.451886
348,0.195312,5.693683,-6.264458
349,0.103800,3.878183,-0.292378
350,-0.083245,-3.681564,4.209513
351,-0.167348,-5.784924,4.924317
352,0.015510,0.643395,0.634894
353,0.075354,2.689147,-1.574694
354,0.150233,6.985089,-2.751651
355,0.026027,0.732414,0.863159
356,-0.016174,-0.595930,-1.704388
357,0.015521,0.753268,2.466223
358,0.098413,4.863277,0.000000
359,-0.193149,-6.573369,0.409220
360,0.069943,2.408142,0.204505
361,-0.015013,-0.543673,8.141349
362,-0.004409,-0.095460,-1.198518
363,-0.022640,-0.702518,0.005377
364,0.019798,0.925305,-1.536910
365,-0.170170,-6.050222,0.412129
366,-0.002404,0.140255,-1.038260
367,0.080357,3.871192,0.252544
368,0.022375,0.644350,-1.539093
369,-0.056702,-2.675839,-2.114784
370,-0.011196,-0.140476,-1.413352
371,-0.120868,-4.671753,0.408836
372,-0.342209,-8.018739,10.633907
373,0.099392,3.375612,5.064345
374,-0.085454,-3.577015,4.791532
375,-0.020183,-0.703413,2.599142
376,0.039825,1.218218,-0.978699
377,-0.082337,-4.175653,2.850065
378,-0.058636,-2.306440,-0.023375
379,-0.043955,-1.264252,1.981297
380,0.013664,0.353446,-4.996374
381,0.166006,6.924501,-8.812916
382,-0.058405,-1.779024,7.744255
383,0.087378,2.909240,-0.663369
384,0.051926,1.716668,-3.502205
385,-0.034011,-1.221650,-2.773786
386,-0.076210,-3.639421,4.347875
387,0.034780,1.642601,-0.294677
388,-0.019280,-0.616122,-3.222674
389,-0.260449,-9.509901,3.000437
390,0.007228,0.330262,-2.764588
391,-0.027811,-0.767114,1.171272
392,-0.037011,-1.290446,-4.619670
393,0.042699,1.503889,-2.203568
394,0.044065,1.168950,5.082841
395,0.101076,3.936643,-0.724038
396,0.024061,0.817735,0.376198
397,-0.060612,-2.444536,-0.996656
398,-0.053944,-2.181975,1.570106
399,-0.107633,-4.390169,-4.683672
400,-0.044158,-1.826481,3.155723
401,0.006614,0.274531,-2.201582
402,0.196597,8.639719,-0.749620
403,0.036319,1.308338,-2.052835
404,-0.107552,-3.357382,0.649990
405,0.011444,0.317060,-1.352217
406,0.165781,5.175542,-11.313333
407,-0.039907,-1.446888,6.226636
408,-0.036479,-1.317024,5.837399
409,-0.060135,-2.410525,-0.057670
410,-0.083654,-3.483411,0.521325
411,0.044497,2.097848,-1.940550
412,0.208762,9.736900,-3.822394
413,0.062628,3.902327,4.038968
414,-0.005782,-0.205837,0.399282
415,-0.105809,-3.847416,0.121067
416,0.059130,2.865460,0.232713
417,-0.025853,-0.871489,4.598556
418,-0.081094,-2.859472,9.008584
419,-0.215648,-8.794191,-1.543394
420,0.140480,5.664445,-5.994282
421,0.134657,3.845115,-7.405981
422,-0.072360,-2.638896,-3.144220
423,-0.093808,-3.794394,1.817281
424,-0.015038,-0.497060,2.914700
425,0.074955,2.741373,-9.768285
426,0.130533,4.252986,0.756483
427,0.021057,0.801708,-0.026212
428,-0.058003,-2.186540,0.028834
429,0.046796,2.023953,0.767914
430,-0.013517,-0.679722,4.153790
431,0.073935,2.319940,2.302224
432,-0.072822,-3.149966,5.003815
433,-0.134485,-4.200208,1.820715
434,0.037225,1.510755,-3.181423
435,0.057186,3.096956,3.539161
436,-0.020109,-0.148330,-0.177641
437,0.032146,1.036526,-4.779512
438,-0.234005,-9.937461,3.882871
439,0.007560,0.570835,1.085630
440,-0.017050,-1.763729,-0.889060
441,0.029768,1.250945,-3.556618
442,0.196701,7.999412,-14.318469
443,-0.030229,-0.877679,-0.451045
444,0.041999,1.259014,-0.987283
445,0.023922,0.768970,-2.453055
446,0.043838,1.771102,1.390697
447,0.152369,6.548592,4.502220
448,0.047102,1.273270,-2.365894
449,0.102950,3.526024,-4.722366
450,0.195133,8.408850,-19.704742
451,0.022019,0.870321,-2.157986
452,-0.162973,-6.107976,5.219696
453,0.021070,0.652215,3.854094
454,0.056987,3.415213,-2.247393
455,-0.029074,-1.020031,5.504776
456,-0.050309,-2.012577,2.419130
457,0.002030,0.180257,0.887502
458,-0.072837,-2.510089,7.704611
459,-0.094119,-3.066662,4.451447
460,-0.013019,-0.531546,0.517271
461,-0.032962,-1.189692,3.041894
462,-0.134486,-4.236426,7.405589
463,0.074597,2.641068,2.406137
464,-0.025269,-1.514927,7.903041
465,-0.088608,-3.616285,-1.430838
466,-0.042035,-1.392919,-0.983338
467,-0.104738,-5.403395,1.513087
468,-0.076517,-3.885199,2.538662
469,0.080383,2.851522,0.666141
470,0.098029,2.688039,-1.341079
471,0.170984,4.767456,-3.849103
472,0.095290,3.747380,-4.156223
473,-0.166606,-7.086673,6.208666
474,0.032311,1.438662,-1.226803
475,0.101137,4.177124,-1.494601
476,0.099075,4.113947,1.715527
477,0.044884,1.647609,1.591016
478,0.068821,3.195276,-3.684566
479,-0.001745,0.017320,3.133061
480,-0.064975,-2.088147,8.920225
481,0.136589,4.210474,-8.923652
482,0.004169,0.228194,4.759800
483,0.023981,2.182806,-1.080871
484,0.107133,4.238951,-4.030143
485,-0.040245,-1.488943,-0.669368
486,-0.048349,-2.002992,1.465258
487,-0.050579,-2.254031,1.103418
488,-0.052456,-1.910831,4.700517
489,-0.021311,-0.754106,1.156221
490,0.080463,2.254445,-5.571948
491,0.107704,3.370022,-1.767896
492,0.076471,3.406108,-6.936552
493,-0.004398,-0.166569,4.746871
494,0.044969,2.149443,1.579839
495,0.113039,4.278278,-1.457464
496,-0.127781,-4.943225,5.708421
497,-0.032417,-1.001828,3.171542
498,0.079504,3.788277,-5.077674
499,0.017856,0.534781,-11.451827
