path,d_sharpe,d_cagr,d_mdd
0,0.027337,1.056782,-7.266320
1,-0.043337,-1.154970,2.445096
2,0.023840,0.601678,-2.044331
3,0.005472,0.280595,0.980426
4,0.071991,3.080314,-6.801498
5,-0.034782,-1.310988,0.860270
6,-0.096103,-3.579777,6.312548
7,0.083966,3.861716,-8.818351
8,0.026962,1.217247,1.125630
9,0.015778,0.594926,-1.230601
10,-0.207191,-8.351943,5.537406
11,-0.085875,-3.051650,-0.065331
12,0.037175,1.117972,-4.379014
13,0.022678,0.632793,-4.364850
14,-0.112406,-4.678598,15.560087
15,-0.072036,-4.286254,-3.260024
16,-0.224056,-5.887161,13.298821
17,0.126476,6.545526,-5.079968
18,-0.154977,-4.732845,4.253579
19,-0.101676,-4.258171,-5.152474
20,-0.014180,-0.491176,-0.110509
21,0.017130,0.804393,-6.494430
22,0.094140,5.572984,-4.064153
23,-0.035195,-2.053796,0.676766
24,-0.044858,-1.613961,3.912389
25,0.038571,1.442481,4.514374
26,0.030015,0.908924,-0.608798
27,-0.029765,-0.723066,1.041437
28,-0.066321,-2.049001,1.346648
29,-0.111216,-4.981892,-4.463150
30,-0.046802,-1.960470,3.355625
31,0.000699,0.926419,7.955137
32,0.116414,5.394741,-5.006226
33,-0.055769,-2.056053,0.165450
34,-0.153191,-6.904049,1.085187
35,-0.033514,-1.712754,1.746300
36,-0.013431,-0.468368,-7.974714
37,0.020563,0.586889,-5.025774
38,0.053245,1.540998,-0.875070
39,0.067463,1.631369,-1.160932
40,-0.211501,-8.192547,-1.733188
41,0.069209,3.186196,1.732262
42,-0.066331,-2.455890,-0.244837
43,-0.118660,-4.171736,7.530532
44,-0.001682,0.023108,4.799058
45,0.070682,2.481131,-4.141541
46,-0.060094,-1.735977,0.091884
47,-0.019389,-0.654458,1.052561
48,-0.108243,-3.312210,5.756955
49,-0.023256,-0.848712,4.076663
50,-0.291660,-9.492466,9.555686
51,0.024333,0.677473,-2.394803
52,-0.146536,-4.523517,4.127478
53,-0.047460,-2.572063,-1.821733
54,-0.143393,-4.698945,2.778245
55,0.025491,1.128133,-5.508979
56,0.002481,-0.023050,-2.641758
57,0.101707,3.700133,-2.051313
58,-0.105100,-3.624100,3.758787
59,0.051227,2.016194,-1.349275
60,0.084225,3.283112,-2.422647
61,-0.122498,-4.432574,6.189174
62,-0.127936,-4.220153,4.015361
63,-0.069351,-2.235261,0.257623
64,-0.033136,-1.262232,-0.009667
65,-0.089507,-3.635118,3.306526
66,-0.072345,-3.350921,2.760168
67,0.075028,2.557737,-2.411851
68,-0.109433,-4.241092,-1.506718
69,0.053927,2.205629,1.572601
70,-0.100441,-3.095850,-0.287975
71,0.087111,3.995224,-2.765226
72,-0.026165,-1.254035,0.305637
73,0.242310,11.976758,-8.816765
74,-0.056754,-2.056381,3.100663
75,-0.037671,-1.138554,-0.565172
76,-0.088274,-2.581598,0.637810
77,-0.135383,-6.011680,-0.440793
78,-0.038074,-1.463948,-0.456172
79,-0.103807,-3.266779,1.819223
80,-0.014380,0.183268,-6.922783
81,-0.188943,-5.338595,7.548274
82,-0.170470,-5.960512,6.724400
83,0.012800,0.527159,3.747784
84,-0.070803,-2.575455,7.461215
85,-0.027806,-0.845616,4.184861
86,-0.089830,-3.493487,-1.179640
87,0.037864,1.458803,7.700813
88,-0.066317,-2.257257,1.002769
89,-0.143815,-4.794603,-0.505318
90,-0.074910,-3.305566,0.518482
91,0.001471,0.051074,1.835381
92,0.010196,0.627621,-0.960953
93,-0.057423,-2.290599,0.454375
94,-0.007728,-0.312286,7.166926
95,0.017870,0.550058,3.258277
96,-0.026049,-1.219739,-1.373414
97,0.085911,3.081400,0.667227
98,-0.033950,-1.215530,7.272449
99,-0.066928,-2.203720,-2.361765
100,0.142018,6.065467,-11.985042
101,-0.072126,-2.972121,-2.809484
102,0.067493,2.265697,-0.366949
103,-0.097253,-2.858539,7.957502
104,0.030651,1.092886,-3.887729
105,0.027238,0.972370,2.531593
106,-0.010978,-0.251460,-2.269419
107,0.014370,0.628688,1.120188
108,-0.152489,-5.859230,13.889638
109,-0.143843,-5.276551,5.398201
110,-0.160123,-4.784961,11.650393
111,0.078227,2.992938,-1.751838
112,0.117370,5.965154,-2.514088
113,-0.026713,-1.044479,-0.665142
114,0.047720,1.381820,3.156114
115,0.134410,3.874550,-4.999736
116,0.002626,0.420450,2.262577
117,-0.095052,-2.943216,0.759082
118,-0.002175,0.070710,-1.688756
119,0.083402,3.051420,4.941197
120,-0.074802,-2.345496,4.022301
121,-0.049593,-1.990563,3.505394
122,0.197361,8.329150,-4.695126
123,-0.004296,-0.416761,1.151784
124,-0.059919,-2.591822,-4.708387
125,-0.170864,-7.470804,13.922727
126,0.078093,2.205525,-2.756237
127,0.039440,2.245013,0.781540
128,-0.022109,-0.796355,-0.860175
129,0.080976,2.760631,-2.107266
130,-0.035006,-1.323713,0.931111
131,-0.009944,-0.371540,-2.524254
132,-0.106092,-4.896765,2.115190
133,-0.019140,-1.616022,0.429266
134,-0.136208,-4.592056,8.790841
135,0.119980,3.874529,0.123184
136,-0.158135,-5.905071,6.779712
137,-0.016141,-0.498968,-1.571929
138,0.079153,3.543131,-8.337693
139,-0.099229,-5.804895,4.238404
140,-0.006964,-0.151924,-7.154009
141,-0.097279,-2.610144,4.434189
142,0.088550,5.464997,2.184336
143,-0.024742,-1.119863,-3.903076
144,-0.023072,-0.778065,1.075747
145,-0.057609,-1.971458,8.739784
146,0.062664,3.214146,-6.048605
147,0.085657,2.960547,-7.565207
148,-0.098803,-3.454512,1.286947
149,0.327627,10.852592,-12.855387
150,-0.151044,-6.033437,8.034457
151,-0.178577,-8.242782,1.175658
152,-0.038008,-1.700154,0.390405
153,-0.082056,-3.141579,8.910110
154,0.119362,3.431757,-6.909046
155,0.144147,5.607539,-3.743579
156,-0.004297,-0.530321,-1.029427
157,0.032181,1.071948,-1.878499
158,0.037759,1.173288,1.385085
159,-0.228246,-9.979615,11.638218
160,0.073955,2.429851,1.105888
161,0.046188,1.798258,-2.038995
162,-0.034956,-1.234620,3.969966
163,0.036331,1.438571,3.305838
164,-0.084416,-2.854455,-0.213042
165,-0.013680,-0.384709,1.048581
166,0.064828,2.528517,1.259172
167,0.162547,4.781027,-3.412998
168,-0.039819,-1.639242,5.966332
169,-0.033142,-1.140639,6.981176
170,0.006904,0.205332,0.932287
171,0.052303,1.595939,5.050955
172,-0.077776,-3.018314,-1.827864
173,-0.176484,-5.100978,9.005868
174,-0.290900,-9.692194,6.064095
175,-0.038638,-2.080288,-5.380594
176,-0.031441,-1.148305,6.540566
177,-0.102330,-4.171003,4.805761
178,0.060974,1.465766,-2.776101
179,-0.011059,-0.182811,-1.645619
180,-0.091067,-3.093533,-0.503026
181,0.040935,2.340581,-3.865202
182,-0.152999,-4.304000,9.144948
183,-0.107413,-2.788784,2.543146
184,-0.052552,-1.997960,5.308677
185,0.015652,0.843918,4.692364
186,-0.064659,-3.999577,-0.937313
187,0.151822,4.704770,-6.368388
188,-0.125964,-3.500486,8.449761
189,0.047600,1.944645,-4.790582
190,0.246261,10.185731,-5.260255
191,0.072264,3.715351,-2.371392
192,-0.230188,-7.742177,-0.909269
193,-0.048092,-1.961014,1.614576
194,-0.089732,-5.086859,4.312077
195,-0.094159,-2.741188,5.304622
196,0.129925,4.403317,-1.994807
197,0.279357,12.357231,-1.423382
198,0.177600,7.211185,3.114932
199,-0.033686,-1.060724,0.370367
200,-0.217486,-7.837191,-3.089766
201,-0.026977,-1.198162,0.244048
202,0.111132,3.949343,-1.640977
203,0.093602,4.166520,5.738478
204,-0.043113,-1.667728,-3.084109
205,0.058330,2.512095,0.323316
206,0.115090,4.524656,-4.793000
207,0.176673,5.687995,-9.600923
208,0.140058,10.402943,-2.636713
209,0.028586,1.054473,0.224901
210,0.036164,0.768048,-1.375107
211,-0.201967,-11.227819,2.562841
212,0.104290,3.576393,3.376487
213,-0.028717,-0.903927,0.973761
214,0.041293,1.245465,-1.823085
215,-0.033646,-1.206098,4.467756
216,-0.054903,-1.932051,1.294651
217,0.047253,1.526775,2.802090
218,-0.131781,-5.183667,-0.126958
219,0.020441,1.414191,4.325141
220,-0.137805,-4.778513,3.528006
221,-0.046977,-2.138401,1.624432
222,0.123660,4.485375,-8.279805
223,0.137195,4.478436,-7.204677
224,-0.000768,-0.078568,-0.430700
225,-0.142401,-6.599950,3.565729
226,-0.081802,-3.594571,-3.470383
227,-0.133136,-6.454868,10.441949
228,0.045138,1.623104,0.164689
229,-0.095342,-4.346016,9.219082
230,0.029312,0.859724,3.144559
231,-0.008438,-0.431795,2.102470
232,0.059377,2.242156,-2.987904
233,-0.005796,-0.231379,-2.065515
234,-0.100992,-3.421047,2.126628
235,0.019023,1.013837,-3.949261
236,0.021894,0.756226,0.144869
237,-0.043396,-1.294920,-2.389512
238,0.121505,3.969926,4.383123
239,-0.031188,-0.612148,-0.623866
240,-0.103905,-3.236067,1.240520
241,0.022018,0.793246,-1.982423
242,-0.113498,-3.464516,4.680334
243,-0.005037,-0.169540,-3.223092
244,-0.149250,-5.461321,0.150279
245,-0.056603,-1.538123,1.432597
246,0.208536,7.851574,-0.297681
247,-0.052664,-1.362550,3.227467
248,0.135811,7.063130,6.051322
249,0.122576,5.303555,0.909178
250,-0.069484,-2.686704,0.815026
251,0.076433,3.645022,-1.449926
252,-0.038848,-1.543551,4.451701
253,-0.136888,-7.895940,5.356500
254,-0.210472,-6.909628,2.707650
255,-0.075745,-4.761365,3.171134
256,0.064615,2.331313,1.082674
257,-0.087255,-3.567108,-2.893658
258,-0.070025,-2.521469,3.016751
259,-0.051396,-1.552738,1.574253
260,-0.022791,-0.704505,4.384125
261,-0.032806,-0.992195,4.917877
262,0.210989,6.311035,-10.324839
263,-0.004860,-0.332847,1.312631
264,0.187540,5.587624,-6.474648
265,0.106106,4.231555,0.347682
266,-0.071875,-2.841793,-0.359042
267,0.026300,1.038320,-8.436454
268,0.000949,0.052739,0.978499
269,0.073838,2.266675,0.511425
270,-0.010557,-0.391448,4.138502
271,-0.005664,0.149063,-7.900006
272,-0.038666,-1.476852,-0.088994
273,0.003852,0.021768,-0.258682
274,0.123781,4.768641,-1.624896
