sharpe,cagr,mdd,trades,positive_folds_vs_A,guard,H,mode,trend_mode,cooldown_bars,trail_mult,fold1,fold2,fold3,fold4
1.4461387595087059,0.4596989666301343,-0.2472939711493214,108,2,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,0,2.7,1.3225862507579924,1.5546945796908045,2.014298234969434,0.19914565268835743
1.253505961319046,0.38445868898803015,-0.30580416246770636,101,1,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,0,3.0,1.0415568597110403,1.358624521041303,1.813472103319521,0.383921942537874
1.2487334849912797,0.3843061441625415,-0.2754528005111019,94,1,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,0,3.3,1.0832385535074078,1.4853590773605798,1.5233899522740724,0.37586896916463053
1.388293647364428,0.4296695433235529,-0.23575059223420158,105,2,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,3,2.7,1.2245749525300225,1.6460031176258476,1.7683947350240061,0.20512382706663612
1.241669388703926,0.374350224031087,-0.2848707545555491,97,1,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,3,3.0,1.06310430578866,1.4373390725264168,1.6007462622288768,0.4132259409524676
1.220929597929688,0.3683596845979631,-0.31605266213132155,91,1,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,3,3.3,1.0971969860466293,1.4342318844736408,1.4479945237953917,0.40536361540799043
1.3879157893983776,0.42256876399971866,-0.23079446212606214,100,2,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,6,2.7,1.2221276569457655,1.5898191868090028,1.7552288072271574,0.4650195627156074
1.0911758402169833,0.31206265344816475,-0.28266590531637037,96,0,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,6,3.0,0.8993443755597444,1.2512441557361615,1.5240059627703977,0.23109343649953037
1.1467505212048363,0.33673887528248647,-0.3081845857854171,89,1,ema12_net_quote_norm_28_ge0,24,oneshot,ema30_120,6,3.3,1.2551427504182446,1.1280717162887126,1.428625852743602,0.2141299103333293
1.5583626129425596,0.5115902934380419,-0.20266576668397196,104,3,ema12_net_quote_norm_28_ge0,24,oneshot,none,0,2.7,1.385047507797617,1.8684044397188657,1.9232899831544024,0.19914565268835743
1.3556502777694779,0.4302687310544937,-0.23931067617773705,97,2,ema12_net_quote_norm_28_ge0,24,oneshot,none,0,3.0,1.1059240034712758,1.6637935104727604,1.685614644607647,0.383921942537874
1.3004564466827426,0.408121685070874,-0.2650335116458047,90,3,ema12_net_quote_norm_28_ge0,24,oneshot,none,0,3.3,1.1450526286542726,1.64884031952232,1.3980343737446987,0.37586896916463053
1.5056277646734944,0.4817188349127588,-0.20266576668397163,101,2,ema12_net_quote_norm_28_ge0,24,oneshot,none,3,2.7,1.2870324945893963,1.9717235025523818,1.674127277390559,0.20512382706663612
1.3507077360275024,0.4217997163659444,-0.23898957827199996,93,3,ema12_net_quote_norm_28_ge0,24,oneshot,none,3,3.0,1.1273712490605075,1.7619470743309629,1.4691374765880378,0.4132259409524676
1.304473398744787,0.40397932144796345,-0.2650335116458038,87,3,ema12_net_quote_norm_28_ge0,24,oneshot,none,3,3.3,1.1598206723133169,1.6885160208036483,1.3212177750030452,0.40536361540799043
1.482026263379162,0.46419098095391065,-0.202780582168122,97,3,ema12_net_quote_norm_28_ge0,24,oneshot,none,6,2.7,1.2862436422905843,1.850234199411861,1.6611414409461163,0.4650195627156074
1.210187487561401,0.36075554949464483,-0.2664652540357242,92,0,ema12_net_quote_norm_28_ge0,24,oneshot,none,6,3.0,0.9657700573699893,1.5125469312369357,1.5405742874446797,0.23109343649953037
1.235488418754039,0.37324752509801096,-0.26271925360996595,85,1,ema12_net_quote_norm_28_ge0,24,oneshot,none,6,3.3,1.318100066624729,1.3095775017312572,1.4456346813539376,0.2141299103333293
1.3986482770303306,0.4322292689724734,-0.24143665242519174,110,3,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,0,2.7,1.183252632767692,1.6483630260138924,1.8791378497656024,0.1355518853585504
1.359832495305695,0.41838375147734963,-0.26971733789411667,102,2,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,0,3.0,1.0971054083218914,1.5250408070886619,1.914037438389407,0.45533810988519263
1.1659862067394695,0.34710524354219463,-0.2785586090900998,95,1,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,0,3.3,0.8648752859188008,1.393632066916058,1.6167966218983945,0.37586896916463053
1.3459437606316855,0.4055955562463718,-0.24143665242519186,107,1,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,3,2.7,1.0685243447577315,1.7550826466787637,1.6136592708800361,0.25426153683893987
1.335373454613565,0.4026481053829256,-0.26971733789411645,98,2,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,3,3.0,1.104296808905461,1.62153224168345,1.6383042408982715,0.48503393421747204
1.0879371097864352,0.31380031569235856,-0.31376698420872284,93,1,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,3,3.3,0.7962711736004083,1.3570517104932065,1.41613709994549,0.40536361540799043
1.3739832485115082,0.4080932709453928,-0.24154588493317886,101,2,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,6,2.7,1.1098748683808148,1.6829681558841174,1.709298742200272,0.4677561637979283
1.2476165427935153,0.3631760627586147,-0.27302410692001366,96,0,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,6,3.0,0.984653104250144,1.5113086572108934,1.659870513609958,0.30203944213895717
0.9999397384096468,0.2778295302146896,-0.2762490741571675,91,0,ema12_net_quote_norm_28_ge0,36,stateful,ema30_120,6,3.3,0.7636457686841506,1.236686106402902,1.331733286037666,0.2141299103333293
1.487868937281251,0.47181251646230393,-0.24143665242519208,106,2,ema12_net_quote_norm_28_ge0,36,stateful,none,0,2.7,1.2471699159676417,1.8961974263338286,1.787602769050835,0.1355518853585504
