sharpe,cagr,mdd,trades,positive_folds_vs_A,fold1,fold2,fold3,fold4,trail_mult,peak_anchor,atr_mode,trend_exit,cooldown_bars,trail_confirm_bars
1.403253024842063,0.41800208103076164,-0.20915551888956285,139,2,1.2580926222538236,1.8214126323413093,1.5730616207602532,-0.01799677715701385,2.4,high,current,none,1,2
1.2691540314205716,0.3351408535062128,-0.2676568140541453,160,1,1.5917175691778795,0.9646870989152998,1.7036439911664638,0.31685597739161125,2.4,high,current,none,3,1
1.4955334659257484,0.44561591822955005,-0.23233760294649208,132,3,1.5278100711865017,1.7414925078783428,1.5673907344135436,0.37714551979578376,2.4,high,current,none,3,2
1.2084119782583196,0.30296025450997055,-0.2616080730293807,147,1,1.4465875654416869,1.031051389348915,1.5508026959458296,0.27908957266253065,2.4,high,current,none,6,1
1.3847651875821478,0.39347804650396245,-0.24100983485446537,127,2,1.202707960498971,1.7798489647986586,1.5243270168352576,0.30253073781586753,2.4,high,current,none,6,2
1.407413437826183,0.399721721312311,-0.2825047410128865,175,2,1.4335394928135297,1.2374341253183432,2.2036963378887475,0.053607074832148015,2.4,high,current,ema30_120,0,1
1.3069548224673404,0.383274804012417,-0.2871893219015823,148,2,1.1950986637744596,1.6441270619881314,1.7128109748735965,-0.5190465350392561,2.4,high,current,ema30_120,0,2
1.2362929067825976,0.3325965610217432,-0.28250474101288503,173,2,1.3147589565077198,1.1154685992711828,1.957319316191372,-0.331842142039,2.4,high,current,ema30_120,1,1
1.3599173287586457,0.3991833435578327,-0.2677441556327508,142,2,1.1917690243546577,1.6530763606302823,1.684045367553579,0.15700464507289819,2.4,high,current,ema30_120,1,2
1.2526651269980142,0.32851037395292626,-0.2676568140541463,162,2,1.5192184133897035,0.8740142197366342,1.8056091237600216,0.5134716974401611,2.4,high,current,ema30_120,3,1
1.4325894634267176,0.4194671541581012,-0.2337482535541614,135,2,1.4617330994545557,1.5564152642165918,1.6809199914190187,0.37714551979578376,2.4,high,current,ema30_120,3,2
1.203490728361569,0.30034054541320354,-0.2616080730293805,148,1,1.3717277052262742,1.0194669686038116,1.6564279669726167,0.27908957266253065,2.4,high,current,ema30_120,6,1
1.346904657239355,0.37777479032437,-0.24240454943445022,129,2,1.1339371008414003,1.6677346706737783,1.6391516297689406,0.30253073781586753,2.4,high,current,ema30_120,6,2
1.4255901408803924,0.40755743957078217,-0.2825047410128869,174,2,1.4381180793832027,1.3475261499267974,2.1071275412183796,0.053607074832148015,2.4,high,current,ema30_120_confirm2,0,1
1.312327928298694,0.3864594936449093,-0.2509503884839963,147,2,1.1993310364723906,1.7535726166999923,1.6181787846674778,-0.6806712627132392,2.4,high,current,ema30_120_confirm2,0,2
1.2551551124779023,0.340056508985243,-0.2825047410128859,172,1,1.3194110450316812,1.2274630901900372,1.8594968854319516,-0.331842142039,2.4,high,current,ema30_120_confirm2,1,1
1.3651567543098608,0.4024046591454937,-0.2305166398224473,141,2,1.196002274014197,1.763636324731761,1.5875069577164163,-0.01799677715701385,2.4,high,current,ema30_120_confirm2,1,2
1.2467022580556548,0.3268724022141489,-0.26765681405414654,161,1,1.5239016340433609,0.9627435861425535,1.7036439911664638,0.31685597739161125,2.4,high,current,ema30_120_confirm2,3,1
1.4436219887895438,0.4238964304455104,-0.2323376029464923,134,3,1.4659780278394319,1.6443171954676015,1.5821520056867338,0.37714551979578376,2.4,high,current,ema30_120_confirm2,3,2
1.1850585645780507,0.29489109583534967,-0.26160807302938016,148,1,1.3765504745330481,1.0294715350828485,1.5508026959458296,0.27908957266253065,2.4,high,current,ema30_120_confirm2,6,1
1.3313960686030768,0.3725418980936457,-0.2410098348544657,129,2,1.1383254491055033,1.681067959439801,1.5392663139380762,0.30253073781586753,2.4,high,current,ema30_120_confirm2,6,2
1.3946147752842966,0.3919138803333442,-0.2709584988164544,177,2,1.4446311421134317,1.272827751532466,2.084923331769809,0.053607074832148015,2.4,high,current,d1_close_below_ema21,0,1
1.348239124263459,0.39703155840330884,-0.2654739679393685,149,2,1.2053598256465738,1.73976470334659,1.7255496690341179,-0.49911470244691863,2.4,high,current,d1_close_below_ema21,0,2
1.2635156750727532,0.33987401066315304,-0.27095849881645384,174,1,1.326031304320115,1.268128869186469,1.8324621967463652,-0.331842142039,2.4,high,current,d1_close_below_ema21,1,1
1.3780534452117759,0.4041603894930863,-0.24543641622885348,143,2,1.2020323826028116,1.749995067597065,1.585523423895608,0.18377173280130985,2.4,high,current,d1_close_below_ema21,1,2
1.2591033828706466,0.32844543907067436,-0.2558716326331929,163,2,1.5305602069468343,0.9962680852820274,1.616653363735488,0.5470792713165197,2.4,high,current,d1_close_below_ema21,3,1
1.4435815585258507,0.42320145661989717,-0.23233760294649253,136,3,1.4720184867348034,1.6401917929523173,1.5804611827153334,0.37714551979578376,2.4,high,current,d1_close_below_ema21,3,2
1.1551006406846311,0.28279290039975113,-0.24960871295287923,149,1,1.3834104973414256,1.066154915365642,1.36150745883679,0.27908957266253065,2.4,high,current,d1_close_below_ema21,6,1
1.2874176529110082,0.35362040141321227,-0.24100983485446548,131,2,1.144576839850347,1.6894045371224895,1.3147882173659564,0.30253073781586753,2.4,high,current,d1_close_below_ema21,6,2
1.373532424293063,0.3862580706275749,-0.2945682736483797,178,2,1.4335394928135297,1.2311578980645081,2.1425777762012173,-0.2008427674649196,2.4,high,lagged,none,0,1
1.3414587983573394,0.3980734226610574,-0.23626506781051004,146,2,1.2614037636490896,1.7493943908634648,1.6040157870496796,-0.5498233475828495,2.4,high,lagged,none,0,2
1.228167516085333,0.32889406790140696,-0.27784530284071907,174,2,1.3147589565077198,1.180193126199736,1.8962818497884857,-0.5781457688007546,2.4,high,lagged,none,1,1
1.3835270562881945,0.409668831008124,-0.2154307099676117,140,2,1.2580926222538236,1.7285369312254144,1.5730616207602532,0.13171574643726527,2.4,high,lagged,none,1,2
1.2436213829170075,0.3246630502503256,-0.26682092530873636,164,1,1.5192184133897035,1.0640199153283778,1.742321291692014,-0.26918714151350503,2.4,high,lagged,none,3,1
1.4488027845574403,0.42686998727794134,-0.23233760294649208,133,3,1.5278100711865017,1.620704675237978,1.5673907344135436,0.32437569604977295,2.4,high,lagged,none,3,2
1.1709629288925325,0.28879343124902146,-0.2916516385996206,151,1,1.3758509787237037,1.0473640229029246,1.6652378343960412,-0.2981288107711039,2.4,high,lagged,none,6,1
1.3539208042851916,0.38210862194419914,-0.24100983485446525,127,2,1.188109680645053,1.7361628992184923,1.5243270168352576,0.17491785658517503,2.4,high,lagged,none,6,2
1.3650905667314646,0.3824706209096842,-0.2945682736483797,179,2,1.4335394928135297,1.1441841436749416,2.2390011654837876,-0.2008427674649196,2.4,high,lagged,ema30_120,0,1
1.284005739378815,0.37429679554236817,-0.29761968684654894,149,1,1.1950986637744596,1.5837824014416941,1.7128109748735965,-0.5498233475828495,2.4,high,lagged,ema30_120,0,2
1.219361063105557,0.32526334461169526,-0.27784530284071907,175,2,1.3147589565077198,1.0919375833890175,1.9939548109647842,-0.5781457688007546,2.4,high,lagged,ema30_120,1,1
1.3256550153854036,0.3856950041600884,-0.27845905641146973,143,1,1.1917690243546577,1.560885527370061,1.684045367553579,0.13171574643726527,2.4,high,lagged,ema30_120,1,2
1.2510031315179677,0.3262788736925424,-0.26682092530873636,165,1,1.5192184133897035,0.9723144893770665,1.8441171484278858,-0.07814514124582524,2.4,high,lagged,ema30_120,3,1
1.385609054866329,0.4010603056139066,-0.24656926211543062,136,2,1.4617330994545557,1.434388147493793,1.6809199914190187,0.32437569604977295,2.4,high,lagged,ema30_120,3,2
1.190930461658282,0.29419826809796956,-0.2916516385996206,151,1,1.3758509787237037,1.035736605345097,1.7717722415505255,-0.2981288107711039,2.4,high,lagged,ema30_120,6,1
1.3159171749203902,0.36653348905074257,-0.24240454943444956,129,1,1.1193080378950537,1.623680510426508,1.6391516297689406,0.17491785658517503,2.4,high,lagged,ema30_120,6,2
1.3819738840587177,0.38967238321889996,-0.2945682736483797,178,2,1.4335394928135297,1.2558030027388607,2.1425777762012173,-0.2008427674649196,2.4,high,lagged,ema30_120_confirm2,0,1
1.3041386774359118,0.38291936931747705,-0.2619110278936633,148,2,1.1993310364723906,1.6934527000187363,1.6181787846674778,-0.5498233475828495,2.4,high,lagged,ema30_120_confirm2,0,2
1.2368491046366525,0.33216709465213334,-0.27784530284071907,174,2,1.3147589565077198,1.2052526426437573,1.8962818497884857,-0.5781457688007546,2.4,high,lagged,ema30_120_confirm2,1,1
1.3458833299315291,0.3943890922507547,-0.24177628072336876,142,2,1.196002274014197,1.6719117059404554,1.5875069577164163,0.13171574643726527,2.4,high,lagged,ema30_120_confirm2,1,2
1.2434692478824125,0.32413161438061255,-0.26682092530873636,164,1,1.5192184133897035,1.0624850349595516,1.742321291692014,-0.26918714151350503,2.4,high,lagged,ema30_120_confirm2,3,1
1.3966750551093547,0.4054321455474408,-0.2323376029464923,135,2,1.4659780278394319,1.5224016948596577,1.5821520056867338,0.32437569604977295,2.4,high,lagged,ema30_120_confirm2,3,2
1.1707676548491153,0.28827638575742576,-0.2916516385996206,151,1,1.3758509787237037,1.0458968570135494,1.6652378343960412,-0.2981288107711039,2.4,high,lagged,ema30_120_confirm2,6,1
1.3004386238083674,0.3613432921273445,-0.24100983485446537,129,2,1.1236967983320874,1.6370217189033875,1.5392663139380762,0.17491785658517503,2.4,high,lagged,ema30_120_confirm2,6,2
1.3329399880028516,0.3677297778973345,-0.2787049670404471,182,2,1.4335394928135297,1.1601997616971325,2.084923331769809,-0.2008427674649196,2.4,high,lagged,d1_close_below_ema21,0,1
1.3214560164568436,0.3867008475902409,-0.2762220877576762,150,2,1.2053598256465738,1.675743773193839,1.7255496690341179,-0.5498233475828495,2.4,high,lagged,d1_close_below_ema21,0,2
1.2272770601597287,0.3256875849428955,-0.27194585498859214,177,1,1.3147589565077198,1.2270480970557944,1.8324621967463652,-0.5781457688007546,2.4,high,lagged,d1_close_below_ema21,1,1
1.3398610222562557,0.3893582340008601,-0.25647774009609925,144,2,1.2020323826028116,1.653973211224154,1.585523423895608,0.13171574643726527,2.4,high,lagged,d1_close_below_ema21,1,2
1.2375943952195754,0.3194330303305477,-0.2608314167804018,167,1,1.5192184133897035,1.076986461545684,1.616653363735488,-0.05084997950308445,2.4,high,lagged,d1_close_below_ema21,3,1
1.3953829169972263,0.4043005002473208,-0.23233760294649253,137,2,1.4720184867348034,1.515205270570311,1.5804611827153334,0.32437569604977295,2.4,high,lagged,d1_close_below_ema21,3,2
1.1286137908933027,0.272381340888072,-0.28014050645207,153,1,1.3758509787237037,1.0829930742545546,1.4384307673263803,-0.2981288107711039,2.4,high,lagged,d1_close_below_ema21,6,1
1.2561980381007398,0.3425761764431574,-0.24100983485446492,131,2,1.1299491328341935,1.645571543684207,1.3147882173659564,0.17491785658517503,2.4,high,lagged,d1_close_below_ema21,6,2
1.5165215542411485,0.48447569356580233,-0.24522756921154387,109,2,1.3894102709353555,1.8660890085229103,1.7907952802199831,0.0601741312555213,2.7,close,current,none,0,1
1.2380848883293316,0.37835349228833337,-0.268542384192323,100,0,0.9630106858311455,1.5614618645833873,1.6095469229708483,0.15612646750779874,2.7,close,current,none,0,2
1.3964618538104303,0.42909694527285347,-0.2452275692115441,109,2,1.2461220933464814,1.8200367150493704,1.536215294101445,0.0694956651610964,2.7,close,current,none,1,1
1.2775461351711994,0.39260073119133776,-0.2685423841923228,98,2,1.1238253132001532,1.5177685336534483,1.4773148664374953,0.5397963605381576,2.7,close,current,none,1,2
1.3747461370189231,0.4160691129022991,-0.24522756921154387,105,3,1.1325513584015048,1.8907004578905149,1.4114768075286424,0.3228590835168415,2.7,close,current,none,3,1
1.20387730673406,0.35874497333249256,-0.2685423841923221,96,2,1.1397576479973384,1.503285296860206,1.1753467636894266,0.4530501017762294,2.7,close,current,none,3,2
1.3622837766028248,0.4036271775875051,-0.24533625583058216,101,3,1.1540965980414184,1.6841047879126467,1.4871728752406388,0.7596433298267773,2.7,close,current,none,6,1
1.0513444185884142,0.2939641034444931,-0.2854455157379856,94,0,0.7691993198906858,1.2513309157214745,1.4851276003834681,0.2987367891278866,2.7,close,current,none,6,2
1.4275219587640122,0.4445518798233503,-0.24522756921154343,113,3,1.3269394877469733,1.6137426557123455,1.881962245526872,0.0601741312555213,2.7,close,current,ema30_120,0,1
1.1872083283602228,0.355601677217116,-0.30219372022390834,104,0,0.9002134207068296,1.4001375735279482,1.7377906655917905,0.15612646750779874,2.7,close,current,ema30_120,0,2
1.3059480495606357,0.39066249969029876,-0.24750873536843598,113,1,1.1828094994027674,1.5662909763415174,1.6289643691543636,0.0694956651610964,2.7,close,current,ema30_120,1,1
1.2267263423452004,0.3696137438318714,-0.3097656466069971,102,1,1.0606715036275538,1.3558697996722964,1.605182780987584,0.5397963605381576,2.7,close,current,ema30_120,1,2
1.2798280113672234,0.37684534539718095,-0.24522756921154432,109,2,1.069231393988206,1.623932724842022,1.5056580520451315,0.3228590835168415,2.7,close,current,ema30_120,3,1
1.1453545770364786,0.334537461648011,-0.3169642725817917,99,1,1.0764582431086018,1.3189857823892823,1.3034123790548713,0.4530501017762294,2.7,close,current,ema30_120,3,2
1.2913486906215732,0.37422598534066953,-0.24533625583058272,104,1,1.0892138473804955,1.4854130252543245,1.5822900211343027,0.7596433298267773,2.7,close,current,ema30_120,6,1
0.9580349803393587,0.25899740705575947,-0.2978111847580518,98,0,0.7025230153216332,1.0625787215744427,1.4686990221784717,0.2987367891278866,2.7,close,current,ema30_120,6,2
1.4508359005685736,0.4553223061809102,-0.24522756921154354,112,2,1.3309316353507432,1.7343364234805339,1.7907952802199831,0.0601741312555213,2.7,close,current,ema30_120_confirm2,0,1
1.211219494514604,0.3659428832736733,-0.2685423841923227,103,0,0.9041884099650705,1.5210289825676582,1.6438097450956763,0.15612646750779874,2.7,close,current,ema30_120_confirm2,0,2
1.329761604644815,0.4010311325170881,-0.2452275692115431,112,2,1.1868437861108923,1.6875238506398547,1.536215294101445,0.0694956651610964,2.7,close,current,ema30_120_confirm2,1,1
1.250750174473909,0.3800618409247636,-0.2691858367375711,101,1,1.064684136206922,1.4769499426496673,1.5114498359690158,0.5397963605381576,2.7,close,current,ema30_120_confirm2,1,2
1.2946398474750758,0.38276357585056986,-0.24522756921154365,108,2,1.0732556606219987,1.7213837654433963,1.4114768075286424,0.3228590835168415,2.7,close,current,ema30_120_confirm2,3,1
1.16570595551239,0.3431397205460791,-0.27982584688365375,98,1,1.0804818312742472,1.4302741550032043,1.209470161729023,0.4530501017762294,2.7,close,current,ema30_120_confirm2,3,2
1.280800013273967,0.3706142712653413,-0.24533625583058238,104,1,1.0933422014614542,1.5103648561549137,1.4871728752406388,0.7596433298267773,2.7,close,current,ema30_120_confirm2,6,1
0.9852575192650924,0.2692968561470943,-0.28544551573798516,97,0,0.7067299287585237,1.1764993395660002,1.4007525941304513,0.2987367891278866,2.7,close,current,ema30_120_confirm2,6,2
1.443040204844843,0.4476650165791485,-0.24522756921154398,115,2,1.3936877806656927,1.686779148425209,1.741943172147351,0.0601741312555213,2.7,close,current,d1_close_below_ema21,0,1
1.2478612672460427,0.37664896101464285,-0.27145666232535814,106,0,1.1014177226917354,1.3925001587178232,1.7201315436267681,0.1654729023790143,2.7,close,current,d1_close_below_ema21,0,2
1.3472576387147257,0.40504011701665954,-0.24522756921154432,114,2,1.250022044550685,1.6394054494644228,1.6008162234243484,0.0694956651610964,2.7,close,current,d1_close_below_ema21,1,1
1.2230263342358265,0.3661381460446138,-0.27936211786458287,104,1,1.0704040617623594,1.3478528290238168,1.5862948989032892,0.5492892439741421,2.7,close,current,d1_close_below_ema21,1,2
1.3470853257127073,0.4003416981015404,-0.2452275692115442,110,3,1.2275075068559143,1.6806582410992743,1.4760568763257411,0.3228590835168415,2.7,close,current,d1_close_below_ema21,3,1
1.144399013901544,0.3334360883065801,-0.2756499148882394,101,1,1.0862169867546567,1.3191749018730825,1.2816045162879726,0.462578805332929,2.7,close,current,d1_close_below_ema21,3,2
