param,value,sharpe,mdd,trades,positive_folds_vs_A,fold1,fold2,fold3,fold4
atr_mode,current,1.804351689756462,-0.26018298058238953,124,4,1.6910214277580962,1.8233418285133742,2.376257548102369,0.8956505477176805
atr_mode,lagged,1.7887386166509636,-0.26018298058239,124,4,1.6806177384275989,1.826967006128096,2.319052338618731,0.8956505477176805
peak_anchor,close,1.804351689756462,-0.26018298058238953,124,4,1.6910214277580962,1.8233418285133742,2.376257548102369,0.8956505477176805
peak_anchor,high,1.4707137754944954,-0.27644116749733194,132,2,1.2135256446819878,1.5283709181548157,2.377941797826255,-0.056629138742212655
