control,mean_sharpe,p05,p50,p95,prob_control_ge_winner
random_cap_uniform_12_48,0.9993711074510122,0.6358600345386255,1.0057189724735047,1.3247149547256893,0.0
random_cap_uniform_24_36,1.448423917075184,1.164981889396573,1.4429795948863204,1.725118391167431,0.0125
random_cap_uniform_29_32,1.6830836218993808,1.4788799112012985,1.6860635820352163,1.8729649268052082,0.15
