cooldown_bars,sharpe,mdd,trades,positive_folds_vs_A,fold1,fold2,fold3,fold4
4,1.2380669510236684,-0.28313486621851813,134,2,1.2572529090803297,1.6829532150064799,1.1850323664494107,-0.38568615460156874
5,1.3844898619056976,-0.2750202025350196,131,3,1.352707480633968,1.7202003198624631,1.3082947963858342,0.5413346651547196
6,1.804351689756462,-0.26018298058238953,124,4,1.6910214277580962,1.8233418285133742,2.376257548102369,0.8956505477176805
7,1.7471421336368413,-0.2511900131146203,123,4,1.3307223556074508,2.2767073607975226,2.010994607983011,0.7816899845045272
8,1.6111142018942293,-0.25119001311462064,122,4,1.2796503677382345,2.054725950614499,1.9429391884449114,0.4206237477336046
