fold,sharpe,cagr,mdd,trades,baselineA_sharpe,delta_sharpe_vs_A
fold1,1.6910214277580962,0.5341892626385114,-0.2379029296102121,28,1.1196934805892897,0.5713279471688064
fold2,1.8233418285133742,0.628950191693908,-0.2601829805823894,51,1.6040926839062521,0.21924914460712208
fold3,2.376257548102369,0.9043578983892142,-0.19214211751555954,32,1.8753474413200957,0.5009101067822734
fold4,0.8956505477176805,0.12997679368322235,-0.12026080715429555,13,0.3222358854220594,0.5734146622956211
