side_cost,bps_per_side,baseline_sharpe,winner_sharpe,delta_sharpe,baseline_mdd,winner_mdd,positive_folds_vs_A
0.0,0.0,1.5654907324993281,2.0504678708231023,0.4849771383237742,-0.26238526366589443,-0.24712222767190772,4
0.0005,5.0,1.489059185534295,1.9522347100630615,0.46317552452876654,-0.2667977018995924,-0.2523739699731956,4
0.001,10.0,1.4124475251062747,1.8537082564370282,0.4412607313307535,-0.2711837469534244,-0.2575890810417598,4
0.00125,12.5,1.3740835418443529,1.804351689756462,0.4302681479121091,-0.2733669220869339,-0.26018298058238953,4
0.002,20.0,1.2588042615526556,1.6559889037333528,0.39718464218069727,-0.2857782900231113,-0.2679104398963341,4
0.003,30.0,1.1048027367931499,1.457738189837889,0.35293545304473906,-0.31103166921244507,-0.2780883466112245,4
0.004,40.0,0.950685020456009,1.259383703088959,0.30869868263294997,-0.3353936822775253,-0.2914335107797632,4
0.006,60.0,0.6430594570412738,0.8640430359732123,0.22098357893193854,-0.3835521830670987,-0.32599830023180765,3
0.01,100.0,0.036670183320140486,0.08984196599100158,0.0531717826708611,-0.53970172346025,-0.47355610898128664,3
