sharpe,cagr,mdd,trades,positive_folds_vs_A,sig,direction,thr,trend_exit,trail_mult,cooldown_bars,peak_anchor,confirm,fold1,fold2,fold3,fold4
0.020313262629619234,-0.017233291204641454,-0.36662763395150866,477,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,0,close,1,0.5897425410885003,0.04458661523750414,0.054283815490829966,-2.275529279381938
-0.002483789914208958,-0.02202013175667894,-0.3373281116574821,476,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,0,close,2,0.3205589452348065,0.12671397122624609,0.1698541490682465,-2.234201055634386
0.15087299817420305,0.010612578259102667,-0.298509320276494,336,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,3,close,1,0.49216683720048776,-0.018329154735800705,0.38299257918980606,-1.040841028231749
0.19167553897220385,0.01860886140451168,-0.3020541717153037,335,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,3,close,2,0.4511106593004557,0.07091331755929679,0.5218776617242429,-1.189437303134454
-0.03081657100993227,-0.021536801375034886,-0.36244402398576125,267,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,6,close,1,0.4765153595857343,0.26485712049287446,-0.6616337148640254,-1.6299402864951047
0.029402233819623383,-0.011149529553217796,-0.3204739997398819,265,0,ema12_net_quote_norm_28,below,0.0,ema30_120,2.7,6,close,2,0.45892709478695903,0.3429831357407991,-0.4424973293201469,-1.7536132356270357
0.003000334650781309,-0.020850514541784104,-0.3774293184473122,476,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,0,close,1,0.5897425410885003,0.03366044415913945,0.025449964571261044,-2.3732989042009844
0.00503837136892751,-0.02047423739987797,-0.3338296112995255,474,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,0,close,2,0.3205589452348065,0.13268169421132095,0.1698541490682465,-2.176732798449951
0.1038552181592123,0.0014389901687943407,-0.30118380986175397,336,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,3,close,1,0.49216683720048776,-0.030101076401268367,0.3164482576448863,-1.3315004920702092
0.1905546104894199,0.018383247268127123,-0.3020541717153037,334,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,3,close,2,0.4511106593004557,0.07733448977803851,0.5218776617242429,-1.1769168770604024
-0.11984756747037642,-0.03728866231132211,-0.4089304198923345,267,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,6,close,1,0.4765153595857343,0.25217399320263,-0.7388074090740244,-2.440666196772514
0.02004149737525327,-0.01290531216340951,-0.326084091818728,264,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.0,6,close,2,0.45892709478695903,0.3498584278279294,-0.4424973293201469,-1.8078556003760702
-0.053444439865121755,-0.032165364944882535,-0.3489486418490758,474,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,0,close,1,0.3205589452348065,-0.017251819402063166,0.15289969037936202,-2.176732798449951
0.08451460925777605,-0.004239104258160764,-0.3294067097764395,472,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,0,close,2,0.5595675016638884,0.12846856918710017,0.19786674660973844,-2.176732798449951
0.12439602757168336,0.00534059621371985,-0.31145004225209183,334,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,3,close,1,0.4511106593004557,-0.08471713769879903,0.48470509928834327,-1.1769168770604024
0.2840297630199709,0.03734314426942986,-0.3020541717153018,333,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,3,close,2,0.6955389181194042,0.0728104314829519,0.5947806691514805,-1.1769168770604024
-0.05170863581497871,-0.025547243976063116,-0.3567525662030123,264,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,6,close,1,0.45892709478695903,0.1793965921300123,-0.4843148732245145,-1.8078556003760702
0.12567995006988522,0.006199459504935945,-0.3162460061238431,264,0,ema12_net_quote_norm_28,below,0.0,ema30_120,3.3,6,close,2,0.7173572294801223,0.34495164994116617,-0.3599853437058742,-1.8078556003760702
0.04071941892525027,-0.013113537369036643,-0.35497888313507975,477,0,ema12_net_quote_norm_28,below,0.0,none,2.7,0,close,1,0.5897425410885003,0.10133654376037715,0.054283815490829966,-2.275529279381938
0.017910384426940817,-0.017920444336173902,-0.3373281116574808,476,0,ema12_net_quote_norm_28,below,0.0,none,2.7,0,close,2,0.3205589452348065,0.18233335434264072,0.1698541490682465,-2.234201055634386
0.1725686865492336,0.014849061860279011,-0.298509320276494,336,0,ema12_net_quote_norm_28,below,0.0,none,2.7,3,close,1,0.49216683720048776,0.04314953435025325,0.38299257918980606,-1.040841028231749
0.21304302519324586,0.02287886539039863,-0.3020541717153037,335,0,ema12_net_quote_norm_28,below,0.0,none,2.7,3,close,2,0.4511106593004557,0.1309685240548851,0.5218776617242429,-1.189437303134454
