state,n,mean_12,win_12,mean_24,win_24,mean_36,win_36,mean_48,win_48,mean_60,win_60
strong_pos,2252,0.010077455797029658,0.556,0.019122029575761344,0.5693333333333334,0.02624081317702458,0.5871111111111111,0.03194497286955602,0.5920818505338078,0.03773208051719345,0.5782918149466192
vdo_nonpos,4570,0.003506682872777475,0.5223194748358863,0.007723117092126147,0.5269146608315098,0.012977751567981503,0.5345319008989257,0.019827415476278462,0.5616228070175439,0.025854549135909302,0.5692982456140351
weak_pos_active,999,0.008299139265579897,0.5681362725450901,0.008543798910478241,0.5390781563126252,0.010486948021978536,0.5290581162324649,0.01598379646163402,0.5190380761523046,0.01858786652869566,0.533066132264529
weak_pos_inactive,1136,0.004826129928735774,0.5237676056338029,0.013918142730002065,0.5616197183098591,0.02146370060181393,0.573943661971831,0.02086993200364435,0.5757042253521126,0.02036996089203191,0.5625
