system,closed_trades,reentry_le_3,reentry_le_6,median_gap,trail_exit_share,time_stop_share,trend_exit_share
baseline_orig_base,190,0.23157894736842105,0.3894736842105263,11.0,0.9157894736842105,0.0,0.08421052631578947
winner_fullhistory,199,0.0,0.2864321608040201,13.0,0.8341708542713567,0.1658291457286432,0.0
fallback_simple_plateau,221,0.0,0.3665158371040724,11.0,0.6923076923076923,0.3076923076923077,0.0
