state,n,mean_12,med_12,win_12,mean_24,med_24,win_24,mean_36,med_36,win_36,mean_48,med_48,win_48,mean_60,med_60,win_60
vdo_nonpos,4570,0.003506682872777475,0.001519265522758162,0.5223194748358863,0.007723117092126147,0.0028538922970172687,0.5269146608315098,0.012977751567981503,0.004915516175561407,0.5345319008989257,0.019827415476278462,0.010807976637081218,0.5616228070175439,0.025854549135909302,0.013870789986175636,0.5692982456140351
weak_pos_stale,870,0.003863099739032084,0.0007603459531495549,0.5080459770114942,0.01171015661737544,0.004140057968515021,0.532183908045977,0.015489892236511055,0.006196908868863704,0.5379310344827586,0.018522142893349313,0.005063047216535388,0.5298850574712644,0.02192294520536125,0.008893316628163839,0.5379310344827586
weak_pos_fresh,1265,0.008231113776214133,0.004183547918449437,0.569620253164557,0.011194529427866296,0.0056083303106452265,0.5640822784810127,0.01690864854733433,0.007712258672081251,0.5632911392405063,0.018628012110472172,0.008790380391960229,0.5625,0.01789399053822961,0.007574650564805996,0.5561708860759493
strong_pos,2252,0.010077455797029658,0.0045781058205661695,0.556,0.019122029575761344,0.009144128502007964,0.5693333333333334,0.02624081317702458,0.012773005815050809,0.5871111111111111,0.03194497286955602,0.016370826170502784,0.5920818505338078,0.03773208051719345,0.017252081876238945,0.5782918149466192
