system,entry,exit,full_sharpe,full_cagr,full_mdd,trades,exposure,pre2021_sharpe,y2021_2023_sharpe,y2024_2026_sharpe
baseline_orig_base,orig_vdo,base_exit,1.464621325818716,0.6076005660846722,-0.38861559449066774,191,0.43299342303747057,2.0204038086697604,1.1465820347112217,1.1490908728792937
winner_fullhistory,weak_f_0065,trail2.8_close_lagged_c1_noTrend_cd3_ts60,1.685344430964974,0.6970696389618467,-0.3398050630294229,200,0.39220418753394076,2.1811757065540665,1.388417524891186,1.2172429581057307
fallback_simple_plateau,orig_vdo,trail2.8_close_lagged_c1_noTrend_cd3_ts48,1.6155410557583447,0.6687527999048204,-0.40318165227929725,222,0.4111506667471188,2.257519415878636,1.1226399069288946,1.5695742252888585
peaky_not_selected,weak_a_0065,trail2.8_close_lagged_c1_noTrend_cd6_ts42,1.7466617193890985,0.6934531029340014,-0.28083751346479335,215,0.3541302117902613,2.5403500274672925,1.0692998318313038,1.744586294469388
