state,n,mean_12,med_12,win_12,mean_24,med_24,win_24,mean_36,med_36,win_36,mean_48,med_48,win_48,mean_60,med_60,win_60
vdo_nonpos,1948,0.005695282541516998,0.001956291845973679,0.528747433264887,0.013387126584482998,0.004678066845881457,0.5426078028747433,0.0247283970732525,0.012832553998194718,0.580082135523614,0.0371097944728977,0.021506667793924517,0.6267967145790554,0.04984133665904746,0.0311189489564766,0.6360369609856262
weak_pos_stale,453,0.009478000466288161,0.005416067146283066,0.5695364238410596,0.021755904536607536,0.012634435486947648,0.6114790286975718,0.02895048175230726,0.017578854819211065,0.6048565121412803,0.03778498851137285,0.016445512820512764,0.6026490066225165,0.04247202484521225,0.020350117404523527,0.609271523178808
weak_pos_fresh,291,0.01647519408887977,0.011174307370312997,0.6185567010309279,0.022884174441407685,0.01316729262283034,0.5773195876288659,0.03235248407745804,0.016299766221423262,0.5876288659793815,0.045856766646960936,0.016031978441874983,0.6013745704467354,0.05289551827308404,0.021485601695573786,0.6185567010309279
strong_pos,1031,0.015117572422045174,0.008276501513161838,0.5868089233753637,0.02791928400158299,0.019066699804753062,0.6081474296799224,0.040024371618998994,0.02830647887323945,0.6246362754607178,0.04925283145898242,0.028855563490174374,0.6062075654704171,0.05942847442564172,0.026328050539085934,0.5916585838991271
