cost_side,baseline_sharpe,winner_sharpe,delta,baseline_cagr,winner_cagr,baseline_mdd,winner_mdd
0.0,1.6342605618863228,1.873754153525869,0.2394935916395462,0.7121031091127377,0.8127739050504583,-0.36881054865787744,-0.32012068563324936
0.0005,1.566488132515517,1.798503758957291,0.23201562644177387,0.669510688221284,0.7655744861517748,-0.3766513885165188,-0.3278945972270113
0.001,1.4986016210784827,1.7230980356455237,0.22449641456704095,0.6279778830429694,0.71960403854159,-0.3846286472469532,-0.3358319810317347
0.00125,1.464621325818716,1.685344430964974,0.22072310514625815,0.6076005660846722,0.6970696389618467,-0.38861559449066774,-0.3398050630294229
0.0025,1.2944415832064446,1.4961895134968553,0.2017479302904106,0.5094766148638625,0.5887504519732896,-0.41549700974653414,-0.35931684222058
0.005,0.9536113420324648,1.1171501452781465,0.1635388032456817,0.330829863201892,0.3924107776501522,-0.5010794007816788,-0.39662785269820844
0.0075,0.6140461771492559,0.7396118224559214,0.12556564530666547,0.1733232524329904,0.22033197837276797,-0.5954652717568412,-0.44696120243940063
0.01,0.2779316507529774,0.3664152559711304,0.08848360521815302,0.03445386016280705,0.0695148478747929,-0.7076925771554514,-0.5588438219783379
