state,n,mean_12,win_12,mean_24,win_24,mean_36,win_36,mean_48,win_48,mean_60,win_60
strong_pos,1221,0.005814650021483313,0.5299425758818704,0.011681529729147636,0.5365053322395406,0.014583020926265256,0.5553732567678425,0.01728235807440515,0.580115036976171,0.019351651495328054,0.5669679539852095
vdo_nonpos,2622,0.0018806751860098968,0.5175438596491229,0.003515073426561256,0.515255530129672,0.0042176071193523864,0.5005740528128588,0.006938413069917712,0.5130168453292496,0.00796547482692266,0.5195252679938744
weak_pos_active,691,0.00527417166450962,0.5478260869565217,0.0034393897306192666,0.5144927536231884,0.0015024195489314626,0.5,-0.0010728003227033736,0.4811594202898551,-0.0016597374271467298,0.49130434782608695
weak_pos_inactive,700,0.001482900637840555,0.4942857142857143,0.007785461460399267,0.5371428571428571,0.016118467743567167,0.5571428571428572,0.014199121367997896,0.56,0.011719660173384518,0.5371428571428571
