overlap_days,ohlc_any_mismatch_days,max_abs_open_diff,max_abs_high_diff,max_abs_low_diff,max_abs_close_diff,max_abs_volume_diff
3134,0,0.0,0.0,0.0,0.0,1.1641532182693481e-10
