block_size,n_boot,p_mean_gt0,p_sharpe_gt0,p_cagr_gt0,mean_mean,ci05_mean,ci95_mean,mean_sharpe,ci05_sharpe,ci95_sharpe,mean_cagr,ci05_cagr,ci95_cagr
5,2000,0.4685,0.4685,0.392,-5.441045494510549e-05,-0.001212702443013535,0.0010599015921607168,-0.07965193639260652,-1.4501263350950406,1.2155402195806981,-0.03470701535986777,-0.3853692806970585,0.39631982227548324
10,2000,0.435,0.435,0.3605,-0.00010257878070195091,-0.001233547850997504,0.0011135346696944165,-0.14469532558128442,-1.5441984876020955,1.2377576027721156,-0.04936314011240035,-0.3903936028381839,0.4261817956982334
20,2000,0.452,0.452,0.376,-6.701048072052927e-05,-0.0012349111365508893,0.0012288777281127855,-0.11811328850347963,-1.5631854209768266,1.313058208101154,-0.035250128704938516,-0.38987071451817057,0.48014112967548983
