block_size,n_boot,p_mean_gt0,p_sharpe_gt0,p_cagr_gt0,mean_mean,ci05_mean,ci95_mean,mean_sharpe,ci05_sharpe,ci95_sharpe,mean_cagr,ci05_cagr,ci95_cagr
5,2000,0.754,0.754,0.686,0.00042388008365696196,-0.0006381702852324341,0.0015317404398555107,0.5058419145316053,-0.8243755018917541,1.7941013405338637,0.15055155294939962,-0.24085457535949215,0.6692246550439994
10,2000,0.727,0.727,0.6595,0.0004210413295468136,-0.0006627606681302747,0.0016530753130861201,0.4932804568515863,-0.8636290440406559,1.874884059887502,0.15444932670207084,-0.245683871590677,0.7305121639217036
20,2000,0.7175,0.7175,0.6575,0.00043192950899114947,-0.0007493679468082648,0.001693629825074224,0.4975406947314605,-0.9684024926236025,1.9242966719582204,0.16072923313575943,-0.2691911825028594,0.7614232466440252
