regime,days,active_days,exposure_mean,ret_sharpe,ret_cagr,ret_mdd,active_mean_daily_ret,active_ci05,active_ci95,signal_label
bear,689,221,0.2597968069666183,-1.3872787112199036,-0.11392525986463409,-0.6573073273678307,-0.0030870068502917947,-0.005805530759643369,-0.0004991005679579938,sign-reversed
bull,1100,937,0.7998484848484849,2.53346010235095,0.8996236705314984,-0.2519225386675915,0.004411553667790371,0.0028129482518023984,0.006060320711109794,effective
neutral,478,215,0.39783821478382153,0.32389084652610894,0.011610966839113113,-0.36984179875325873,0.0005965383984824875,-0.0018682099969237506,0.0032052689692151155,noise-only
