family,lookback,thr,sharpe_daily,cagr,max_drawdown,trade_count,exposure,net_return,positive_fold_share,min_fold_cagr,thresholds
h4_upfrac,48,0.4,1.5859533231216218,0.2773912892572328,-0.12924950525632595,62,0.03893536121673004,1.0847050848419504,0.8333333333333334,0.0,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
h4_upfrac,60,0.45,0.9206845554684322,0.2158550538558972,-0.2825495249634241,92,0.09429657794676806,0.7976432626577437,0.5,-0.31844594838019713,"[0.45, 0.45, 0.45, 0.45, 0.45, 0.45]"
h4_upfrac,60,0.35,0.8818024413467351,0.04605232765085554,-0.001000000000000112,4,0.0024334600760456274,0.14465237616857873,0.3333333333333333,0.0,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]"
h4_upfrac,48,0.45,0.7725847744693355,0.20424323116160337,-0.39627814966883945,129,0.15695817490494296,0.74661782323205,0.8333333333333334,-0.5002365953922916,"[0.45, 0.45, 0.45, 0.45, 0.45, 0.45]"
h4_upfrac,60,0.4,0.5541276740713499,0.040439098785926664,-0.07622564822081779,10,0.013840304182509505,0.12631995058288825,0.6666666666666666,-0.000852147756673638,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
h4_upfrac,36,0.35,0.3316948837211692,0.02426377376650124,-0.12034526564824333,11,0.010038022813688213,0.07458943146816988,0.3333333333333333,-0.08117825147840807,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]"
h4_upfrac,36,0.4,0.23351966501430893,0.026938618188404595,-0.2708406333771701,91,0.0626615969581749,0.08303217612498437,0.5,-0.29552840769320965,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
h4_upfrac,48,0.35,0.17665084738808784,0.009809704387579776,-0.08277370380156279,4,0.005475285171102661,0.02972562830503156,0.3333333333333333,-0.012590219268665992,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]"
h4_upfrac,36,0.45,-0.04491801581133482,-0.10916082975709696,-0.4687024781044986,181,0.2393916349809886,-0.2930909303609954,0.5,-0.4869544588841598,"[0.45, 0.45, 0.45, 0.45, 0.45, 0.45]"
