bucket,timeframe,feature_name,feature_key,param,family,tail,calibration_mode,threshold_param,sharpe_daily,cagr,max_drawdown,trade_count,exposure,net_return,mean_hold_bars,median_hold_bars,positive_fold_share,min_fold_cagr,thresholds_json,feature_key_str,param_str,formula,config_id
native_h4,H4,trend_quality,"('trend_quality', 168)",168,trend_quality,upper,train_quantile,0.65,1.2374818850573062,0.5128429924342413,-0.3309102974186816,90,0.35163498098859314,2.4634158168288813,25.68888888888889,3.0,0.6666666666666666,-0.24928150457792697,"[0.4495717120175233, 0.5933156699460161, 0.7583777537688313, 0.7569182166961247, 0.7786369683897593, 0.6610083239005979]","('trend_quality', 168)",168,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",1013
xtf,H4,h4_vs_d1_ma,"('h4_vs_d1_ma', 40)",40,cross_timeframe_relationship,upper,train_quantile,0.35,1.2343683324177435,0.6456759541725343,-0.5775287347782037,68,0.6293536121673003,3.458420737259247,60.85294117647059,4.0,0.6666666666666666,-0.5889317861071938,"[-0.04592086064175668, -0.036352265071549615, -0.02468641077386329, -0.02464939501065734, -0.028029851423062118, -0.03983823787409679]","('h4_vs_d1_ma', 40)",40,H4 close / last_completed_D1_MA(L) - 1,2177
xtf,H4,drawdown,"('transport_drawdown', 20)",20,drawdown_pullback,upper,train_quantile,0.5,1.2299976911668096,0.5832801658203437,-0.5380422679713355,57,0.5218250950570342,2.970177316277279,60.19298245614035,30.0,0.6666666666666666,-0.48709461419842004,"[-0.0702586473543671, -0.06531335441201169, -0.05506215907930889, -0.05753943617252677, -0.05943358198477289, -0.06493828451882855]","('transport_drawdown', 20)",20,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1651
native_h4,H4,trend_quality,"('trend_quality', 168)",168,trend_quality,upper,train_quantile,0.35,1.2195430674996954,0.6511172511006182,-0.5475157390758203,97,0.623574144486692,3.502801538866194,42.2680412371134,3.0,0.6666666666666666,-0.44095945300131023,"[-0.331017207079747, -0.2826155355042991, -0.23918160246092823, -0.21453153532233163, -0.23334633471958424, -0.30583481424704145]","('trend_quality', 168)",168,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",1011
native_d1,D1,drawdown,"('drawdown', 20)",20,drawdown_pullback,upper,train_quantile,0.5,1.211897600746833,0.5705555514003735,-0.5492122761767022,57,0.5228102189781022,2.8751997896018704,10.052631578947368,5.0,0.6666666666666666,-0.4871716281579269,"[-0.0702586473543671, -0.06492353349517715, -0.055097718013994934, -0.05784676399359889, -0.05953566009104705, -0.06512581946542012]","('drawdown', 20)",20,"close / rolling_max(close, L) - 1",217
xtf,H4,ma_gap,"('transport_ma_gap', 20)",20,trend_quality,upper,train_quantile,0.65,1.2046378583397717,0.5018764853560544,-0.43027517722432207,56,0.33019011406844107,2.3886253273319946,38.767857142857146,18.0,0.6666666666666666,-0.4098224504278366,"[0.03340631265770367, 0.037836926829934336, 0.043871706428774804, 0.04332212129003943, 0.04304485542216385, 0.038606522759636386]","('transport_ma_gap', 20)",20,"transport(last_completed_D1 close / rolling_mean(close, L) - 1) onto H4 by backward as-of close_time",1620
xtf,H4,h4_vs_d1_ma,"('h4_vs_d1_ma', 80)",80,cross_timeframe_relationship,upper,train_quantile,0.5,1.1962692637238295,0.5874227811930861,-0.43263921987349385,59,0.531254752851711,3.001429710150326,59.20338983050848,4.0,0.6666666666666666,-0.35282546326082087,"[-0.031784420121914736, -0.017570254158110754, 0.003913035690683131, 0.01642845768027401, 0.02594637487400475, 0.004384095229750695]","('h4_vs_d1_ma', 80)",80,H4 close / last_completed_D1_MA(L) - 1,2190
native_h4,H4,ret,"('ret', 96)",96,directional_persistence,upper,train_quantile,0.65,1.191960395510712,0.5012606491120741,-0.30943962025574967,126,0.33307984790874523,2.384457624393375,17.38095238095238,3.0,0.6666666666666666,-0.3147939550524371,"[0.056528654026932836, 0.06503665877417952, 0.07561410450724582, 0.07670097974253354, 0.074588311244228, 0.06499756988714567]","('ret', 96)",96,close / close.shift(L) - 1,933
native_d1,D1,ma_gap,"('ma_gap', 20)",20,trend_quality,upper,train_quantile,0.65,1.1907888909745592,0.4936894152069202,-0.43027550163514217,57,0.3312043795620438,2.333497893466622,6.368421052631579,3.0,0.6666666666666666,-0.40982051110967,"[0.033072578966739076, 0.037671424996150366, 0.043645419828240446, 0.04317909905863738, 0.04300567673223461, 0.0385984275329427]","('ma_gap', 20)",20,"close / rolling_mean(close, L) - 1",186
native_d1,D1,atr_pct,"('atr_pct', 10)",10,volatility_level,upper,train_quantile,0.65,1.190115823632823,0.5763301357452253,-0.44280785501752096,27,0.2801094890510949,2.9181117372899803,11.37037037037037,9.0,0.8333333333333334,-0.038882566318317435,"[0.06290344028311821, 0.06070677910006351, 0.05848529732665047, 0.06255999985030399, 0.061187461629962914, 0.060916055827148194]","('atr_pct', 10)",10,"rolling_mean(true_range, L) / close",418
xtf,H4,atr_pct,"('transport_atr_pct', 10)",10,volatility_level,upper,train_quantile,0.65,1.1899770639960965,0.5761942056094616,-0.44280785501752074,27,0.2801520912547529,2.9170979933862697,68.22222222222223,54.0,0.8333333333333334,-0.03896557447765603,"[0.06288191374813427, 0.06070506652003238, 0.05846845510999344, 0.06255842036602974, 0.06118528068756818, 0.0609136049378459]","('transport_atr_pct', 10)",10,"transport(last_completed_D1 rolling_mean(true_range, L) / close) onto H4 by backward as-of close_time",1852
xtf,H4,up_frac,"('transport_up_frac', 40)",40,directional_persistence,upper,fixed_level,0.5,1.1891755531693236,0.5603609091716046,-0.4980137742211447,31,0.4926235741444867,2.8002086335853127,104.48387096774194,18.0,0.5,-0.7048262230289333,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","('transport_up_frac', 40)",40,"transport(last_completed_D1 rolling_mean(close.diff() > 0, L)) onto H4 by backward as-of close_time",1804
native_d1,D1,up_frac,"('up_frac', 40)",40,directional_persistence,upper,fixed_level,0.5,1.1891653101871846,0.560374891349269,-0.4980465428809062,31,0.4927007299270073,2.8003108172366593,17.419354838709676,3.0,0.5,-0.7048363597360593,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","('up_frac', 40)",40,"rolling_mean(close.diff() > 0, L)",370
native_h4,H4,ret,"('ret', 168)",168,directional_persistence,upper,train_quantile,0.35,1.179488552628345,0.6168890857031242,-0.494759098269245,91,0.6447148288973384,3.2284726147350513,46.582417582417584,3.0,0.6666666666666666,-0.427858511734415,"[-0.0719888335829441, -0.056417599393203545, -0.04045818067176818, -0.03852359710509093, -0.0425640609070744, -0.05703144779968348]","('ret', 168)",168,close / close.shift(L) - 1,987
native_d1,D1,flow_impulse,"('flow_impulse', 10)",10,participation_flow,lower,train_quantile,0.2,1.1790656024595658,0.4678045000406179,-0.3594067359577292,34,0.28375912408759124,2.1631422473484476,9.147058823529411,5.0,0.5,-0.43809790268478876,"[-0.015199568933072526, -0.024981546614625646, -0.031923933702050364, -0.03074191738272139, -0.03046631624663018, -0.030514728659807762]","('flow_impulse', 10)",10,"rolling_mean((2*taker_share_raw - 1) * (volume / rolling_mean(volume, L)), L)",448
xtf,H4,flow_impulse,"('transport_flow_impulse', 10)",10,participation_flow,lower,train_quantile,0.2,1.174959328064455,0.4654491644362171,-0.3594648919148592,34,0.2847148288973384,2.147935850784074,55.05882352941177,30.0,0.5,-0.4380117690788383,"[-0.015099658203908604, -0.02493359580231458, -0.031915950327646846, -0.03074191738272139, -0.03045879028420225, -0.030514728659807762]","('transport_flow_impulse', 10)",10,"transport(last_completed_D1 rolling_mean((2*taker_share_raw - 1) * (volume / rolling_mean(volume, L)), L)) onto H4 by backward as-of close_time",1882
xtf,H4,range_loc,"('transport_range_loc', 80)",80,location_within_range,upper,fixed_level,0.65,1.156752426373404,0.5123863964626534,-0.3177189002157478,21,0.4168821292775665,2.460280134519455,130.52380952380952,18.0,0.5,-0.05789190346320272,"[0.65, 0.65, 0.65, 0.65, 0.65, 0.65]","('transport_range_loc', 80)",80,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1754
native_d1,D1,range_loc,"('range_loc', 80)",80,location_within_range,upper,fixed_level,0.65,1.1566572272882831,0.5123388116328078,-0.3177479616086457,21,0.416970802919708,2.4599534536684637,21.761904761904763,3.0,0.5,-0.0580043265554504,"[0.65, 0.65, 0.65, 0.65, 0.65, 0.65]","('range_loc', 80)",80,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),320
xtf,H4,h4_vs_d1_ma,"('h4_vs_d1_ma', 20)",20,cross_timeframe_relationship,upper,train_quantile,0.5,1.1490240938018508,0.5431542030300018,-0.5563337406415055,110,0.49627376425855513,2.6758428601043707,29.663636363636364,6.0,0.5,-0.1844488738567105,"[-8.791845215333494e-05, 0.00431152706939697, 0.009966767954766143, 0.01020291194696532, 0.009749473491197369, 0.0036361536184661425]","('h4_vs_d1_ma', 20)",20,H4 close / last_completed_D1_MA(L) - 1,2166
native_h4,H4,drawdown,"('drawdown', 168)",168,drawdown_pullback,upper,train_quantile,0.65,1.1464709088214537,0.46044484903771576,-0.4292457666728329,126,0.38904942965779465,2.115789201728587,20.3015873015873,4.0,0.6666666666666666,-0.3787471564549345,"[-0.07101350217041989, -0.06328844198199995, -0.052963345033843694, -0.05563580229415559, -0.056267833871015256, -0.059773331214746005]","('drawdown', 168)",168,"close / rolling_max(close, L) - 1",1033
native_d1,D1,range_loc,"('range_loc', 20)",20,location_within_range,upper,fixed_level,0.8,1.145565659625268,0.4270888166690663,-0.3179785541497344,70,0.2782846715328467,1.9070916546916887,4.357142857142857,2.0,0.5,-0.20626758548663815,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('range_loc', 20)",20,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),209
xtf,H4,range_loc,"('transport_range_loc', 20)",20,location_within_range,upper,fixed_level,0.8,1.1455310207148108,0.4270344922973859,-0.3179919615125162,70,0.2783269961977186,1.9067596025962654,26.142857142857142,12.0,0.5,-0.20632333511041256,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('transport_range_loc', 20)",20,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1643
xtf,H4,h4_vs_d1_ma,"('h4_vs_d1_ma', 80)",80,cross_timeframe_relationship,upper,fixed_zero,None,1.1439999342599774,0.5476029186866243,-0.41994357323401765,52,0.524106463878327,2.707732853649864,66.26923076923077,5.5,0.6666666666666666,-0.32402384575520626,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","('h4_vs_d1_ma', 80)",80,H4 close / last_completed_D1_MA(L) - 1,2186
native_d1,D1,range_loc,"('range_loc', 40)",40,location_within_range,upper,fixed_level,0.35,1.1398261441823296,0.5978700050680292,-0.5802466681376669,37,0.6313868613138686,3.0809723239068028,18.7027027027027,5.0,0.6666666666666666,-0.47037323370781536,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","('range_loc', 40)",40,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),262
xtf,H4,range_loc,"('transport_range_loc', 40)",40,location_within_range,upper,fixed_level,0.35,1.1397913837469529,0.5978308703475896,-0.5802453099095455,37,0.6313307984790875,3.080672411708492,112.1891891891892,30.0,0.6666666666666666,-0.47029332810117297,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","('transport_range_loc', 40)",40,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1696
xtf,H4,drawdown,"('transport_drawdown', 80)",80,drawdown_pullback,upper,train_quantile,0.8,1.1394920232922936,0.37321338416739835,-0.3218308435315904,35,0.23984790874524714,1.5900512612897582,45.05714285714286,24.0,0.6666666666666666,-0.36720408724212017,"[-0.07384354600559528, -0.06130177572272291, -0.039832325008936964, -0.037121765707410215, -0.034816014487266234, -0.041106905391332216]","('transport_drawdown', 80)",80,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1765
native_d1,D1,ret,"('ret', 20)",20,directional_persistence,upper,train_quantile,0.8,1.1364379734877732,0.33813907187377623,-0.287282300707591,25,0.17244525547445255,1.3965712247138424,7.56,3.0,0.8333333333333334,-0.0700345874340852,"[0.1904260795723873, 0.19630808627347582, 0.2121555307083109, 0.21594774449220175, 0.21312989074046224, 0.19907648260493502]","('ret', 20)",20,close / close.shift(L) - 1,175
native_h4,H4,drawdown,"('drawdown', 168)",168,drawdown_pullback,upper,train_quantile,0.5,1.1361011580039975,0.517073414568709,-0.47441509967704076,80,0.5298859315589354,2.492558470665417,43.55,5.0,0.6666666666666666,-0.31882699950771076,"[-0.11533174891653852, -0.09910352421292579, -0.08315509896592288, -0.0880438169590817, -0.08934755260394944, -0.09647962137427912]","('drawdown', 168)",168,"close / rolling_max(close, L) - 1",1032
xtf,H4,range_loc,"('transport_range_loc', 20)",20,location_within_range,upper,fixed_level,0.35,1.1357711704754399,0.6141646592568986,-0.5668776439929841,47,0.6906463878326996,3.207129073569468,96.61702127659575,42.0,0.5,-0.38010319406118775,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","('transport_range_loc', 20)",20,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1640
native_d1,D1,range_loc,"('range_loc', 20)",20,location_within_range,upper,fixed_level,0.35,1.1357173308811617,0.6141447304611545,-0.5669065740789747,47,0.6906934306569343,3.2069732138021783,16.106382978723403,7.0,0.5,-0.3801133125360846,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","('range_loc', 20)",20,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),206
native_d1,D1,drawdown,"('drawdown', 80)",80,drawdown_pullback,upper,train_quantile,0.8,1.12762487654776,0.36805519040622836,-0.3218155030985852,36,0.24087591240875914,1.560967176924677,7.333333333333333,3.5,0.6666666666666666,-0.3671313466761438,"[-0.07427679126515387, -0.06135568852968606, -0.039674561376215466, -0.03717404912138933, -0.03506867870092292, -0.0412511673579396]","('drawdown', 80)",80,"close / rolling_max(close, L) - 1",331
native_d1,D1,vol_cluster,"('vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,fixed_level,1.2,1.119134812071953,0.6451217877616573,-0.6080578580695293,75,0.7655109489051095,3.4539172291203935,11.186666666666667,10.0,0.8333333333333334,-0.4657526722957227,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","('vol_cluster', (5, 20))","(5, 20)","rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)",535
xtf,H4,vol_cluster,"('transport_vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,fixed_level,1.2,1.1190119945709212,0.6449621023955499,-0.6081115347926993,75,0.7656273764258555,3.4526200875869533,67.12,60.0,0.8333333333333334,-0.4658580061383685,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","('transport_vol_cluster', (5, 20))","(5, 20)","transport(last_completed_D1 rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)) onto H4 by backward as-of close_time",1969
xtf,H4,drawdown,"('transport_drawdown', 20)",20,drawdown_pullback,upper,train_quantile,0.8,1.1134050565466338,0.3355615847964799,-0.3070279917197747,80,0.22174904942965779,1.3827461071258966,18.225,12.0,0.6666666666666666,-0.32803228414795804,"[-0.013040879903363223, -0.011494761041602186, -0.007991804748278653, -0.00840167632144917, -0.008169300760251241, -0.009544916705265916]","('transport_drawdown', 20)",20,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1653
native_h4,H4,drawdown,"('drawdown', 96)",96,drawdown_pullback,upper,train_quantile,0.5,1.1089224547849756,0.48320171819905444,-0.4477344131926885,149,0.5259315589353613,2.263757177242686,23.20805369127517,6.0,0.6666666666666666,-0.355388678028414,"[-0.07452288381456107, -0.06772015682413068, -0.05964928898000249, -0.06216204800617331, -0.06315622017352346, -0.06796290167593344]","('drawdown', 96)",96,"close / rolling_max(close, L) - 1",976
native_d1,D1,vol_cluster,"('vol_cluster', (10, 40))","(10, 40)",volatility_clustering,lower,fixed_level,1.2,1.1056952653003627,0.6258675630643171,-0.6341493121250632,39,0.7864963503649635,3.2993220700883654,22.102564102564102,10.0,0.6666666666666666,-0.6515037787256689,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","('vol_cluster', (10, 40))","(10, 40)","rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)",553
xtf,H4,vol_cluster,"('transport_vol_cluster', (10, 40))","(10, 40)",volatility_clustering,lower,fixed_level,1.2,1.1056076186560344,0.625759539717472,-0.6341199799538415,39,0.7864638783269962,3.2984649850641796,132.5897435897436,60.0,0.6666666666666666,-0.6515240994068717,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","('transport_vol_cluster', (10, 40))","(10, 40)","transport(last_completed_D1 rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)) onto H4 by backward as-of close_time",1987
xtf,H4,trend_quality,"('transport_trend_quality', 80)",80,trend_quality,upper,train_quantile,0.65,1.1039087950651885,0.4594611738104919,-0.37605503241892835,21,0.3895057034220532,2.109496135234858,121.95238095238095,24.0,0.5,-0.4161675244474914,"[0.3096279519786183, 0.3441519612328759, 0.7427261892889426, 0.9119103541551993, 0.9503814951403424, 0.7878626154795827]","('transport_trend_quality', 80)",80,"transport(last_completed_D1 (close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))) onto H4 by backward as-of close_time",1744
xtf,H4,vol_cluster,"('transport_vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,train_quantile,0.8,1.1027199162904768,0.6425907934258119,-0.6233833273294893,73,0.7975665399239543,3.433387319604342,71.83561643835617,54.0,0.8333333333333334,-0.5702066137677908,"[1.2324908941094532, 1.2324908941094532, 1.2359460844616086, 1.2362021840417814, 1.2270904965209826, 1.229353138598365]","('transport_vol_cluster', (5, 20))","(5, 20)","transport(last_completed_D1 rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)) onto H4 by backward as-of close_time",1980
native_d1,D1,trend_quality,"('trend_quality', 80)",80,trend_quality,upper,train_quantile,0.65,1.1004093899692757,0.45733134811934595,-0.37609167246296404,21,0.3905109489051095,2.095899616690963,20.38095238095238,4.0,0.5,-0.4212518075389371,"[0.30808413443493093, 0.34510400830278, 0.7407993773981653, 0.9116453179540126, 0.9472340735648247, 0.7840862142856682]","('trend_quality', 80)",80,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",310
