regime,days,active_days,exposure_mean,ret_sharpe,ret_cagr,ret_mdd,active_mean_daily_ret,active_ci05,active_ci95,signal_label
bear,481,153,0.2654192654192654,-0.8378769219884709,-0.09270443047346888,-0.4708690885735598,-0.002030918815251819,-0.005469702748052853,0.0013302615436706136,noise-only
bull,829,712,0.8082026537997588,2.6453739426418115,1.0256454753544162,-0.2519225386675915,0.004931947990007738,0.002986061357251792,0.006887447897695348,effective
neutral,333,141,0.38288288288288286,1.3494248942525664,0.07971404076332123,-0.19878905886768883,0.0027404524662036933,-0.0007999753079174919,0.006264811409693871,noise-only
