regime,days,active_days,exposure_mean,ret_sharpe,ret_cagr,ret_mdd,active_mean_daily_ret,active_ci05,active_ci95,signal_label
bear,689,99,0.14368650217706821,-0.6939212777888121,-0.05071291460779448,-0.4280354555523006,-0.002641919705784511,-0.007445872736537259,0.0021938934975998517,noise-only
bull,1100,975,0.8863636363636364,2.7276053221142633,1.0282271822039726,-0.2519225386675916,0.004665604187170521,0.0031158369333358885,0.006325369052635732,effective
neutral,478,199,0.41631799163179917,-1.292691443895422,-0.0877663083484107,-0.49610961817635346,-0.002376796058012998,-0.00521276516092912,0.00036892018939553144,noise-only
