block_size,n_boot,p_mean_gt0,p_sharpe_gt0,p_cagr_gt0,mean_diff_mean,median_diff_mean,ci05_diff_mean,ci95_diff_mean,mean_diff_sharpe,ci05_diff_sharpe,ci95_diff_sharpe,mean_diff_cagr,ci05_diff_cagr,ci95_diff_cagr
5,2000,0.084,0.3935,0.126,-0.0005280861507343065,-0.0005269658166321786,-0.0011403809749271376,9.838303157323675e-05,-0.08102237863529141,-0.5866944466932582,0.42801978709721633,-0.3086302305185461,-0.8061836661722968,0.12282439814381842
10,2000,0.0955,0.4105,0.1435,-0.0005137757933982872,-0.0005035260861173331,-0.0011906278336287217,0.00015083452970097964,-0.07236345718378226,-0.5969324871618572,0.460419579225641,-0.3025662304316537,-0.8792616157709601,0.15266733412892383
20,2000,0.118,0.429,0.1745,-0.0004931199702377765,-0.0004953276780213347,-0.0011882772103893743,0.00017643257644902412,-0.054979917151619054,-0.5739791891291612,0.4689662636728277,-0.2943152919106854,-0.862565733817498,0.16517038012767843
